 	voglio	che	Maria	venga	domani	</S>
i	0.9796132	0.018548546	0.0017230071	3.7681606e-05	1.0166095e-05	6.737529e-05
t	0.97786885	0.020412358	0.0011919233	7.535687e-05	1.0323443e-05	0.00044113322
è	0.7217289	0.10797318	0.13367513	0.001849244	0.00017718287	0.034596432
l	0.4664419	0.5073871	0.024787974	0.00045738733	1.6463557e-05	0.0009091906
o	0.69369936	0.11532787	0.15841545	0.0023208754	0.00032382878	0.029912673
n	0.016621003	0.8674512	0.112377614	0.003527336	2.50844e-06	2.0249914e-05
a	0.032919466	0.04353971	0.8986461	0.019093197	0.00011623278	0.005685202
r	0.10824719	0.7385785	0.116130896	0.03658419	2.9511837e-05	0.0004297009
t	0.049290225	0.115311645	0.6635104	0.15370269	0.0014485297	0.01673657
i	0.86497027	0.06263012	0.034160256	0.034887034	0.00020586884	0.0031464095
à	0.032962345	0.47925094	0.12006918	0.33873224	0.002448937	0.026536228
v	0.0036406745	0.11518445	0.048116133	0.80196464	0.021242054	0.009852045
v	0.0044045066	0.08365997	0.05151438	0.45791128	0.38679773	0.015712049
r	0.09783961	0.777611	0.026126577	0.016654707	0.011520547	0.070247516
i	0.46913648	0.4504593	0.02267761	0.0087591205	0.02787839	0.021089077
i	0.08172578	0.76557815	0.04139027	0.0068620606	0.006214891	0.098228894
M	0.005678417	0.19327417	0.15548791	0.15387353	0.28242975	0.20925622
a	0.0015622907	0.065513305	0.025157683	0.0824396	0.68861884	0.1367083
r	0.04305694	0.7536968	0.1709076	0.016797662	0.005754275	0.009786665
ì	0.01983209	0.24328384	0.29682717	0.0704832	0.26232204	0.10725166
a	0.383463	0.5638046	0.011521534	0.0008930763	0.0008052371	0.03951247
</S>	0.00021740962	0.007164713	0.0013744283	0.0061022644	0.74571323	0.239428
