 	avete	cucinato	le	verdure	</S>
e	0.9963307	0.0035413704	8.375235e-05	3.9203264e-06	4.0209274e-05
m	0.77636814	0.017142268	0.007171974	0.15638039	0.042937193
a	0.7400911	0.13861953	0.026621701	0.004384154	0.09028362
r	0.95837146	0.028619612	0.010223988	0.00052108907	0.0022639479
è	0.6258758	0.089728475	0.069435984	0.012422223	0.20253752
s	0.796746	0.11943414	0.080498114	0.0011453076	0.0021765253
s	0.646392	0.090130664	0.1009895	0.013597964	0.14888993
a	0.0071942336	0.98847544	0.00399843	0.00020304201	0.00012894793
t	0.10969639	0.27755344	0.6111288	0.00024650834	0.0013748712
o	0.13050711	0.4226169	0.32851657	0.008821635	0.1095378
t	0.23303851	0.06313531	0.6531926	0.0074774064	0.043156285
a	0.041729014	0.025672534	0.4017461	0.2818674	0.24898493
l	0.110554464	0.026047433	0.5785192	0.12033143	0.16454746
à	0.062367667	0.014016435	0.3128781	0.29394028	0.31679755
c	0.10185988	0.008662475	0.06105037	0.64155257	0.1868747
h	0.3678698	0.0025431584	0.040315896	0.01709103	0.5721801
a	0.06792408	0.15910739	0.058033593	0.49580288	0.21913204
n	0.0058695003	0.0027471283	0.035982527	0.006051616	0.94934916
a	0.20277086	0.0704311	0.2096325	0.009257984	0.50790757
</S>	0.022621984	0.0041532335	0.017828789	0.024471024	0.930925
