 	le	melanzane	devono	girarsi	dopo	le	cucini	</S>
e	0.99973553	0.0002415421	1.527394e-05	3.0992855e-06	3.3789113e-06	3.264627e-07	6.3026576e-08	7.280204e-07
m	0.8720171	0.026015794	0.028524563	0.04597245	0.012506825	0.0029727016	0.004680779	0.007309837
a	0.86503714	0.06759695	0.012241259	0.009173686	0.0017611643	0.00063843443	0.00020783086	0.043343402
r	0.8924219	0.10361288	0.0013246501	0.0021609094	0.00017007034	4.480938e-05	6.227708e-05	0.00020241513
a	0.1752718	0.671726	0.0682089	0.0036020107	0.00047380847	0.0006446558	0.0005387808	0.07953406
n	0.30440858	0.6780753	0.012235388	0.0044074957	0.0003056087	0.00010719366	0.0002175294	0.00024288459
g	0.044057544	0.6644282	0.14033177	0.0051227403	0.0006628146	0.0010180613	0.0011362961	0.14324266
i	0.9233731	0.025791395	0.012645795	0.021226706	0.008492734	0.004140033	0.0022872288	0.0020429795
à	0.8424145	0.1398952	0.009023595	0.007016058	0.0010765436	0.00020107046	0.00017620882	0.0001968143
n	0.07401775	0.7590253	0.11656042	0.042236816	0.001914768	0.0003180611	0.0007795839	0.00514731
e	0.01492245	0.25839892	0.5217346	0.020158578	0.0009130265	0.0027433734	0.01839366	0.16273542
è	0.07017057	0.017172784	0.7424439	0.16751772	0.0017009723	0.00030548612	0.00043750435	0.00025108634
n	0.009770418	0.0059845126	0.11789493	0.856159	0.004487916	0.0014625216	0.0009598319	0.0032809065
e	0.0030281541	0.0151596265	0.82691437	0.12411602	0.0012042454	0.0019854347	0.0062093823	0.021382824
s	0.0017548107	0.0017650818	0.04202258	0.94642514	0.0069209724	0.00042147478	0.00033073683	0.0003592183
e	0.005877177	0.010070412	0.23336355	0.65841264	0.011910401	0.008900568	0.020595174	0.050870053
g	0.00131605	0.0011848873	0.0045269667	0.9756024	0.0155971	0.0008540016	0.0004907653	0.000427927
i	0.0016855804	0.0023418374	0.019702233	0.9228621	0.027117867	0.0057537355	0.006837994	0.013698609
r	0.0029675167	0.0018316108	0.0048115696	0.8519456	0.124245	0.005598377	0.001879556	0.006720767
è	0.004001031	0.006882517	0.029183796	0.4435478	0.07419708	0.036706496	0.023231177	0.38225013
t	0.0018734153	0.0012288122	0.0023557332	0.47542575	0.42289236	0.091604754	0.0030863283	0.0015327747
s	0.005740871	0.0056242542	0.011960781	0.42111248	0.21824704	0.07771403	0.11235991	0.14724064
i	0.057164587	0.008731572	0.0074505676	0.049676135	0.34715322	0.1812441	0.078207605	0.2703722
d	0.00082937384	0.00050983654	0.0012564234	0.048106365	0.5558842	0.34549093	0.019266076	0.028656835
ò	0.003948137	0.0026433722	0.003121194	0.08216603	0.3443983	0.12440824	0.055538025	0.3837767
p	0.00095100247	0.00055021455	0.00060693134	0.022281842	0.35259134	0.57278836	0.043731116	0.00649922
u	0.0016845946	0.0010096445	0.0009307257	0.02023344	0.268009	0.2968463	0.07698641	0.3342999
e	0.0021333557	0.0013149002	0.0010281842	0.050910685	0.16915582	0.3388423	0.21437961	0.22223516
m	0.0022187748	0.0021271128	0.0015334546	0.01737511	0.12417295	0.3598691	0.34559888	0.14710465
a	0.0083862	0.0058160517	0.003918812	0.032871086	0.13168375	0.30237114	0.29840273	0.21655022
r	0.0028739343	0.004660045	0.0018507136	0.013929702	0.06474328	0.18826148	0.5247836	0.19889724
è	0.012139157	0.008306078	0.005899107	0.017406493	0.054740813	0.14580992	0.594527	0.16117139
i	0.0028117795	0.0024642118	0.0014043119	0.004180204	0.01183045	0.05153858	0.8445767	0.08119377
</S>	0.001587258	0.0017452163	0.0015489699	0.004846457	0.015728615	0.044512693	0.50616556	0.42386523
