 	volevo	Maria	domani	di	venire	da	me	</S>
ì	0.99534863	0.004251476	7.837909e-05	0.0002361779	1.5308553e-05	1.0457304e-05	2.32102e-06	5.725353e-05
t	0.62692755	0.1535983	0.121851996	0.024309982	0.027789412	0.010767203	0.0037471058	0.031008426
e	0.9210745	0.058939576	0.0020037943	0.00082009414	0.0004368901	0.00025094027	0.00063280854	0.01584136
l	0.540849	0.45722654	0.0017768119	8.653909e-05	3.7317845e-05	3.968906e-06	1.8207543e-06	1.7974246e-05
a	0.07173941	0.9161718	0.0072150268	0.00033933288	0.00032708194	0.00013118898	0.00014839483	0.003927859
e	0.68786716	0.3044618	0.0067448085	0.0007561024	0.00010977973	1.1431588e-05	4.2263737e-06	4.4698252e-05
M	0.07552001	0.7987514	0.12438233	0.0007374315	0.0002749139	1.6190517e-05	2.4181962e-05	0.00029350517
a	0.17928405	0.8058582	0.00926428	0.0040674875	0.0001858831	9.944929e-05	3.9911363e-05	0.0012007616
r	0.87440485	0.0885971	0.024975553	0.011545765	0.0003733358	8.484628e-05	5.4930156e-06	1.2963677e-05
ì	0.41157073	0.38070348	0.16754189	0.037582595	0.0019228364	0.00043941857	6.3155814e-05	0.00017592842
a	0.73681873	0.007217801	0.0076232045	0.24010125	0.0071237236	0.0010056696	3.8398248e-05	7.120225e-05
à	0.014174937	0.04118324	0.81673926	0.06721066	0.056045696	0.0005817324	0.00029830635	0.0037661605
v	0.0074328687	0.0076182396	0.055886086	0.5978	0.3226144	0.007831508	0.00019650834	0.00062040775
v	0.0018693157	0.010464966	0.17174399	0.18765157	0.6107993	0.012728779	0.0028039068	0.0019381748
r	0.0868423	0.02710922	0.015257127	0.33887854	0.17806967	0.044495557	0.025634192	0.2837134
i	0.32176113	0.03556327	0.004183256	0.3923301	0.09125346	0.053423744	0.024846457	0.076638564
n	0.058050588	0.020650316	0.009773398	0.34457803	0.09550117	0.4451175	0.00660611	0.019722896
a	0.0504771	0.097875744	0.21665937	0.057415944	0.18210737	0.21377568	0.067858905	0.11382987
r	0.09045588	0.009651434	0.0064229774	0.21763235	0.0389721	0.581436	0.047911663	0.0075176978
t	0.038578946	0.036548983	0.13786617	0.045490302	0.13523634	0.3849205	0.086251326	0.13510743
i	0.09759675	0.01574272	0.0036556206	0.08348462	0.015023215	0.5417713	0.08740248	0.15532328
s	0.012420774	0.008124357	0.015726859	0.15858531	0.04976217	0.42370555	0.20112744	0.13054752
e	0.062822066	0.029258933	0.050708715	0.02197181	0.040008985	0.19263083	0.26378646	0.33881223
m	0.016336825	0.0031218173	0.0049733752	0.046745405	0.031731978	0.10774585	0.74137753	0.047967304
è	0.03999734	0.011646318	0.018622749	0.022739537	0.069406286	0.14205003	0.4196143	0.27592346
n	0.0040334393	0.0012493355	0.00075082225	0.0050736917	0.012601378	0.0725272	0.87160516	0.03215893
a	0.053888112	0.027702095	0.02052588	0.013724985	0.03148624	0.054443676	0.6297393	0.16848975
</S>	0.004776233	0.0012301313	0.0014724598	0.024921115	0.010799208	0.014662374	0.588939	0.35319948
