 	voglio	un	forno	che	vende	rustici	</S>
t	0.999511	0.00037789307	8.3686944e-05	2.059427e-05	5.277548e-06	3.585291e-07	1.1454379e-06
è	0.93927944	0.019084398	0.005010235	0.004379463	0.010723752	0.000605134	0.02091751
l	0.808591	0.15511353	0.01589927	0.0061838836	0.008346953	0.00016918844	0.0056962003
o	0.9096404	0.026113106	0.0036639755	0.0017812465	0.0011762368	0.0010364219	0.056588657
è	0.01599001	0.9650243	0.018812377	0.00012756165	3.845068e-05	6.0828665e-07	6.8248332e-06
n	0.023071466	0.90890294	0.062212724	0.0017984774	0.0020758577	3.8299626e-05	0.0019002883
a	0.03708633	0.75548613	0.14779755	0.010106359	0.0031617223	0.00075904717	0.045603026
f	0.013432315	0.73195344	0.2177538	0.029908458	0.00531995	5.0610055e-05	0.0015814272
ù	0.02817509	0.38983262	0.32082114	0.13352494	0.019152328	0.0041245976	0.1043692
r	0.027014295	0.14810985	0.7237423	0.08432239	0.012932836	0.00016086151	0.0037175806
n	0.006312184	0.054957017	0.07030594	0.5636931	0.017116178	0.033098534	0.25451705
o	0.25357762	0.0091547305	0.036955893	0.6314301	0.020210892	0.03134026	0.01733056
k	0.008465776	0.050332323	0.03928826	0.6533136	0.23924273	0.0013107413	0.008046611
a	0.0051206956	0.026892355	0.041792445	0.602757	0.09719167	0.080665566	0.14558028
p	0.013284135	0.08024855	0.07902762	0.21814878	0.55703056	0.04181121	0.01044917
u	0.00031274054	0.0100559825	0.002050373	0.020421797	0.9021676	0.008906465	0.05608504
l	0.0014061037	0.04849608	0.0081371395	0.027430391	0.7985852	0.02617224	0.08977283
ì	0.00049378845	0.017535806	0.0037089896	0.033333443	0.2444561	0.11957218	0.5808997
r	0.010142735	0.022850968	0.020857658	0.028134553	0.47949606	0.28478482	0.15373321
ù	0.00028339415	0.007716743	0.0021082342	0.054669432	0.18284073	0.44196874	0.31041273
s	0.0023358783	0.0046293684	0.0061690453	0.0060372814	0.070459865	0.70216334	0.20820521
t	0.00012738131	0.0026416017	0.000813104	0.029875591	0.12141158	0.75045043	0.09468023
i	0.003675825	0.0006754864	0.003171131	0.026545085	0.0028710908	0.94888294	0.014178456
k	0.00025432877	0.004318199	0.0019723123	0.008448381	0.04271201	0.23678902	0.7055057
u	0.0005663243	0.0069260136	0.0024697136	0.019181246	0.047138546	0.7739514	0.14976671
</S>	0.0044032056	0.02756678	0.011209146	0.010262261	0.050076958	0.3365914	0.5598903
