 	Anna	ora	sta	vicino	a	me	dormendo	</S>
i	0.29014727	0.7001431	0.001438798	0.007064444	0.00036609365	1.9916015e-05	2.2115411e-05	0.0007982151
A	0.953408	0.044215433	0.0007580863	0.00015619694	0.0003453932	0.00018262945	9.424945e-05	0.0008400494
n	0.81913567	0.17142823	0.00123844	0.0028062433	0.0017617703	0.000556378	0.00018961889	0.0028836515
n	0.95165354	0.037941933	0.0011154136	0.00020361174	0.00036953436	0.00032269052	0.00011943206	0.008273856
a	0.07011785	0.8930973	0.0023507646	0.02994271	0.001299308	0.00018593358	4.9817303e-05	0.0029564486
à	0.06427053	0.93427277	0.00036849955	0.0008792333	4.0150888e-05	9.470636e-06	1.5539323e-06	0.00015781006
r	0.034389775	0.9578701	0.0019731189	0.0047331303	0.0003295537	9.581386e-05	2.0822843e-05	0.00058763253
t	0.059368614	0.88241005	0.020479191	0.0029689332	0.001975485	0.001430898	0.00077247905	0.030594375
e	0.02225807	0.73393553	0.08285058	0.08806546	0.056589462	0.003965046	0.0006255591	0.011710273
n	0.003461455	0.58810794	0.38574576	0.020015623	0.0013270264	0.00017030323	1.3595865e-05	0.0011583028
a	0.102403276	0.41177452	0.2860512	0.07853156	0.036417622	0.027123263	0.0032588742	0.05443968
s	0.012882131	0.06955166	0.76749784	0.14478384	0.0035460065	0.00054470496	3.7846636e-05	0.0011559504
t	0.018398339	0.15710025	0.7077873	0.07744856	0.009761839	0.006313675	0.00031761505	0.022872474
è	0.0022020983	0.023289168	0.59967	0.30616203	0.050678503	0.0023778281	0.0008286489	0.014791726
i	0.00097509293	0.004101367	0.85611767	0.12970205	0.006897308	0.00051438896	2.36831e-05	0.001668476
i	0.0012019195	0.018821888	0.30687758	0.63217133	0.031103032	0.008479467	0.00025159577	0.0010931438
t	0.0021958721	0.02572114	0.07113649	0.8350217	0.053307135	0.011263997	0.00032973455	0.0010238742
t	0.0025279985	0.021394826	0.12311068	0.77341676	0.043928333	0.016336104	0.00065583456	0.018629525
u	0.0003933149	0.0015702484	0.04432292	0.7628046	0.07286577	0.008295143	0.010189333	0.09955867
m	0.0025209635	0.0060740216	0.047789503	0.26283854	0.5829926	0.0808139	0.0019550892	0.015015351
b	0.0021994242	0.030444982	0.052324526	0.625294	0.085130334	0.04260417	0.008021846	0.15398067
r	0.00023140787	0.0024145448	0.023191912	0.5385508	0.33154985	0.01467896	0.00964693	0.079735585
ò	0.00030886228	0.0068788817	0.032068394	0.43809628	0.42712173	0.016760025	0.011837378	0.06692845
s	0.00024739775	0.0019659386	0.018657412	0.05477154	0.6540555	0.23876044	0.011509954	0.02003191
e	0.0041002603	0.026879793	0.023438916	0.16526438	0.1262694	0.15766405	0.09617683	0.40020633
m	0.0018456655	0.002095491	0.0063955686	0.014910017	0.18888415	0.6919857	0.07304836	0.020835008
è	0.0028063094	0.02178587	0.010196318	0.05540476	0.055125687	0.4674289	0.113753356	0.2734989
n	0.0007273005	0.0006554531	0.0024371517	0.0054294965	0.04103775	0.8272728	0.10789553	0.014544644
a	0.002062629	0.01584321	0.008332093	0.015202694	0.028907632	0.4160181	0.28933626	0.22429739
s	0.0006253089	0.001283785	0.0056249043	0.009694899	0.047203183	0.11631294	0.5814239	0.23783116
t	0.002312184	0.012946648	0.004768873	0.0116505055	0.0063139116	0.15866499	0.5831976	0.22014527
e	0.00026596492	0.0017910608	0.00573816	0.006031799	0.01587181	0.07541791	0.42319053	0.47169274
p	0.0004835645	0.0010500865	0.0024819884	0.002502258	0.012351498	0.05654504	0.6219721	0.30261347
l	0.0004049673	0.0035824743	0.0011537346	0.0017468503	0.0012336643	0.015851459	0.6532981	0.32272878
ò	0.0017620351	0.008549879	0.009888052	0.0066256598	0.0066777845	0.040577583	0.4133086	0.5126104
n	0.00065117714	0.00057169393	0.0028082058	0.0014095102	0.0059127198	0.041381985	0.47134155	0.47592303
n	0.0033903625	0.01095122	0.008645293	0.0036801458	0.004305082	0.044701453	0.7649567	0.15936978
i	0.00034777715	0.0049132686	0.018643133	0.029927047	0.027171932	0.03987106	0.513252	0.36587378
</S>	0.00024983013	0.00046967174	0.001280576	0.0012874093	0.0038688085	0.017126957	0.21713394	0.7585827
