 	io	dopo	torno	vecchia	vendo	mia	casa	che	ho	Venezia	a	Venezia	e	vengo	da	vivere	qui	a	Kalimara	</S>
e	0.9907364	0.0069717085	0.0022501827	3.9603456e-06	9.097071e-06	7.5062326e-06	9.085903e-06	1.7561262e-06	1.6879885e-06	4.7601075e-06	3.8737485e-07	1.5811295e-06	2.1606479e-07	1.1009314e-07	1.809322e-07	3.8830177e-07	1.08245196e-07	1.3287496e-07	2.5315663e-07	4.913184e-07
v	0.61974055	0.21010818	0.1311232	0.0020399604	0.007971388	0.00947005	0.0038573523	0.0028632567	0.005990984	0.0011577173	0.0015103001	0.00079481525	0.0006211887	0.0005184349	0.0004878771	0.00042545688	0.00017407478	0.00035799394	3.8423426e-05	0.00074879837
ò	0.21011655	0.6663034	0.12215254	9.498743e-05	0.00049203204	0.00026814817	0.00019119344	5.168585e-05	9.250088e-05	3.4659723e-05	2.070268e-05	1.6848393e-05	9.959179e-06	7.463862e-06	7.741909e-06	5.364454e-06	2.089842e-06	5.1068614e-06	2.288814e-06	0.00012472842
d	0.27856588	0.62392974	0.08758095	0.0009096314	0.0035930965	0.0022674215	0.00055655104	0.0004162184	0.0010373956	0.00018320465	0.00014433026	6.9268055e-05	3.6970945e-05	1.9967794e-05	2.2991408e-05	1.889152e-05	4.122871e-06	9.769633e-06	3.1989905e-06	0.0006304463
ò	0.079137415	0.34073395	0.5499002	0.0035104628	0.0040156366	0.0012643958	0.0005755596	0.0007555353	0.00064797496	0.00084381324	0.00025380874	0.0002486081	9.969938e-05	0.00025889836	7.835209e-05	3.9551505e-05	2.7700704e-05	0.00010019302	2.0856374e-05	0.017487511
p	0.06860603	0.90457803	0.026386162	8.437184e-05	0.00016169672	0.0001096215	2.0870333e-05	1.8028657e-05	2.4788342e-05	1.6719761e-06	2.3439302e-06	5.545538e-07	6.558764e-07	4.5441413e-07	3.8258244e-07	2.214644e-07	1.02064945e-07	2.3039526e-07	1.1461897e-07	3.5182868e-06
o	0.008659511	0.38900802	0.594105	0.0015224164	0.0026817948	0.0010763233	0.00042537213	0.00042033923	0.0002689455	0.00017018414	9.1254034e-05	7.469533e-05	2.9891826e-05	5.8551424e-05	2.369609e-05	8.856474e-06	7.5125076e-06	3.407213e-05	5.114727e-06	0.0013284939
j	0.097616956	0.4642637	0.43348813	0.0015843797	0.0016818781	0.0008468334	0.0002604806	6.458381e-05	0.0001073052	2.7901217e-05	9.915627e-06	1.3980301e-05	1.7838778e-06	1.1514032e-06	8.926507e-07	7.4064485e-07	1.6753465e-07	6.845704e-07	2.2980326e-07	2.841155e-05
u	0.005617301	0.057479072	0.9274176	0.0035591067	0.0017534399	0.0010961388	0.00059804355	0.0006366065	0.00036989886	0.00019490748	0.00013061157	0.00013704276	4.6184563e-05	0.0001236306	3.0712607e-05	1.2702584e-05	1.1973293e-05	2.515985e-05	1.22820375e-05	0.00074754807
r	0.46646205	0.37241343	0.14598934	0.006674563	0.0035885454	0.0028195735	0.00084565504	0.0006791184	0.00038057053	2.132706e-05	3.962581e-05	1.3399468e-05	1.1514822e-05	5.526701e-06	5.4904576e-06	1.8190483e-06	1.6291699e-06	8.270799e-06	2.3165423e-06	3.6232464e-05
ì	0.0032298607	0.047798	0.91299677	0.024050074	0.0034838994	0.002199317	0.0012818157	0.0009363523	0.0008007594	0.00077419105	0.00026324927	0.0005169692	8.010408e-05	0.00015892315	4.8790163e-05	2.3554556e-05	1.289812e-05	2.6454978e-05	8.902474e-06	0.0013090889
z	0.17756468	0.1758916	0.29896352	0.2297218	0.06418443	0.033005554	0.007064598	0.006065312	0.0052326038	0.0002713474	0.0006215966	0.00012268306	0.00015692467	0.00016151027	0.000101582555	2.9646808e-05	1.9477387e-05	6.102834e-05	9.36232e-06	0.0007508186
o	0.0026835517	0.020240795	0.90246683	0.05263076	0.006642329	0.003710561	0.0017589723	0.002033369	0.0015212056	0.00043275996	0.00041677657	0.0002963237	9.919686e-05	0.0002271789	5.0489565e-05	2.407534e-05	1.2616675e-05	4.43322e-05	1.6127988e-05	0.004691774
v	0.18272138	0.1529882	0.11312627	0.16011357	0.29651737	0.06610092	0.014079067	0.006910372	0.0063251453	0.0002654199	0.00044197703	0.00012937092	7.8060475e-05	1.8749597e-05	3.178992e-05	1.3463562e-05	4.045375e-06	2.4508368e-05	3.345757e-06	0.00010699217
e	0.0055055087	0.055154044	0.29866537	0.54062647	0.035505004	0.023386119	0.022736209	0.0054399874	0.005674552	0.0010905119	0.001583862	0.0008930248	0.00061102613	0.0002817569	0.00026744872	0.000175817	5.1427385e-05	0.0001584495	3.6747922e-05	0.0021566658
k	0.009525722	0.008862643	0.0136990305	0.4155751	0.4730454	0.0566686	0.0087372605	0.0037943083	0.00730142	0.00084553653	0.0010020208	0.00046110144	0.000118893426	3.2713564e-05	4.993163e-05	4.43265e-05	4.7178273e-06	3.406893e-05	1.8471648e-06	0.00019531796
k	0.0012586897	0.0063149636	0.029264923	0.9235398	0.01664329	0.006444906	0.0037802937	0.0023931449	0.0025992559	0.0018389521	0.0008673375	0.0012475809	0.0002451286	0.00034701737	0.00011497036	5.771366e-05	1.8130264e-05	5.3166037e-05	1.4835968e-05	0.0029558768
i	0.103509165	0.04423897	0.04031631	0.14546655	0.15859523	0.12585136	0.10245871	0.16004053	0.0601327	0.009697903	0.0136116715	0.007815001	0.0054172697	0.003026475	0.0041534756	0.0019396325	0.0009848946	0.0034850545	0.0019713358	0.0072877104
a	0.015028817	0.0076286173	0.0033177314	0.049820703	0.8243768	0.08197822	0.008795973	0.0039288853	0.0040710233	0.00016041596	0.00042053298	8.7786415e-05	8.5171574e-05	2.5570118e-05	4.10443e-05	2.0328538e-05	5.50266e-06	3.700981e-05	3.1357158e-06	0.00016676658
