 	ancora	sto	cucinando	e	non	sono	pronto	</S>
a	0.9228628	0.06568614	0.011006829	0.000302338	4.858778e-05	1.9977595e-05	1.5820846e-05	5.746745e-05
n	0.782695	0.18480553	0.010537818	0.004722623	0.0056718355	0.0058304127	0.0004134184	0.0053233914
k	0.5691247	0.3323012	0.03492824	0.004590906	0.003193359	0.004043004	0.0001375955	0.051680986
ò	0.013896333	0.7028345	0.26183978	0.013581206	0.002712934	0.0035955585	0.00020086512	0.0013388487
r	0.40807363	0.51629245	0.071062654	0.0017025955	0.00063040387	0.00023484806	4.268352e-05	0.001960727
a	0.23982713	0.56682336	0.048585355	0.027745284	0.034202553	0.014754385	0.0020647158	0.06599723
s	0.08269412	0.13008434	0.76942134	0.016748635	0.00084358937	6.841162e-05	1.093262e-05	0.00012862889
t	0.10065343	0.39377132	0.17570339	0.07202032	0.08276967	0.030108182	0.0022673905	0.14270622
e	0.019061422	0.55286396	0.40955052	0.012709494	0.0019513551	0.0023602406	0.00012360868	0.0013794234
m	0.0094139	0.055473145	0.884258	0.045277305	0.0019716278	0.002102017	4.15538e-05	0.0014624484
a	0.02255027	0.052801263	0.39939034	0.17200999	0.093204655	0.092522606	0.006357933	0.16116297
r	0.006805265	0.019261155	0.55165434	0.38938192	0.021319922	0.009948939	0.00010806821	0.0015204343
è	0.015644154	0.02451418	0.24938364	0.35145193	0.17711407	0.09037027	0.0015368242	0.089984946
o	0.011787279	0.018289726	0.21756272	0.53444713	0.16990957	0.045621157	0.00022070175	0.0021617783
c	0.0022901404	0.0020284692	0.024029037	0.24461141	0.265901	0.4304473	0.0036808662	0.027011754
e	0.008320135	0.006288878	0.039429083	0.16855298	0.19272573	0.13648678	0.009149991	0.4390464
e	0.007886214	0.018019287	0.065060064	0.118811145	0.348425	0.4253221	0.008563953	0.007912212
n	0.0034202812	0.002300117	0.007208848	0.028198546	0.13767004	0.7115234	0.07381314	0.035865594
ì	0.0075929677	0.004246503	0.010667459	0.03772983	0.18503582	0.5586431	0.07195345	0.12413084
n	0.014115687	0.038810793	0.045304585	0.05547415	0.15264015	0.40404883	0.20560613	0.08399969
e	0.004758279	0.0029021027	0.0026691842	0.026648147	0.040781833	0.28285185	0.46758366	0.17180489
p	0.00078151445	0.002467264	0.0053717033	0.008397502	0.01604727	0.16519578	0.47414973	0.3275893
r	0.00024168551	0.00026002416	0.00060488976	0.001644526	0.001601137	0.013472443	0.8051933	0.17698194
ò	0.0011231588	0.009587309	0.009603053	0.027296549	0.008391307	0.069431536	0.63635683	0.23821022
n	0.003128409	0.003919779	0.004516162	0.0059724785	0.008929769	0.029121866	0.2520452	0.6923663
t	0.0016744506	0.0026022883	0.0040318905	0.013260454	0.0069448045	0.05302988	0.8262456	0.09221062
o	0.01306037	0.023889273	0.017809147	0.012537919	0.00900225	0.009520402	0.8350446	0.079136096
</S>	0.00019243722	0.000608207	0.0014558071	0.0041380445	0.0075486023	0.041498117	0.14140105	0.8031577
