 	avete	cucinato	le	verdure	</S>
m	0.9963307	0.0035413704	8.375235e-05	3.9203264e-06	4.0209274e-05
a	0.67947435	0.027615169	0.03751047	0.07726853	0.17813157
r	0.9916789	0.005033431	0.001109852	0.0005940907	0.0015837124
è	0.7916998	0.04171286	0.0314551	0.0069585047	0.12817368
t	0.937219	0.05299713	0.008719	0.00020951396	0.0008553262
s	0.7916745	0.03536136	0.040951982	0.004438738	0.12757339
a	0.009565828	0.98776025	0.0023235043	0.00023772543	0.00011283996
t	0.15423565	0.43904054	0.4058607	0.00011052075	0.00075254234
o	0.14439715	0.60996735	0.19689903	0.0030175778	0.045718916
t	0.17102821	0.064347155	0.7572973	0.0012883466	0.0060390187
a	0.054311555	0.049784858	0.5655461	0.16169399	0.1686635
l	0.094681405	0.024401335	0.79458636	0.046866737	0.039464112
à	0.055490337	0.010524849	0.45516375	0.30155638	0.17726462
c	0.16134071	0.012013831	0.16875692	0.5661499	0.09173867
h	0.37932396	0.002397776	0.043706495	0.0218773	0.5526945
a	0.082705736	0.22736154	0.09008898	0.44018066	0.15966308
n	0.010773665	0.005470528	0.08223188	0.006465238	0.8950587
a	0.1735611	0.050956137	0.23482648	0.009876337	0.53077996
</S>	0.031963866	0.0052955234	0.026027648	0.020472838	0.9162401
