 	la	macchina	si	è	rotta	e	vuole	riparate	dal	meccanico	</S>
e	0.9983423	0.0012558881	0.00031022629	8.4527564e-05	2.935301e-06	2.0738592e-06	3.493027e-08	1.8675976e-08	1.0138056e-06	2.2250036e-07	7.7822546e-07
m	0.6127032	0.2557237	0.025602663	0.046196543	0.0061688065	0.007086871	0.0045978953	0.0025153346	0.030503714	0.00026087844	0.008640376
à	0.15542309	0.7736821	0.023588989	0.035494924	0.0014633985	0.0017188418	0.00053424854	0.0003190422	0.0006359509	0.00030935317	0.006830019
k	0.10290989	0.86112416	0.011762596	0.02181434	0.0004941326	0.00058324134	5.2430234e-05	1.9826659e-05	0.00022005328	4.885178e-06	0.0010144121
i	0.07568684	0.51555	0.08194694	0.1099582	0.005020888	0.00840671	0.0039214897	0.0013242314	0.0015240269	0.012826447	0.18383415
n	0.08864807	0.3788469	0.37608266	0.1530728	0.0029139244	0.00028630302	1.0656384e-05	1.6225051e-06	2.0490592e-05	3.361237e-07	0.000116166186
a	0.0322815	0.45609516	0.159791	0.2564311	0.02064979	0.021936743	0.006461036	0.0018204856	0.0019455816	0.004001575	0.038585976
e	0.05849877	0.058837913	0.38944843	0.422076	0.06557837	0.0040040025	0.00011328424	6.766282e-06	0.00014741384	4.897229e-06	0.0012842156
k	0.01606411	0.077685766	0.13024342	0.6688395	0.07026106	0.024174916	0.0068796305	0.00057701545	0.002283808	9.822025e-05	0.0028925901
l	0.022597298	0.11845887	0.13132206	0.33028296	0.25187984	0.06835752	0.022153914	0.0028964316	0.0030099202	0.0025211007	0.046520118
à	0.041788425	0.019492973	0.013482611	0.04623267	0.3501201	0.48836508	0.010858784	0.0007577971	0.0063742087	0.0017476128	0.020779766
s	0.030425278	0.022360483	0.08366406	0.18179005	0.5483692	0.12246429	0.005259246	0.00011443828	0.0012124896	3.221935e-05	0.00430823
t	0.0051226383	0.010873622	0.014151931	0.020052899	0.68687993	0.17784336	0.04028038	0.0034742486	0.00081649714	0.00204084	0.038463708
i	0.06533381	0.0048346994	0.0073906844	0.009169807	0.4939221	0.36594638	0.015285963	0.004426678	0.01699955	0.0042415094	0.012448834
c	0.0034511806	0.007373902	0.014994771	0.05475434	0.040478915	0.8334382	0.0401296	0.002259114	0.00051288103	4.005882e-06	0.002603146
e	0.007848482	0.017036878	0.02223255	0.021407746	0.121932365	0.38913283	0.26413968	0.012627825	0.0051621827	0.014642369	0.12383705
e	0.032319274	0.012807572	0.035329856	0.04840269	0.019759372	0.6136072	0.22496508	0.009913574	0.001385696	2.3494043e-05	0.0014861621
t	0.0005170599	0.0017244315	0.002394981	0.005278917	0.0016140697	0.13710168	0.79703194	0.048552535	0.0008643646	0.001176148	0.0037438052
è	0.0010516336	0.002759931	0.002971086	0.007601462	0.0024412593	0.1004122	0.81603134	0.05175786	0.0005655934	0.00055887585	0.013848718
l	0.0011239719	0.0009103382	0.0012538765	0.0010926913	0.0007273325	0.014572553	0.8708801	0.107412085	0.0017177992	8.283409e-05	0.00022643089
i	0.0017349654	0.0013269479	0.0022162683	0.0028079662	0.0020736856	0.085087895	0.71820897	0.16163902	0.0010229045	0.00087243033	0.023008892
t	0.0063120276	0.0058819167	0.012015937	0.015109981	0.0040685455	0.062150754	0.44866785	0.26493528	0.15854685	0.00034905682	0.021961842
i	0.00092427735	0.0016803944	0.0028468117	0.0034409226	0.0011553864	0.009556354	0.5777252	0.36804384	0.0018786915	0.0016166422	0.031131404
a	0.0069934377	0.009312568	0.009607279	0.013656076	0.0018855415	0.012539027	0.31511647	0.27511144	0.33378068	0.0007393929	0.021258123
m	0.006231214	0.017079284	0.005446506	0.01835661	0.0024655918	0.00919807	0.30231544	0.4164615	0.18289973	0.016287688	0.023258414
m	0.007996188	0.020125365	0.008999333	0.026218778	0.0037877494	0.011757194	0.37964472	0.4539577	0.0316688	0.015900915	0.039943267
è	0.01811409	0.010079716	0.0088822	0.0037058666	0.0097173415	0.014557016	0.0863835	0.225745	0.12619914	0.008768228	0.48784783
n	0.0023625144	0.0028654418	0.005147655	0.0052596643	0.0012991754	0.0042271134	0.061004765	0.10980261	0.5690661	0.0401774	0.1987876
i	0.017153474	0.010944093	0.010472372	0.010747383	0.011963075	0.022965467	0.12357482	0.605843	0.06464486	0.01076396	0.11092747
à	0.003895041	0.0043246425	0.00961093	0.007652121	0.0013746647	0.004239134	0.032838862	0.022274753	0.73011065	0.017372891	0.16630621
t	0.012571706	0.012868571	0.009355346	0.013430354	0.0073002162	0.011551375	0.025018757	0.06954661	0.13984385	0.5327324	0.16578084
t	0.0049932706	0.0061784303	0.0027617977	0.006268375	0.0028776533	0.0067930208	0.060184464	0.16309704	0.35765997	0.29044345	0.098742574
o	0.009900742	0.0039775586	0.0044628717	0.0031782782	0.006447502	0.015698615	0.016920663	0.020950008	0.30718434	0.12485389	0.4864255
m	0.00051954	0.0011648819	0.0010250148	0.0018935687	0.00031796526	0.0011451587	0.005242941	0.003570295	0.12439593	0.16800667	0.692718
à	0.024961073	0.02197071	0.03205044	0.032216225	0.017523987	0.023435323	0.014305151	0.08054944	0.09417776	0.042751547	0.61605835
s	0.0019090084	0.0018819445	0.0025558197	0.0024087178	0.001247301	0.0014275883	0.0068825344	0.011706815	0.099836625	0.5572052	0.31293842
t	0.023171552	0.017142445	0.021658355	0.02592706	0.011597422	0.021276828	0.01982311	0.0723308	0.10316874	0.19628426	0.4876194
o	0.002592342	0.00035322318	0.00094269635	0.00027942786	0.0015835038	0.0039427844	0.0022591238	0.0012311124	0.067761086	0.88143	0.037624735
r	0.00020799099	0.0007440825	0.0009088043	0.0014155585	0.0001977856	0.0005968548	0.0023327065	0.0015215996	0.027340654	0.11135786	0.85337603
