 	la	casa	la	costruirono	i	muratori	</S>
o	0.9975562	0.0023732516	6.6528664e-05	2.799522e-06	2.1935499e-07	2.6147111e-07	6.8277643e-07
s	0.8547422	0.11544951	0.0071419007	0.0038079876	0.0035561668	0.0013909765	0.013911237
p	0.19862562	0.74762696	0.021149525	0.0026805778	0.0007503351	0.00021370748	0.028953196
ì	0.090477556	0.82289004	0.08185254	0.0025745986	0.0011462659	0.0003071829	0.0007517754
t	0.089275815	0.84963363	0.05752931	0.0013319873	0.00023727401	8.4556195e-05	0.0019073715
i	0.018499833	0.6833401	0.15474327	0.082962856	0.0037529473	0.0437503	0.012950645
o	0.13070501	0.13519019	0.72211087	0.0114867	0.00042428623	3.9889317e-05	4.301599e-05
f	0.0061373566	0.08808242	0.8657706	0.029303268	0.0067891236	0.0005142893	0.0034029554
a	0.003529036	0.0410089	0.8240402	0.09997905	0.0054430314	0.0022591536	0.02374063
b	0.06383713	0.02519325	0.32442352	0.53884065	0.040838856	0.0024470235	0.0044195186
b	0.003072526	0.022453094	0.27389216	0.604858	0.01660767	0.028628483	0.05048815
r	0.38989994	0.12970854	0.40660658	0.019682238	0.036339775	0.002283717	0.015479189
i	0.3227506	0.21915865	0.3951362	0.030155329	0.017100092	0.0030095486	0.012689467
k	0.032982938	0.028047355	0.06478175	0.2229981	0.64379793	0.0008466737	0.0065452303
è	0.00072567083	0.0062139127	0.01436488	0.8928906	0.035780106	0.0333611	0.016663758
t	0.029788759	0.0074916864	0.005878405	0.055655465	0.89689875	0.0026014373	0.0016855184
s	0.0012517554	0.008321111	0.009093744	0.6043407	0.16905493	0.10936742	0.098570324
a	0.070115246	0.056801204	0.087702	0.19300543	0.3439801	0.04078798	0.20760806
n	0.0049924264	0.0034030231	0.0042886427	0.008849676	0.92434895	0.004570405	0.049546976
e	0.0022692624	0.017744092	0.009498874	0.35515323	0.38954613	0.11499554	0.110792816
e	0.050357558	0.0130864	0.0060160826	0.010060683	0.8227721	0.06263772	0.03506955
f	0.008806505	0.019493679	0.01120429	0.01524383	0.303686	0.5196156	0.12195012
a	0.0035965308	0.01708353	0.0073411427	0.049301453	0.11422587	0.6705173	0.13793416
b	0.030347602	0.016675692	0.009300919	0.005691595	0.41014984	0.20792183	0.3199125
b	0.0047226124	0.014925752	0.0060772034	0.0479402	0.04220822	0.72743696	0.15668906
r	0.103006534	0.06867836	0.06398243	0.058997586	0.31280822	0.035735745	0.35679114
i	0.114408955	0.11883893	0.15351146	0.19497	0.2833464	0.024126928	0.11079721
k	0.008042694	0.0047074724	0.0045768153	0.00337946	0.16004291	0.050627667	0.76862293
a	0.0060182367	0.041112497	0.012536888	0.11751517	0.11192008	0.48922694	0.22167026
t	0.036273204	0.012727745	0.005500971	0.002712194	0.16936535	0.07734852	0.696072
ù	0.0022537292	0.006657727	0.0034771864	0.019634163	0.009616875	0.7987502	0.15961008
r	0.027024722	0.015460252	0.010283197	0.009990055	0.029024918	0.45139635	0.45682052
i	0.0057754167	0.019712754	0.0065387115	0.026492558	0.015366077	0.8573759	0.06873849
</S>	0.0031065324	0.0015118294	0.0012478898	0.0015406944	0.024240712	0.07346314	0.8948892
