 	tu	quante	bottiglie	hai	rotto	dieci	</S>
e	0.998941	0.0010523807	4.7918256e-06	1.3521392e-06	1.397311e-08	2.6827434e-08	5.85986e-07
s	0.6154287	0.35351327	0.012038906	0.008478873	0.0003171085	0.006588964	0.003634249
ù	0.11374821	0.87145144	0.005554432	0.0020207057	2.4499952e-05	0.000104430845	0.0070963623
p	0.25573328	0.71442217	0.025594238	0.0028867563	1.996342e-05	0.00015115995	0.0011924228
ò	0.07718564	0.8871106	0.011503493	0.004961033	0.00014678673	0.001153823	0.017938677
s	0.02106558	0.9402961	0.03821551	0.00039171043	9.4263663e-07	3.4183938e-06	2.6776564e-05
e	0.041326504	0.79587436	0.10019636	0.01948733	0.001076047	0.0037438641	0.038295545
b	0.11766615	0.6889056	0.19048096	0.0027852957	1.6908007e-05	2.7725571e-05	0.00011727991
o	0.0071831048	0.48044586	0.47581726	0.015093057	0.0013584736	0.0011152631	0.01898702
t	0.15066054	0.35239038	0.4806341	0.015452441	0.00019726584	0.0002763132	0.0003890408
t	0.003627868	0.18086241	0.792575	0.0098321745	0.0005572678	0.00089731906	0.011647953
ì	0.19175515	0.1548904	0.513606	0.07445755	0.0009079722	0.0035254841	0.060857393
g	0.035279844	0.041401688	0.84374064	0.07609288	0.0005611775	0.00068935397	0.0022343993
l	0.0014905942	0.029586688	0.90572184	0.025530798	0.003712055	0.013013084	0.02094508
i	0.31597036	0.15350838	0.2735805	0.06432239	0.0012768043	0.007547032	0.1837945
e	0.057591755	0.07369547	0.05814207	0.7709786	0.02461423	0.0052201007	0.009757773
ì	0.0022176062	0.029082436	0.11374177	0.7562978	0.08066653	0.012816998	0.0051768245
s	0.009993337	0.008076398	0.030184288	0.27117276	0.67255074	0.0034130896	0.004609343
e	0.0042527886	0.008741957	0.023562273	0.28282294	0.41789952	0.21528946	0.04743103
g	0.004800031	0.0048418487	0.018337475	0.6921933	0.15400031	0.10020075	0.025626313
l	0.0006772112	0.0071600545	0.0030265364	0.031158699	0.8189667	0.082841456	0.056169346
a	0.0134812575	0.021853033	0.057139445	0.032666348	0.18503675	0.09608493	0.59373826
m	0.010044232	0.004425411	0.009134011	0.30655536	0.12149588	0.47499698	0.07334812
m	0.0026454153	0.0060831956	0.0030219455	0.013580714	0.51410174	0.3448821	0.11568487
è	0.11047899	0.008957315	0.00999398	0.033061713	0.14988354	0.1270878	0.5605366
n	0.0028710458	0.0011014583	0.0012503688	0.053279184	0.017201707	0.5542597	0.3700365
a	0.01705748	0.041759614	0.0053604064	0.0060650865	0.31326672	0.30911165	0.30737904
d	0.009331909	0.0026661141	0.0016986049	0.0659472	0.0032355974	0.74936754	0.16775306
è	0.0031567323	0.006481736	0.0023076995	0.0049191453	0.099539764	0.50933963	0.37425527
k	0.0046315542	0.0027245684	0.0015371997	0.0066451533	0.069137126	0.81853324	0.09679117
a	0.0034106604	0.00881579	0.0007420963	0.0034974443	0.039792266	0.86449516	0.079246566
</S>	0.0013811426	0.0006857271	0.00065703137	0.011937996	0.0027301584	0.38592467	0.59668326
