 	lo	sentii	ee	che	arrivava	</S>
t	0.9994505	0.00053966977	8.148113e-06	4.2644757e-07	3.2285413e-07	7.8886035e-07
o	0.8576765	0.052959755	0.03171287	0.0069145835	0.001637877	0.04909844
n	0.797049	0.18721312	0.013214778	0.001041746	0.0004466681	0.0010347047
ì	0.33083913	0.3208545	0.18004736	0.012547815	0.00032102253	0.15539016
k	0.27015424	0.6432947	0.08214485	0.0029698266	9.237285e-05	0.0013439013
u	0.097298436	0.52789897	0.26374128	0.019044787	0.0045499164	0.087466605
s	0.5179794	0.20638771	0.2693326	0.0056855003	0.000115923365	0.000498906
a	0.024193665	0.06496418	0.8020388	0.04371095	0.005050817	0.060041662
e	0.03697412	0.04671645	0.8620356	0.05261127	0.00069183117	0.00097080047
e	0.004750849	0.03390081	0.7281909	0.22948752	0.001625483	0.0020444219
k	0.012304967	0.08003548	0.5528809	0.34729972	0.004050286	0.0034286864
a	0.0017947161	0.036264636	0.5659294	0.37367037	0.003851817	0.018489039
è	0.014783584	0.038657267	0.08800103	0.8425951	0.009042665	0.00692039
s	0.0077565233	0.018281635	0.113781445	0.65451294	0.17732802	0.028339516
t	0.00026388117	0.012539503	0.0073465663	0.5873264	0.37584552	0.016678067
a	0.030849818	0.014257243	0.023936488	0.2417209	0.6419365	0.047299106
z	0.0009720041	0.009089655	0.016687835	0.1732356	0.66868865	0.13132623
z	0.0004345798	0.004901382	0.0033186115	0.07664281	0.88236666	0.032335922
e	0.19296356	0.016593441	0.09413858	0.1274988	0.3940539	0.17475176
</S>	0.00112322	0.008255062	0.026129251	0.06870643	0.43095654	0.46482956
