 	quando	è	arrivato	Giovanni	Anna	stava	e	dormiva	</S>
m	0.979806	0.0076834154	0.012107097	0.0003968509	3.657229e-07	1.2959995e-06	3.1391795e-07	7.485588e-08	4.508977e-06
ò	0.06711626	0.010942667	0.055932846	0.849811	0.0011993265	0.005239914	0.0014203032	0.00094051054	0.007397075
t	0.4200975	0.26990414	0.10324507	0.16770624	0.004240314	0.0059206192	0.0011846214	0.00077909237	0.026922353
t	0.48317945	0.08215644	0.010250048	0.22737435	0.0014232515	0.0010120753	0.0007412963	0.011152343	0.1827107
i	0.61158425	0.044754744	0.34227633	0.0010467508	9.8996396e-05	0.0001444596	4.021342e-05	1.54645e-06	5.2714004e-05
è	0.09038821	0.6625246	0.24224912	0.0047698556	3.0308913e-06	2.8839237e-05	3.0712868e-06	2.2697587e-07	3.3027947e-05
t	0.01301706	0.4419052	0.39684007	0.14584278	0.001205746	0.00052007515	3.0694297e-05	2.1001775e-05	0.00061745144
t	0.0563995	0.25699022	0.17690024	0.3608701	0.06618107	0.0032659122	0.0010076371	0.012515725	0.06586957
a	0.022723954	0.0056397254	0.96894807	0.002201993	5.494652e-05	0.000102403785	6.1339495e-05	7.515718e-06	0.0002600181
s	0.008705229	0.030567277	0.9183565	0.04229668	4.7744106e-06	1.6107675e-05	5.3778062e-06	2.1200091e-07	4.7996862e-05
e	0.02725635	0.025858523	0.7092043	0.18657614	0.008980526	0.0061884043	0.0049504275	0.0037901464	0.027195098
o	0.02778203	0.05083839	0.5322561	0.3881922	0.00026109803	0.00035426882	9.4670955e-05	7.5089883e-06	0.00021368332
G	0.00043644445	0.0016570912	0.01958985	0.9725381	0.0053447117	0.0002952511	2.9319004e-05	9.535305e-06	9.973277e-05
i	0.0011643452	0.0015583743	0.06345398	0.9311662	0.00034139794	0.0015885816	0.00017442623	4.911732e-05	0.00050360255
o	0.06945708	0.08713431	0.752356	0.09017846	0.00028007195	0.0002718094	0.00013922688	2.1126598e-06	0.00018097718
v	0.0009992908	0.0034718437	0.019462643	0.9662644	0.00896555	0.00052074326	7.674875e-05	9.883143e-06	0.0002289093
à	0.0017297829	0.0067311903	0.024869079	0.9048819	0.05706896	0.002505451	0.00039099078	4.4839988e-05	0.0017778113
n	0.01693713	0.020414965	0.01898559	0.053674355	0.87010026	0.012739054	0.002384411	0.00034852087	0.004415709
n	0.026907662	0.021341762	0.004710663	0.08144604	0.77026856	0.0064693224	0.0059219045	0.028597105	0.054337014
i	0.46279564	0.021969168	0.12444726	0.00977747	0.02526414	0.016548855	0.025119774	0.018917631	0.29516014
e	0.07347291	0.0956425	0.17239365	0.21991974	0.109086104	0.22286345	0.023055997	0.002773607	0.08079196
A	0.0005908547	0.0020152333	0.001487413	0.04700074	0.78807986	0.1359218	0.01463026	0.0051032905	0.0051706485
n	0.0027745394	0.0057077203	0.004504611	0.00749186	0.70127	0.23669793	0.03238449	0.0021799281	0.0069889184
n	0.0009895063	0.0011418767	0.00040887084	0.0045816833	0.8690375	0.067007735	0.024890471	0.025916649	0.006025741
a	0.063330255	0.06983097	0.02151762	0.003129647	0.036069818	0.07287346	0.051024545	0.03628497	0.64593875
ì	0.0052213892	0.007011702	0.0024313668	0.0059373477	0.008382486	0.8368213	0.09918075	0.008397773	0.026615791
s	0.00067390344	0.0013937282	0.0010029796	0.002019111	0.030390639	0.7612623	0.1648963	0.015381132	0.02297993
t	0.011838054	0.019567467	0.0022929392	0.009499732	0.17054904	0.30369255	0.10418525	0.31078088	0.067594126
i	0.14252985	0.036163434	0.03218079	0.00076906785	0.01834962	0.19165133	0.15365706	0.036876854	0.387822
g	0.0010988376	0.002263077	0.00085867324	0.002577171	0.0011510338	0.507387	0.27327657	0.05299972	0.15838796
g	0.0024108263	0.00450077	0.0025994163	0.013016147	0.0055655697	0.22513609	0.12687297	0.49155113	0.12834708
h	0.03380433	0.030367503	0.04899006	0.00972665	0.0028487134	0.47579822	0.21931933	0.051153958	0.12799121
e	0.0043763374	0.0048778825	0.010002969	0.013030936	0.0024149064	0.44883496	0.23962326	0.07573502	0.20110372
c	0.008471595	0.0071867914	0.001883734	0.0011650926	0.0006803139	0.18949144	0.36606437	0.30612466	0.11893202
è	0.039042566	0.020141002	0.0022329504	0.026108302	0.022714112	0.14359292	0.16489361	0.45907995	0.12219462
p	0.038984843	0.023133093	0.0056520416	0.0007697056	0.0011266161	0.14529148	0.29961196	0.31618634	0.16924396
l	0.00085495855	0.001203638	0.0005001842	0.0035256722	0.00085520284	0.038026493	0.07410275	0.5672957	0.3136354
o	0.027634477	0.039654464	0.017235456	0.010826781	0.0017539972	0.10879818	0.12595925	0.18636532	0.4817721
n	0.0022633052	0.003352012	0.00073436805	0.0014286567	0.0014347422	0.045339163	0.06453625	0.5023413	0.3785703
n	0.0072093015	0.018105334	0.0027863483	0.0060940604	0.0010569856	0.010059541	0.03331521	0.82512224	0.096251026
e	0.11851138	0.031372607	0.021954056	0.0019609504	0.0013674374	0.03370598	0.16305256	0.26507244	0.3630026
</S>	0.001816309	0.0023063708	0.00046034667	0.00085678545	0.0007098345	0.016437579	0.033188105	0.575367	0.36885765
