 	il	cibo	vuole	mangiato	appena	lo	cucini	</S>
o	0.9946688	0.005319962	5.7769034e-06	3.7691111e-06	1.6719865e-07	6.6869325e-07	8.2823185e-08	9.2291896e-07
m	0.50804585	0.4077775	0.015330475	0.048929166	0.008969073	0.0017459255	0.003807367	0.0053946134
a	0.01371177	0.9850825	0.00021136389	0.0002549613	2.5234094e-05	1.7054079e-05	4.020169e-06	0.0006930467
r	0.28619227	0.7117496	0.0009853954	0.0009715806	1.497403e-05	1.2946381e-05	2.0501238e-05	5.267271e-05
ì	0.009527034	0.9810173	0.00514948	0.0013860596	6.712156e-05	3.9778188e-05	2.9954563e-05	0.002783278
o	0.33653	0.5641151	0.093383655	0.005656337	8.3017025e-05	7.1258684e-05	5.7604713e-05	0.000102962746
e	0.0024525947	0.898356	0.095671415	0.003015729	7.2947274e-05	1.5726053e-05	3.2649375e-05	0.00038281138
t	0.007830229	0.35691136	0.59533495	0.039155047	0.00033102228	2.9723724e-05	6.4067826e-05	0.00034358853
è	0.003426373	0.2550256	0.70851797	0.028266676	0.00031280436	0.00010084312	0.00018914614	0.0041606263
l	0.013872741	0.020073647	0.80183595	0.16091457	0.0017187299	0.00030981423	0.00010645438	0.001168106
i	0.0012935977	0.069998786	0.9019351	0.014288478	0.00041127251	0.00026953086	0.001965721	0.009837545
f	0.004453604	0.009090882	0.13608554	0.8442627	0.0055314894	0.00018605805	0.00022773429	0.00016194089
a	0.0012244562	0.058379844	0.8202611	0.09192864	0.0044759074	0.0016836611	0.0034367	0.018609667
m	0.0016914567	0.0009523885	0.021767454	0.9574114	0.017351381	0.0002861938	0.0003860313	0.00015369526
è	0.0025154431	0.02629088	0.19151781	0.70632714	0.025807843	0.0025283957	0.0064655268	0.038546924
n	0.005817047	0.001340975	0.017709695	0.7282851	0.23801754	0.005503699	0.0013860189	0.0019399802
o	0.004469857	0.038399544	0.10710452	0.45644072	0.20664161	0.011022173	0.06129351	0.11462805
a	0.0020944905	0.0015437163	0.008051829	0.29928234	0.58275586	0.094760396	0.008389251	0.0031220408
p	0.0007598745	0.0027969275	0.0026337083	0.0722949	0.7977099	0.10738214	0.01289635	0.003526204
p	0.0018446957	0.0035879256	0.0020446056	0.05336262	0.8118408	0.101039216	0.012404431	0.013875752
è	0.0027727885	0.0070682876	0.0025932037	0.029573575	0.5116917	0.123366155	0.014466633	0.3084676
n	0.0013608498	0.00029411083	0.0008396519	0.010690681	0.4426871	0.4797113	0.046695244	0.017721016
a	0.0028135169	0.0032056584	0.0020133492	0.01656687	0.5104647	0.15400557	0.2148144	0.09611594
o	0.003168166	0.00087952544	0.004392229	0.058109086	0.15967073	0.4669595	0.23651788	0.070302814
m	0.0016120117	0.004382989	0.0022856551	0.015098018	0.12442154	0.3808668	0.2930074	0.1783256
a	0.0056981333	0.010097457	0.0040249825	0.035098385	0.1735326	0.29997873	0.27644354	0.19512618
r	0.004342458	0.0021433474	0.003919735	0.019181829	0.09359463	0.19506572	0.49193907	0.18981321
è	0.009092808	0.011130126	0.004077514	0.019526344	0.086182535	0.1142889	0.588487	0.16721474
i	0.0030676066	0.0008226751	0.0019955512	0.003407712	0.012436064	0.039777838	0.86793554	0.0705571
</S>	0.0013861095	0.003443385	0.0014486086	0.0031980413	0.017440785	0.025109006	0.5082567	0.43971732
