 	ieri	abbiamo	deciso	di	andare	al	mare	tutti	ma	mio	fratello	non	voleva	venire	</S>
e	0.99737394	0.0014716057	0.00094588316	0.00014563528	2.3122358e-05	3.2064763e-05	3.6696563e-06	1.4944778e-06	1.041698e-06	5.7517826e-07	9.3493085e-08	3.7943956e-08	4.6916486e-07	1.8358195e-08	4.841432e-07
t	0.84963536	0.05723057	0.004525459	0.036318496	0.029551942	0.0027094642	0.0084361695	0.0022049237	0.0037077186	0.0022389381	0.0006980113	0.0011241946	0.00064687413	7.2347175e-05	0.0008995015
t	0.86723554	0.09089066	0.01247543	0.018713359	0.0045403154	0.0012738147	0.00097300246	0.00081091194	0.0005241286	0.00020897633	0.00011751187	3.984494e-05	0.00014703517	3.7023167e-06	0.0020458142
è	0.8698844	0.06678093	0.034050107	0.02291223	0.0037615718	0.0018513047	0.00013913336	0.00033468858	0.00023923996	2.0754756e-05	9.015838e-06	1.5802077e-06	3.1792651e-06	9.130268e-08	1.18189055e-05
d	0.6893496	0.29787028	0.0031480053	0.007860772	0.001394065	8.8346394e-05	4.9854963e-05	7.846444e-05	8.75375e-05	1.7892859e-05	6.22347e-06	3.7774655e-06	3.6055246e-06	3.7694855e-07	4.128426e-05
e	0.4699764	0.33598912	0.037390307	0.0612008	0.010474911	0.0029921418	0.006764195	0.008677345	0.006516186	0.00077394163	0.0021116752	0.0010510059	0.00040932084	8.5134765e-05	0.05558742
c	0.0953816	0.885603	0.015035061	0.0037187478	0.00021780896	1.3174791e-05	4.0278983e-06	9.997021e-06	1.2267415e-05	1.1782959e-06	6.7568976e-07	2.0049326e-07	1.9375238e-07	1.8488729e-08	2.0708746e-06
i	0.1502406	0.22782753	0.032731973	0.04769945	0.019483287	0.007967311	0.012169997	0.013933427	0.021416575	0.0030393302	0.007342813	0.0051555056	0.0016073019	0.000535848	0.44884905
d	0.3973567	0.50422263	0.079688355	0.01771985	0.0007577879	0.00012365966	2.218902e-05	4.6629848e-05	4.285354e-05	7.667479e-06	3.2903718e-06	6.419858e-07	1.1753448e-06	8.084859e-08	6.4846863e-06
è	0.09035343	0.25337416	0.42289218	0.15564302	0.030084034	0.005510525	0.011881282	0.015254024	0.008604256	0.0010659859	0.0020687815	0.00097342953	0.00020379096	1.7397451e-05	0.0020737601
t	0.06354741	0.24022992	0.4155938	0.27165934	0.007929659	0.0007217076	1.7323584e-05	5.282213e-05	0.00021798589	6.7230394e-06	1.1388453e-05	2.5400168e-06	5.1390725e-07	6.96443e-08	8.7849185e-06
s	0.00803446	0.15598302	0.65272444	0.14734285	0.016606119	0.0013987974	0.0021720275	0.0022589725	0.0045400225	0.00030789204	0.0009112845	0.00038084423	0.000107780594	1.5335425e-05	0.0072161653
a	0.07758961	0.022385074	0.6749269	0.06428066	0.02412693	0.10996076	0.002616983	0.006247651	0.012024278	0.0015629901	0.0012370632	0.0006614428	0.0005587458	6.4285494e-05	0.0017567255
m	0.026905369	0.033929188	0.31733325	0.55312294	0.06354605	0.0045806984	8.368354e-05	0.0001163139	0.00034479142	2.2594459e-05	5.8168434e-06	1.3251769e-06	1.3617056e-06	4.2095436e-08	6.6202247e-06
o	0.011048103	0.115685225	0.31769055	0.28960404	0.11003048	0.024222974	0.03655813	0.02916634	0.02764846	0.0050391816	0.010327134	0.004281379	0.0012266319	0.00012905059	0.017342312
n	0.012819679	0.018719804	0.021494038	0.56747353	0.3717836	0.005975548	0.0005098516	0.00043990975	0.0006791402	6.0336417e-05	1.8688675e-05	6.554514e-06	3.580927e-06	1.948996e-07	1.556435e-05
a	0.0065064174	0.05113113	0.0591719	0.45441484	0.2856493	0.019136133	0.050815832	0.025868539	0.019159604	0.0025599916	0.004115405	0.0032339667	0.00077073206	6.429726e-05	0.017401883
p	0.008720663	0.011057017	0.0065950085	0.16737382	0.77836394	0.019463636	0.004200234	0.002141961	0.0016444956	0.00024696704	5.5917084e-05	3.5151326e-05	1.5890248e-05	9.421625e-07	8.430338e-05
à	0.0025803042	0.011134149	0.013020155	0.14259398	0.6970028	0.04110719	0.06021851	0.01918174	0.00656927	0.0035058865	0.00044991623	0.00042728672	0.00056464033	6.312013e-06	0.0016378333
m	0.011518732	0.013230772	0.01384422	0.061419144	0.5832168	0.17180817	0.07976285	0.04150318	0.012088588	0.0041246423	0.0027679277	0.002245974	0.00044586536	4.334826e-05	0.0019798311
