 	pure	che	ti	vedo	una	volta	non	ti	dimentico	mai	</S>
p	0.99846005	0.00086301996	0.00018851696	0.00047776714	1.0730387e-06	7.8538915e-06	4.786703e-07	2.0967353e-07	7.1029456e-07	8.094373e-08	3.2743685e-07
ù	0.57311726	0.0031390653	0.015630133	0.37366566	0.0052240076	0.0134987	0.0025979478	0.0021530034	0.0005268202	0.0005689781	0.009878413
r	0.53501916	0.12520722	0.11670679	0.10200397	0.014934077	0.064420596	0.009162963	0.0030658208	0.0010419466	0.00030685775	0.02813053
u	0.23219413	0.09528342	0.032677565	0.5553205	0.009786833	0.026847582	0.0039041708	0.0013076467	0.0012467221	0.0031172764	0.03831417
k	0.046767075	0.78384864	0.16447778	0.004360067	0.00016248459	0.00033590314	3.5698235e-05	6.127661e-06	2.8710651e-06	3.7062028e-07	3.018133e-06
a	0.03650637	0.2053973	0.064863734	0.6215675	0.020126518	0.03398712	0.005804253	0.0014544263	0.00043751672	0.00040577582	0.00944946
s	0.099737704	0.24006124	0.6191765	0.03949114	0.0009604925	0.00040976654	7.1910436e-05	1.980944e-05	4.7068446e-05	7.4771424e-06	1.6822529e-05
e	0.012137084	0.117044404	0.17489015	0.630489	0.015100539	0.025972461	0.010945931	0.0023933104	0.00045726923	0.00015820074	0.010411653
t	0.021313714	0.0502691	0.81417775	0.09723883	0.01396278	0.0024171395	0.00038432193	8.740051e-05	5.6428395e-05	2.7250271e-05	6.523132e-05
o	0.005440038	0.024140034	0.32086143	0.5796546	0.017539192	0.032847606	0.009505776	0.0022629567	0.00015700319	6.466606e-05	0.007526683
r	0.015605327	0.020066043	0.4984008	0.31103343	0.124613866	0.027006382	0.0020437995	0.0007860849	6.611602e-05	3.389469e-05	0.00034424072
ò	0.003218909	0.0069669182	0.08186021	0.84860766	0.020374956	0.022724649	0.009586198	0.0016170463	7.636321e-05	4.7978665e-05	0.0049190936
m	0.028448233	0.03394239	0.18608448	0.34712648	0.29979616	0.07986772	0.019613665	0.0033255059	0.00025674037	0.000112033056	0.0014265367
ì	0.0026713952	0.007448794	0.040572092	0.83822155	0.058333285	0.018110463	0.0063799066	0.0022286512	0.0005493881	0.00084131205	0.024643045
a	0.0017581623	0.0020216638	0.012538978	0.051850684	0.7632668	0.14610945	0.017128767	0.004288915	0.0007361327	5.8411228e-05	0.00024207735
f	0.00052259595	0.00047159844	0.00252493	0.033492517	0.5936606	0.32257348	0.031447828	0.0137817655	0.00050808775	0.00023138119	0.00078516506
o	0.0010653156	0.0037719905	0.010622624	0.16714245	0.5351742	0.15545788	0.0859285	0.017276112	0.0038257062	0.00094372686	0.018791487
r	0.0011930468	0.0032823153	0.0033324882	0.0020695638	0.29860723	0.5000902	0.082916915	0.104649104	0.0029996585	0.00020790087	0.0006515967
à	0.0074123684	0.026409812	0.020150704	0.04717042	0.28359422	0.20868057	0.18953489	0.11439769	0.016935533	0.0067494023	0.0789644
e	0.00686521	0.007662955	0.0063408944	0.0037274882	0.18698873	0.19753675	0.19266883	0.35932577	0.02719439	0.002862139	0.008826806
n	0.0013543178	0.0009305014	0.0011364501	0.0027624276	0.02236265	0.0679984	0.15774018	0.64374834	0.077474415	0.0110347085	0.013457669
s	0.005052785	0.020127073	0.012380227	0.01851168	0.024305327	0.04923061	0.18000202	0.42953813	0.15645008	0.011163801	0.093238324
e	0.010293853	0.11605382	0.010431142	0.0022063274	0.0053979666	0.0077261087	0.020706201	0.13217397	0.42521024	0.105970055	0.16383031
s	0.0014008897	0.004311681	0.002458537	0.00077076344	0.027134484	0.041456826	0.17145647	0.4629157	0.2125623	0.04702026	0.02851216
c	0.0058770054	0.03690847	0.01479877	0.012225823	0.008964325	0.012159962	0.047923397	0.22944099	0.25712398	0.086095855	0.2884814
e	0.09578947	0.11434345	0.06093858	0.014334374	0.005866831	0.004499354	0.0052162465	0.14579992	0.101055376	0.30291167	0.14924467
r	0.03622802	0.021880247	0.05028616	0.032653995	0.06089604	0.06497668	0.042837113	0.06426964	0.4078168	0.20490305	0.013252233
r	0.0011290469	0.0073721823	0.004220962	0.035227682	0.01868216	0.023700137	0.06041731	0.09919859	0.481726	0.074263155	0.19406274
è	0.025711045	0.049597636	0.018638594	0.009287033	0.01117264	0.006638362	0.010297382	0.03012766	0.74166965	0.054319568	0.042540472
o	0.00063529884	0.0017017643	0.0009070789	0.0003534988	0.0064544245	0.0057985354	0.015524079	0.025493393	0.0947105	0.733887	0.114534386
m	0.0017468155	0.0019676448	0.0018991155	0.0011251748	0.0039327983	0.0064630243	0.0040290314	0.055663526	0.068101786	0.59101	0.26406103
à	0.007292467	0.08934224	0.02179312	0.004994621	0.0070961406	0.008308059	0.0060179243	0.03695426	0.091011524	0.40407404	0.32311562
i	0.0012146533	0.0014771513	0.0012290579	0.00030736253	0.0017303905	0.0014400022	0.0019197732	0.005940613	0.012930761	0.8877848	0.084025435
</S>	0.0035606935	0.0037813121	0.0039125476	0.0030167396	0.005840219	0.008508391	0.0021995062	0.021659348	0.011479588	0.51126087	0.42478085
