 	perché	aveva	lavorato	tutta	la	settimana	</S>
j	0.99816376	0.0013992771	0.0004102347	2.2626356e-05	1.8231025e-06	2.3450247e-07	1.972771e-06
a	0.98617935	0.006767131	0.005835156	0.0006808986	0.00018479349	1.109623e-05	0.00034163773
t	0.96648806	0.025299406	0.00758569	0.0003117919	8.6463326e-05	2.641091e-06	0.00022589782
ì	0.5160358	0.27446067	0.18073206	0.004562361	0.0012094277	0.00022647527	0.022773169
ì	0.8291388	0.14312789	0.027223593	0.00029094753	5.676235e-05	4.0278696e-06	0.00015797588
c	0.10349291	0.7109786	0.18392809	0.0011975821	0.000112155554	4.6976747e-06	0.00028596775
h	0.15139858	0.25231883	0.50800925	0.010972961	0.004231283	0.00024577754	0.07282335
e	0.4153956	0.075194865	0.451655	0.04827327	0.00750115	9.064912e-05	0.0018894332
p	0.032606684	0.03215635	0.9235213	0.010569408	0.0010432048	4.1185344e-06	9.896131e-05
o	0.0029964421	0.01531742	0.9632793	0.0133855725	0.0015981498	5.2489635e-05	0.003370668
l	0.04947596	0.013793414	0.8822391	0.046200305	0.0052969917	4.182807e-05	0.002952515
e	0.007006085	0.027975805	0.9120194	0.023462253	0.0026344687	0.0001804328	0.026721599
m	0.036794547	0.0070340615	0.19181089	0.6954622	0.06530323	0.00039018292	0.0032048852
ì	0.0027624995	0.027415441	0.7919659	0.13062635	0.008175693	0.00020596091	0.0388481
s	0.013454707	0.006237082	0.07873392	0.7719145	0.122893006	0.0013130964	0.0054537235
o	0.0027260957	0.019704608	0.28863764	0.5839767	0.025911793	0.0013793558	0.07766384
n	0.005402088	0.00088959525	0.016508397	0.36084917	0.6102681	0.00210443	0.0039782636
t	0.0030486996	0.034854963	0.21464677	0.57756823	0.09885345	0.0018208453	0.069207
a	0.0060574263	0.0021154738	0.021917958	0.6971032	0.22438209	0.010121847	0.038302094
ò	0.0021980149	0.0012328606	0.017059447	0.18059672	0.75730485	0.025060952	0.016547164
l	0.0015382996	0.004386573	0.0014469777	0.025391424	0.92015606	0.027823057	0.019257586
i	0.0030535378	0.20565772	0.01492073	0.07277038	0.46239683	0.12419418	0.117006704
t	0.0023142162	0.0047661895	0.0019019675	0.014296857	0.62514603	0.21135	0.14022477
i	0.0018724272	0.07628753	0.017707981	0.057077464	0.35040763	0.11389716	0.38274983
n	0.0030806449	0.008200995	0.0027445431	0.018554514	0.33244276	0.3790234	0.25595304
a	0.004729781	0.17521214	0.023018258	0.033443555	0.09784724	0.20282367	0.4629253
d	0.0062866495	0.009692723	0.0022759715	0.009250617	0.14131722	0.5928912	0.23828559
d	0.003368317	0.093785875	0.011150191	0.023215534	0.077300586	0.23424466	0.55693483
o	0.0059991544	0.014498708	0.0081824865	0.029963208	0.051464166	0.6132603	0.27663195
m	0.0012049015	0.0030968443	0.0014785468	0.007704415	0.09992581	0.17451353	0.71207595
à	0.0044967127	0.07815203	0.0099335285	0.029053885	0.032242082	0.5365953	0.30952647
d	0.0019427561	0.0010560466	0.0007930576	0.0026554745	0.03342475	0.09798126	0.8621467
a	0.002795209	0.06303155	0.0074217864	0.020154882	0.035891313	0.48706746	0.38363782
</S>	0.0013801827	0.0022659402	0.0008388257	0.0045033507	0.050431166	0.09057979	0.85000074
