 	la	donna	è	capace	pulire	deve	pulire	la	casa	ogni	giorno	</S>
e	0.99915445	0.00073015527	9.982971e-05	9.794734e-06	3.180564e-06	8.250207e-07	5.8290715e-07	5.0426786e-07	4.1679397e-07	5.964894e-08	1.6357422e-08	1.3753493e-07
j	0.52956516	0.3280948	0.042554457	0.07310142	0.0061220294	0.014409666	0.0027379056	0.0013051115	0.0003658344	0.00040648054	0.00015331045	0.0011838173
i	0.7214368	0.2393587	0.024241246	0.004349271	0.0041568885	0.0012920618	0.00051499566	0.00033734163	0.00022850897	9.849771e-05	1.1880734e-05	0.0039737625
n	0.28501427	0.6973387	0.016288102	0.00094033	0.00026471383	0.00010847746	2.3995397e-05	5.9315794e-06	2.7495134e-06	1.816335e-06	7.3281103e-07	1.0184019e-05
è	0.060316667	0.9047686	0.028180903	0.00083092763	0.00076349673	0.00079947605	8.79128e-05	6.502388e-05	3.564554e-05	3.8622933e-05	8.358014e-06	0.004104401
k	0.059527423	0.9098841	0.025242109	0.0045339335	0.00017921369	0.0005248717	1.8357903e-05	1.8051001e-05	5.192341e-06	4.618595e-06	9.119071e-07	6.117539e-05
a	0.0316649	0.88965654	0.043012507	0.0009990063	0.0010209582	0.0015284542	9.014999e-05	8.969899e-05	6.189127e-05	0.00014433128	7.157301e-05	0.03165998
è	0.10501024	0.21197748	0.67437714	0.0078044087	0.00043566	0.00036355102	1.421405e-05	6.819436e-06	1.878291e-06	8.2998935e-07	2.2406667e-07	7.5545267e-06
n	0.014528503	0.82528126	0.14224234	0.010220899	0.0052856067	0.0017145188	0.00022774817	7.5790726e-05	2.9496969e-05	8.10882e-06	1.417569e-06	0.00038428785
e	0.01842396	0.5146829	0.4324032	0.005768821	0.0022848605	0.0038366565	0.00013903408	0.00012873126	7.193045e-05	0.000100398574	4.1983956e-05	0.022117548
k	0.012135848	0.03338275	0.85895556	0.08726864	0.0049529015	0.0030575886	0.00010634507	3.0576717e-05	5.436376e-06	2.7931887e-06	1.0985159e-06	0.00010046737
a	0.020131664	0.3323913	0.4194269	0.08824778	0.03498769	0.042747524	0.003635565	0.0015081406	0.0005003994	0.0005227326	0.00022123635	0.055679157
p	0.014024877	0.009490674	0.34168386	0.6163691	0.010518161	0.0074257497	0.00022180304	8.73925e-05	1.3698428e-05	1.1203161e-05	8.12243e-06	0.00014535576
à	0.023299372	0.05914963	0.20687892	0.54773223	0.10305962	0.046522815	0.0070418823	0.0018258775	0.00029793417	0.00010639371	4.718235e-05	0.004038148
c	0.020110833	0.01224824	0.05757316	0.5661134	0.29536816	0.03999902	0.00483697	0.0009871037	0.00017215688	0.000107589076	2.7618908e-05	0.0024557388
e	0.1718353	0.045219906	0.17474993	0.19343819	0.177023	0.07879872	0.0051232204	0.0031403985	0.0015152196	0.0008933966	0.00020410868	0.14805862
n	0.012020651	0.00023991932	0.021506036	0.88170284	0.079911046	0.0043119285	0.00018246408	8.3641135e-05	1.7909511e-05	7.988407e-06	3.0642807e-06	1.2455144e-05
a	0.008646422	0.025744414	0.042138234	0.48222768	0.33511803	0.051987644	0.011174981	0.0040102215	0.0009624086	0.0009096039	0.0007189287	0.03636142
p	0.005725986	0.00033776538	0.017207135	0.706329	0.23566392	0.032650072	0.0015661776	0.00037769656	4.8122125e-05	2.9981238e-05	3.010194e-05	3.4045846e-05
u	0.0036362717	0.0040100473	0.01358495	0.25716072	0.67070854	0.032585587	0.011411411	0.003397755	0.0008721003	0.000105036735	7.394283e-05	0.002453628
l	0.0036224052	0.0020976653	0.012712451	0.14253403	0.75554967	0.07028584	0.009643594	0.0018690171	0.00030296968	7.625618e-05	5.2749583e-05	0.0012534234
i	0.0105894925	0.015344976	0.024286782	0.106275484	0.6919334	0.043631744	0.012424787	0.0041746395	0.0022854998	0.0012872721	0.00042672214	0.087339245
z	0.0026182043	0.0007445898	0.005719393	0.05906512	0.5938619	0.3049796	0.03035686	0.0018426877	0.00016436192	0.000100742705	3.59977e-05	0.0005105976
