 	mio	fratello	non	mi	ha	mai	scritto	una	lettera	</S>
a	0.99569356	0.0034755785	0.0005671779	0.00021243951	4.010829e-05	4.333257e-06	3.219408e-06	5.8978986e-07	8.6420634e-08	2.7942815e-06
d	0.701171	0.11536372	0.037505344	0.032454167	0.051857222	0.025599398	0.011066329	0.0018180356	0.01068116	0.012483665
r	0.43626085	0.49760157	0.033116523	0.011342301	0.0074944766	0.0018181669	0.00031195537	0.00013478656	0.00013739664	0.011781951
e	0.35444054	0.45893174	0.07720458	0.0782296	0.022971887	0.0063012494	0.00027025543	0.0002216665	2.0013746e-05	0.0014083398
f	0.2357065	0.7007587	0.04736118	0.012488704	0.0027085843	0.00075729296	3.3006923e-05	3.6102836e-05	1.7095506e-05	0.00013286133
f	0.045146257	0.7627056	0.063674346	0.017816192	0.06541653	0.017166229	0.0011072241	0.0013907523	0.0021890365	0.023387764
ò	0.76829433	0.10350198	0.045457073	0.058498994	0.013413942	0.0032602425	0.0014581895	0.0012690156	4.678357e-05	0.004799486
m	0.1349797	0.4830325	0.27174142	0.09309479	0.012957759	0.0026098022	0.00024608083	0.00014994996	3.607166e-05	0.0011519309
m	0.028062178	0.42775905	0.09443541	0.06257242	0.13931635	0.04155556	0.004516877	0.0049760523	0.064353645	0.13245247
u	0.20128098	0.13279332	0.17085949	0.37102044	0.065338515	0.026365042	0.014907824	0.0059490693	0.0008068492	0.010678508
e	0.055772405	0.024098366	0.38546097	0.5158087	0.01641439	0.0021351262	9.668867e-05	6.461008e-05	8.067565e-06	0.00014059132
m	0.003756922	0.01737426	0.13863842	0.34604567	0.40499532	0.08283098	0.0038087664	0.0007696509	0.0007247612	0.0010552809
o	0.021329599	0.047714155	0.1357521	0.2627548	0.32919532	0.13116951	0.005262149	0.004851648	0.0060521667	0.05591855
m	0.046345294	0.012476004	0.071655184	0.30004123	0.4001044	0.16627567	0.0010364214	0.00064402935	0.00016153726	0.0012602216
a	0.012504976	0.021317333	0.0466511	0.09544318	0.30831832	0.33479738	0.023888072	0.00879361	0.060936194	0.08734973
i	0.014198632	0.00396316	0.013350923	0.03759622	0.3648671	0.5575621	0.0058764345	0.001383619	0.0002393564	0.0009624786
g	0.0027774095	0.0025112927	0.0031083417	0.0058146613	0.10261863	0.84164244	0.031551644	0.005755417	0.002768055	0.0014521668
r	0.0055164816	0.005084115	0.008791645	0.0064250235	0.100980625	0.8043947	0.039884828	0.009084205	0.011066552	0.008771684
a	0.015373001	0.011581888	0.0072834445	0.0076087066	0.04838185	0.52587193	0.07013093	0.054378036	0.07717644	0.18221372
m	0.013808851	0.0053749415	0.011648068	0.009547481	0.055805944	0.6233199	0.21591729	0.056513008	0.0030717284	0.0049927733
m	0.002774306	0.0022169286	0.0035590045	0.0030744227	0.017653644	0.247071	0.1924143	0.025689369	0.4512494	0.054297637
è	0.03264042	0.0061414866	0.0020212801	0.0028798669	0.005285436	0.07799284	0.1521538	0.19222875	0.1392055	0.38945058
n	0.003500497	0.0013989941	0.0054483563	0.0057953275	0.018546948	0.12739348	0.28337538	0.46665573	0.02908152	0.05880374
a	0.006005883	0.0023039049	0.0037614624	0.006712173	0.004791245	0.034989707	0.18004347	0.06798604	0.53262717	0.16077897
a	0.01752703	0.0044861087	0.014943168	0.010171792	0.028942807	0.07781969	0.10899706	0.6054402	0.100159064	0.031513084
n	0.005613923	0.005278032	0.0038152256	0.004113657	0.008787493	0.031908046	0.015772598	0.63415325	0.17015783	0.12039996
g	0.0058666463	0.005576879	0.0057512554	0.004900341	0.008601281	0.015662782	0.009321456	0.14827988	0.7452501	0.050789442
r	0.034056257	0.014722619	0.00865421	0.0057876785	0.004766534	0.004162439	0.0037495212	0.22825763	0.24571164	0.45013145
à	0.018670797	0.0049524894	0.0021899901	0.0040108166	0.002560873	0.01566354	0.008602439	0.36274365	0.17850152	0.40210387
m	0.003463073	0.001336823	0.0041873003	0.0025875352	0.0047820904	0.010128272	0.017493594	0.16514	0.6031809	0.18770044
m	0.002702968	0.0003867675	0.00075512513	0.0013086746	0.001104958	0.0015679523	0.002674691	0.036828194	0.87841624	0.07425444
a	0.041356165	0.0033412762	0.0038366711	0.0051658265	0.0023791657	0.005936453	0.038165558	0.3489285	0.22708169	0.3238087
</S>	0.00091665506	0.0006857558	0.0013324413	0.0011218493	0.0035919077	0.014282274	0.0022664748	0.032355547	0.08008808	0.86335903
