 	le	canzoni	più	belle	sono	scritti	nella	notte	</S>
t	0.9972801	0.0025190588	5.8038833e-05	0.00012762683	6.4643623e-06	2.2424756e-07	3.0772746e-06	4.5719892e-07	4.956096e-06
a	0.6684363	0.088291496	0.036526326	0.13972533	0.03078131	0.0025932377	0.015870437	0.0015467522	0.01622891
t	0.7841346	0.20783603	0.00326147	0.0037957525	0.0006025548	3.3534252e-05	9.077869e-05	9.519392e-06	0.0002357858
r	0.529101	0.25456524	0.020340824	0.15880206	0.010670856	0.00022785437	0.00054882094	0.0006604506	0.025082873
a	0.40735415	0.55986553	0.027600424	0.0023782565	0.0024345254	8.608156e-06	4.916054e-05	4.745704e-06	0.0003046092
v	0.14650854	0.84215504	0.009886536	0.0009255025	0.00040767007	1.1327905e-06	3.612268e-06	1.1134482e-06	0.00011079466
ù	0.038303465	0.82982117	0.08203122	0.020639813	0.023817006	0.00021753268	0.00022804491	0.00011002289	0.00483173
d	0.08786009	0.67243457	0.23264284	0.005561822	0.001213015	6.5445056e-06	1.1970549e-05	3.6671388e-06	0.00026552205
i	0.05269846	0.5333466	0.23133343	0.06231313	0.04965947	0.001517552	0.0007788535	0.0027237793	0.065628715
a	0.041782785	0.061977148	0.8728372	0.022471802	0.0008787693	3.8328726e-06	4.8667303e-06	7.0967036e-07	4.291674e-05
p	0.0016552176	0.012343931	0.9305931	0.05087132	0.004402502	2.975636e-05	1.3617493e-05	2.0265047e-06	8.8485525e-05
l	0.003047949	0.011431451	0.8927386	0.08600211	0.0063441107	2.9180332e-05	3.6988637e-05	2.8383834e-06	0.00036686653
è	0.012085631	0.032003112	0.51533085	0.4003099	0.028658185	0.0003408954	0.0013822363	7.6665085e-05	0.00981257
o	0.005855768	0.0023718846	0.5836651	0.3944916	0.013176308	0.00012146585	4.177846e-05	1.48940835e-05	0.0002612843
n	0.0004957909	0.00092702376	0.06964547	0.856246	0.07111074	0.0010642295	9.861761e-05	3.3669563e-05	0.0003785102
ò	0.0019406108	0.0018386462	0.08415271	0.88231796	0.019167257	0.0012906399	0.0002182446	0.00036071782	0.0087131625
r	0.0062055523	0.0027563667	0.036314037	0.7872178	0.15877649	0.0068476372	0.00055005704	0.00017137805	0.0011607144
r	0.011177713	0.0023250473	0.062063534	0.81541115	0.04635559	0.010282308	0.0010693662	0.0017105871	0.049604747
i	0.17922142	0.03454898	0.08210016	0.31262198	0.108101	0.0066517843	0.014034581	0.014857559	0.2478625
a	0.0039880457	0.004320335	0.037118047	0.050625414	0.851229	0.03275834	0.0146678835	3.54283e-05	0.0052575297
è	0.00111032	0.0026111028	0.017584223	0.044889186	0.5806248	0.28722873	0.06276886	0.000288911	0.0028938833
r	0.010201232	0.0072966474	0.009085173	0.07501518	0.2237853	0.59837586	0.067891926	0.0017046449	0.0066441167
k	0.002625107	0.0013179918	0.005302675	0.016538015	0.14367948	0.78965265	0.020956751	0.006267755	0.013659596
u	0.056232437	0.020489747	0.022291524	0.0275535	0.06680882	0.14433904	0.20254222	0.018152399	0.44159028
t	0.0013464896	0.0009629937	0.0050981585	0.0030085132	0.09662264	0.44146013	0.4352045	0.0015640085	0.014732553
t	0.0062887594	0.0025256262	0.0040373076	0.023524312	0.016370537	0.6546036	0.1458722	0.0047261985	0.14205144
e	0.014185388	0.00820365	0.007651235	0.0025455698	0.017138729	0.38909742	0.24045184	0.10048395	0.22024222
g	0.0011225902	0.0012631917	0.0058648125	0.002534638	0.042880006	0.23308732	0.63738906	0.014081073	0.06177736
r	0.0014089721	0.0016044781	0.0010199525	0.0022525566	0.0019449804	0.69595	0.20358276	0.011715189	0.080521114
a	0.011183477	0.012231857	0.011699177	0.008210443	0.014794908	0.21720515	0.48210168	0.05214358	0.19042967
m	0.004923281	0.0021597024	0.0056691207	0.0018966219	0.027187567	0.42817777	0.3358704	0.108196504	0.08591892
m	0.009296682	0.0026365065	0.002310654	0.0024935163	0.0035084058	0.54970825	0.25305164	0.015530768	0.16146356
è	0.014041291	0.0049592652	0.0040617115	0.0013446027	0.0026146444	0.2360612	0.17144051	0.33544853	0.23002814
n	0.0008948937	0.00065287825	0.00237614	0.0012145393	0.011741262	0.050519567	0.09296482	0.35767528	0.48196065
a	0.014404227	0.0050491216	0.0026327926	0.0053390213	0.0018468603	0.45570102	0.25440717	0.04264495	0.21797483
s	0.0058944887	0.0023827131	0.0048248423	0.0010240457	0.013790026	0.08081147	0.100284554	0.5372027	0.25378513
i	0.022409791	0.0071062706	0.0067068962	0.00332738	0.0072201095	0.25527254	0.15485276	0.20980489	0.33329934
n	0.004881302	0.0040986626	0.0055827033	0.0011160945	0.014534431	0.06251469	0.11500285	0.47031167	0.3219576
ì	0.031368874	0.011927028	0.010304893	0.0034935237	0.013478043	0.12895972	0.10735426	0.56830657	0.12480705
t	0.003250242	0.0020536156	0.0025647657	0.0011458009	0.0033966836	0.055741698	0.031022795	0.78129137	0.11953301
t	0.011032779	0.0017408063	0.0014766791	0.000684442	0.00295197	0.041384976	0.05209183	0.78761894	0.10101761
a	0.0069487374	0.0013361407	0.0013126011	0.0005345121	0.00077955355	0.013105392	0.0053944075	0.9186275	0.051961217
</S>	0.00037862983	0.0004233192	0.00096641434	0.0002887941	0.0032546201	0.005436939	0.0142332725	0.130998	0.84402007
