 	il	morto	vuole	pianto	</S>
t	0.9993315	0.000516815	1.4120806e-05	3.179003e-07	0.00013720391
o	0.9609064	0.0065146466	0.005406189	0.0014098098	0.025763059
n	0.9924292	0.0065791784	0.00032191613	9.108361e-05	0.0005785951
a	0.6800182	0.14516164	0.025349427	0.0013024498	0.14816827
p	0.83716846	0.1505634	0.01086825	8.438792e-05	0.0013154158
e	0.11098965	0.7725712	0.061279	0.0051871086	0.04997298
s	0.79103774	0.16662028	0.037928235	0.00026161154	0.004152141
a	0.01190532	0.8847849	0.04526287	0.010432877	0.047614105
m	0.28561354	0.13441932	0.57458806	0.00018429333	0.005194734
m	0.005326321	0.6983199	0.16933867	0.059214402	0.06780065
è	0.0638806	0.6609899	0.086567424	0.00034555414	0.18821663
n	0.15738247	0.09962909	0.6551809	8.9656336e-05	0.08771792
o	0.0068791043	0.6004965	0.1387889	0.16824509	0.08559045
t	0.3069432	0.03032431	0.3518366	0.001695258	0.3092006
è	0.004963903	0.04700464	0.24537836	0.48419	0.2184631
l	0.08212993	0.01461533	0.7701511	0.0025119537	0.13059166
i	0.0033141274	0.048653446	0.083235316	0.4108511	0.4539461
g	0.07345923	0.011273489	0.060747318	0.0020393948	0.85248053
l	0.005639171	0.012542982	0.049188916	0.31314826	0.61948067
e	0.122701585	0.08625576	0.23186097	0.17101565	0.3881661
m	0.043869615	0.0054338425	0.079900235	0.013799007	0.85699725
m	0.012094656	0.02797027	0.021739457	0.7870969	0.15109867
è	0.0743554	0.20031542	0.06458806	0.06874311	0.591998
n	0.0018278838	0.00050514634	0.006031956	0.0012779878	0.990357
o	0.10346244	0.11086047	0.075013556	0.6322217	0.07844192
</S>	0.004929247	0.0009100355	0.006723098	0.0013384925	0.9860991
