 	voglio	che	Maria	che	venga	domani	</S>
i	0.9858708	0.013107795	0.00092567486	3.9473336e-05	2.167679e-05	6.471515e-06	2.8171795e-05
t	0.9789109	0.016921937	0.0030257704	0.00072070444	7.79833e-05	9.73921e-06	0.00033294936
è	0.6241924	0.17240657	0.17512389	0.0015814991	0.0010949161	0.00016034034	0.025440333
l	0.2776943	0.6854397	0.03587685	0.00046331267	8.28608e-05	8.525363e-06	0.00043442048
o	0.61894274	0.17160869	0.17067756	0.00077011733	0.00086121075	0.00031514865	0.03682466
k	0.0145216435	0.82630885	0.1581677	0.00087174575	0.00012057674	5.032804e-07	9.056659e-06
a	0.020799639	0.04619165	0.92593807	0.0018270048	0.0031967016	6.4589556e-05	0.0019823432
i	0.096964866	0.6895338	0.17469329	0.034816206	0.0037631292	8.552028e-06	0.00022012179
M	0.007802099	0.06905784	0.86653006	0.037796713	0.0181215	0.000120095654	0.00057165977
a	0.011531815	0.21195231	0.7196022	0.033083964	0.019265397	6.581781e-05	0.004498597
r	0.07078702	0.45202318	0.17773966	0.23264953	0.06646861	0.00015658932	0.00017540518
ì	0.09115098	0.102706045	0.3688713	0.19862749	0.23685665	0.0006998869	0.0010876443
a	0.59761405	0.23592752	0.004832159	0.14849348	0.0127098905	0.00030503754	0.000117846816
n	0.0011856878	0.012511238	0.040430475	0.44889474	0.42802104	0.053791363	0.015165534
a	0.0018415842	0.058941003	0.06320309	0.40054932	0.40067193	0.061459273	0.0133338785
r	0.18986252	0.584457	0.05297325	0.13857335	0.017132156	0.0057093436	0.011292432
t	0.0009808055	0.030662905	0.02792382	0.12082818	0.14356983	0.6313116	0.044722848
i	0.5475426	0.13170119	0.013355658	0.11201694	0.04670418	0.05364533	0.09503413
à	0.0020787686	0.03834869	0.059130207	0.21743093	0.089708135	0.06791244	0.52539086
v	0.0008708433	0.01364579	0.01242974	0.08722472	0.14359957	0.34624645	0.39598286
v	0.0005022304	0.008346076	0.008230948	0.046400994	0.024558311	0.8529498	0.05901163
r	0.0164734	0.15571132	0.048009224	0.58518595	0.008681033	0.039308812	0.14663018
i	0.063045	0.3220729	0.0813616	0.47417742	0.0046660253	0.0175791	0.03709795
</S>	0.001714927	0.013971721	0.009313686	0.07078867	0.011084355	0.0010735373	0.8920531
