 	mia	sorella	quest'	anno	che	viene	vuole	diventare	dottoressa	</S>
a	0.9981458	0.0015257464	0.00023014071	9.195612e-05	2.8206812e-06	1.3918077e-06	1.4733519e-07	3.7219556e-07	8.840213e-07	8.1797987e-07
d	0.5135528	0.3375557	0.06379165	0.05226586	0.012688485	0.0008254752	0.0022894205	0.010400911	0.0011789766	0.005450696
r	0.21226078	0.74452823	0.024355626	0.0127170095	0.00061249203	0.00042899814	0.0001771876	0.00017063349	3.0773033e-05	0.0047182147
e	0.4404092	0.33229995	0.13071603	0.088445306	0.0012900515	0.005125599	0.00023280407	0.0001797248	9.7337856e-05	0.0012040891
f	0.15041047	0.7835396	0.06093077	0.0044151787	0.00011041703	0.0004629808	8.514424e-06	1.69122e-05	3.8103412e-06	0.0001013669
f	0.06278006	0.76112896	0.13172424	0.004437753	0.005630601	0.009743574	0.0017834512	0.0005752301	0.001188059	0.02100807
ì	0.8487236	0.025149131	0.08256041	0.035789855	0.0043651913	0.0012510843	0.0001389354	0.00024307743	0.00042382727	0.0013549175
m	0.06879923	0.33834404	0.56416416	0.02755128	0.00044511884	0.00034386214	1.6635153e-05	1.4493271e-05	1.1052808e-05	0.0003100894
m	0.03801856	0.55340344	0.28038087	0.013917669	0.02146346	0.008000622	0.0022505538	0.00095108006	0.0059424876	0.07567129
u	0.34847638	0.058849532	0.36447755	0.18913805	0.026317958	0.005367624	0.0016206835	0.0016676314	0.0022612144	0.0018233411
f	0.04722131	0.011905539	0.5854814	0.35446006	0.00051047624	0.00034536136	1.289439e-05	2.2647806e-05	5.431258e-07	3.9705665e-05
ù	0.07091197	0.18939565	0.4112637	0.12654899	0.07780569	0.053573534	0.028784141	0.0051352074	0.009832548	0.026748603
e	0.012154345	0.0017602036	0.5238248	0.45661545	0.003909742	0.001677006	2.0667734e-05	1.1055869e-05	6.356382e-06	2.0338231e-05
p	0.00085362245	0.003948718	0.06391209	0.87809396	0.035927076	0.014761987	0.0014532618	0.0006037152	2.5599893e-05	0.0004200511
p	0.0018730417	0.0054095523	0.04058217	0.8669861	0.05329193	0.027747177	0.0019015484	0.0010996594	4.1382755e-05	0.0010674738
ò	0.012090388	0.013498605	0.043564867	0.7975027	0.04597498	0.06443003	0.003774702	0.010719788	0.0003986087	0.008045276
r	0.0067997077	0.005272419	0.019845229	0.35504	0.18290976	0.4200396	0.0058809733	0.0026041132	4.557586e-05	0.0015626356
k	0.008456161	0.0042684656	0.017470175	0.07514961	0.6297492	0.18653506	0.016816404	0.004879071	0.0073570246	0.049318876
e	0.083227	0.0023835555	0.00916305	0.057562668	0.59896016	0.16438207	0.005849586	0.0028660416	0.046134397	0.02947152
t	0.002935904	0.0012971215	0.013421695	0.054861527	0.72839206	0.15713947	0.037043117	0.0036456995	2.168729e-05	0.0012416015
e	0.00095411326	0.0016597492	0.005797355	0.032364484	0.39202186	0.473425	0.03674518	0.00315508	0.011907233	0.041969955
e	0.007263864	0.0030102336	0.014405616	0.040993463	0.4332914	0.13797492	0.2919041	0.0694017	0.00022274838	0.001531978
t	0.0018137987	0.0035476792	0.0026764965	0.01435511	0.042849373	0.2697117	0.58264947	0.080258034	0.000559044	0.0015793664
è	0.0022274684	0.0045731454	0.0041912463	0.014721424	0.05645075	0.3169835	0.558822	0.023371035	0.004518822	0.014140589
l	0.0011089974	0.00077881623	0.000969675	0.0011114612	0.0067202505	0.090118125	0.8583913	0.039407033	0.0007154887	0.0006789381
i	0.0039078207	0.0012222407	0.0018253977	0.0049413685	0.07246252	0.1355393	0.66554767	0.023688944	0.036837514	0.0540273
n	0.0014815229	0.0009115354	0.0016974522	0.004107237	0.007652983	0.013562566	0.16031049	0.791508	0.0021811044	0.016587105
a	0.0046627186	0.003841517	0.0040311194	0.009542847	0.007753686	0.078091174	0.7546523	0.041312393	0.036058385	0.060053855
d	0.0017496226	0.0016215522	0.0024600844	0.0016050641	0.0027087731	0.0028119949	0.13785908	0.83862245	0.0027269193	0.007834434
i	0.0066841836	0.00899132	0.0065803607	0.010418189	0.0067791147	0.020583257	0.4293589	0.2096827	0.19223519	0.108686864
v	0.0030813504	0.0036143356	0.0032031164	0.0030250154	0.0026002638	0.0048211897	0.09550541	0.82278734	0.022827843	0.0385342
e	0.001991977	0.0026394918	0.0019701745	0.003463305	0.0023584154	0.0043712235	0.08246973	0.16233765	0.6223525	0.11604559
n	0.0031438046	0.0043697297	0.0032758336	0.0037656927	0.002737889	0.0053366493	0.03967342	0.6291679	0.16855489	0.13997419
t	0.008491776	0.0059839427	0.0050926	0.008446107	0.0052023344	0.0054135686	0.066972226	0.099722385	0.7179389	0.076736085
è	0.0066606426	0.00026003996	0.0011700677	0.00032504686	0.001900106	0.0015994806	0.0126678925	0.007820671	0.8796834	0.087912686
s	0.0003432893	0.00015342164	0.00057950575	0.0003126439	0.0016650672	0.00084868714	0.004762164	0.028151387	0.7944766	0.16870725
s	0.012473413	0.00264736	0.0020645915	0.00763213	0.005096858	0.010921554	0.057752848	0.08022624	0.44818357	0.3730015
i	0.0019392715	5.642318e-05	0.0004099696	0.00028773665	0.0013882696	0.0009047757	0.0026224395	0.0014337689	0.9643342	0.026623096
m	0.00042139474	0.0005253816	0.000799231	0.00040957634	0.0010549648	0.0012208931	0.0037502295	0.046435703	0.53151006	0.41387257
e	0.018431364	0.004361285	0.0031879267	0.006072416	0.004181355	0.0044401586	0.016682677	0.03415889	0.4105121	0.4979718
