 	la	mia	mia	mamma	mio	padre	mia	mamma	e	mio	padre	eh	non	sono	stati	mai	in	Grecia	</S>
e	0.9973788	0.0022278586	0.00035499217	1.7652155e-05	4.4012913e-06	9.781244e-06	2.2654112e-06	5.0293596e-07	7.286804e-07	4.4653797e-07	3.6577018e-07	1.7791543e-06	1.1000631e-07	1.6206593e-07	3.5473086e-08	3.2733737e-08	3.505861e-08	3.34163e-08	9.322733e-08
d	0.52541363	0.13843761	0.051747248	0.08086431	0.059841137	0.005569887	0.03922079	0.032207962	0.022924475	0.012260612	0.0016912975	0.003657682	0.008868415	0.0057723913	0.0067918105	0.0011601602	0.0017673678	0.00017705004	0.0016260977
i	0.19389991	0.72980976	0.04998097	0.014668286	0.0030158302	0.0012267263	0.002333266	0.0010642721	0.00085381727	0.00020282199	0.00027987204	0.00013689701	0.00021953305	0.00015125859	6.806948e-05	1.926999e-05	3.149043e-05	1.5888427e-05	0.0020221178
k	0.11630382	0.7890684	0.07678699	0.014282323	0.0014286771	0.0004769122	0.0007883022	0.00028694005	0.00024180101	6.555964e-05	6.167604e-05	9.499078e-06	2.0755295e-05	3.8102233e-05	8.547902e-06	2.510609e-06	3.642117e-06	3.8746034e-06	0.00012170896
ì	0.10840649	0.58555114	0.13350685	0.07195948	0.0045504454	0.050059292	0.004692408	0.0062640365	0.0018202874	0.00069585367	0.006694772	0.001502245	0.0024986395	0.00055743573	0.00040687478	0.00027585254	0.0005863734	0.00018352518	0.01978797
m	0.053408563	0.66207165	0.2715774	0.011419292	0.00045365572	0.0005967499	0.00020497164	0.000110259585	7.072978e-05	1.72785e-05	1.7721813e-05	2.2523294e-05	1.1072517e-05	4.685726e-06	1.9338058e-06	2.6424595e-07	2.4390547e-06	2.0965265e-07	8.635209e-06
m	0.03772638	0.66558355	0.15966329	0.07164226	0.006296524	0.017948078	0.004098823	0.0046160817	0.0011857102	0.0003021837	0.0029526246	0.00053194683	0.00083571573	0.00017594134	9.1228e-05	3.8725408e-05	0.00015890307	0.00013375303	0.026018234
u	0.14411886	0.37781027	0.32883236	0.047314867	0.021888325	0.021758642	0.017970407	0.013427976	0.008207543	0.0021804257	0.00851553	0.00040236927	0.0026728387	0.0027662113	0.0010618584	0.00028286708	0.00011732294	7.036567e-05	0.00060097105
e	0.033805974	0.08984779	0.85182714	0.021765199	0.002078543	0.00026608084	0.0002625301	5.543367e-05	5.0930055e-05	1.37228635e-05	1.7230508e-05	2.0389707e-06	1.2863369e-06	3.4118148e-06	2.8468077e-07	1.0767039e-07	2.5713834e-07	6.420849e-08	2.0069288e-06
m	0.0013669262	0.020843308	0.6394493	0.30879518	0.020441292	0.0039283712	0.0022664207	0.0018199187	0.0004271918	0.00012249092	0.000165571	2.7063903e-05	0.000162358	5.987509e-05	4.578597e-05	6.1333317e-06	1.2614459e-05	8.477306e-07	5.925676e-05
à	0.0070247655	0.053176448	0.50771165	0.3393526	0.036440652	0.017945169	0.01484244	0.010816183	0.0032154792	0.0006121009	0.0029054321	0.00025213262	0.0013700398	0.0004391825	0.00021784985	4.55461e-05	8.234405e-05	2.6362473e-05	0.0035235619
n	0.024125334	0.03203985	0.5091195	0.3425226	0.020402882	0.04134467	0.0117457835	0.008466914	0.0033410338	0.0008243281	0.002592382	0.00016096965	0.0013460869	0.0007596779	0.0003737686	6.612585e-05	8.800513e-05	1.6518352e-05	0.0006635871
a	0.008631365	0.02097535	0.2426095	0.55331296	0.047004066	0.039549205	0.014363489	0.019625291	0.004669735	0.0007683241	0.006801764	0.0005169808	0.004561831	0.0006328364	0.0004350736	9.331142e-05	0.00022977944	0.00046793357	0.034751214
m	0.0016951824	0.0023247045	0.02306177	0.63470334	0.3039305	0.025815101	0.0061747194	0.0015002278	0.00050237105	0.00010389164	0.00010099153	1.6971305e-06	2.4941102e-05	2.9373958e-05	4.996319e-06	9.1428205e-07	1.1319319e-06	5.281275e-07	2.3692623e-05
u	0.0029546358	0.01770483	0.08761872	0.5516258	0.19935912	0.055326667	0.030669998	0.018828277	0.00893595	0.001658686	0.0069048246	0.00040032528	0.003954884	0.001505445	0.0006228309	0.00010572762	0.0001935136	0.00013899051	0.011490691
o	0.0012807059	0.0016317231	0.005665738	0.2316032	0.6359235	0.093298495	0.023742395	0.0050760424	0.0010376533	0.00031366482	0.0002257465	2.4460687e-06	6.564177e-05	7.744019e-05	1.8189823e-05	4.4892545e-06	3.2741289e-06	1.4372253e-06	2.8223345e-05
c	0.0011126827	0.0034279218	0.005645309	0.08121748	0.6699945	0.14892124	0.07088964	0.012849529	0.0030450618	0.001006905	0.00083952694	2.4259827e-05	0.00042327325	0.00033306197	0.00013397032	2.2500246e-05	2.0330343e-05	4.9183245e-06	8.7812805e-05
i	0.021395054	0.033491727	0.028434565	0.2037335	0.34059885	0.18325536	0.079090655	0.031064153	0.009472224	0.0035630208	0.011706306	0.00071333774	0.002626533	0.00227134	0.00076168025	0.0002900664	0.00060551363	0.00081206614	0.04611404
ù	0.0063484744	0.004099794	0.011533585	0.10070624	0.4017902	0.34340006	0.115316994	0.01320639	0.0018731965	0.0005134171	0.0009564492	6.48856e-06	7.721639e-05	0.000102044	1.9642193e-05	9.118932e-06	6.2856006e-06	2.3117368e-06	3.2130432e-05
r	0.0032260292	0.0029708098	0.003831169	0.014378103	0.1476446	0.5101101	0.23106724	0.05303524	0.009489599	0.0027946688	0.014274201	6.725662e-05	0.0025719681	0.0020903214	0.00082887954	0.00015008489	9.3902185e-05	8.569279e-05	0.0012900351
i	0.0026364045	0.004100267	0.0047451793	0.036829695	0.3007413	0.45402056	0.12010652	0.044170987	0.009894746	0.0027592732	0.004843608	0.0002632058	0.004679353	0.0012814208	0.0011667898	0.00011588347	0.00026236376	0.00063895975	0.006743372
m	0.00040591095	0.00048842863	0.00079359446	0.004502494	0.035936248	0.114928454	0.5746505	0.21491642	0.027375253	0.013030237	0.010577497	2.4355842e-05	0.0008165183	0.00075116527	0.00043576368	8.7004875e-05	4.160153e-05	1.9692818e-05	0.00021887504
u	0.0033497638	0.008511469	0.009220905	0.027884677	0.16001198	0.2554354	0.3535186	0.09653229	0.0277529	0.01101393	0.012571239	0.00040965504	0.0062353634	0.0046594413	0.0023127461	0.00045238485	0.00043658089	0.0010805661	0.01861013
e	0.0003730825	0.0005608478	0.0006520383	0.0025059152	0.010812836	0.031568035	0.41947538	0.43417376	0.04661842	0.026138147	0.02405058	3.148678e-05	0.001158988	0.00096112257	0.00061107293	0.00014407719	4.2883315e-05	1.4612608e-05	0.00010657255
