 	le	melanzane	vogliono	girate	</S>
i	0.9997943	0.00017994734	4.077143e-06	1.7683502e-07	2.1619178e-05
m	0.87648696	0.040622637	0.020344095	0.0040238267	0.058522392
a	0.80491465	0.086272836	0.0063164043	0.0004629773	0.10203307
r	0.89527965	0.103646174	0.00038493727	6.470325e-05	0.00062453485
a	0.13441162	0.68449485	0.016794972	0.0007938597	0.16350475
n	0.33711725	0.6582429	0.0035529928	0.00024870958	0.000838099
g	0.03322318	0.63759464	0.068313785	0.0016362895	0.25923216
i	0.95568985	0.025555557	0.002722908	0.0039364356	0.012095323
à	0.85780376	0.13162276	0.008053304	0.00037001976	0.0021501777
n	0.0707468	0.87122107	0.040545516	0.0010769019	0.01640971
e	0.007185058	0.1633079	0.7333975	0.0088086035	0.087300956
i	0.36526176	0.09191511	0.49500903	0.030369092	0.017444983
t	0.0027533616	0.025329705	0.8558937	0.09390731	0.022115877
è	0.004235392	0.025803508	0.86402786	0.047727436	0.058205836
l	0.039623015	0.022943592	0.2820906	0.6378149	0.017527943
u	0.002198762	0.01005745	0.78201437	0.08882693	0.116902515
n	0.027599493	0.013481271	0.048313063	0.80694896	0.10365724
e	0.004770565	0.009142885	0.19169866	0.59454185	0.19984604
v	0.030408902	0.02270101	0.014536199	0.8668438	0.06551007
o	0.0037814982	0.0041278913	0.01601281	0.79407287	0.18200488
t	0.03490608	0.033224672	0.014861592	0.6673701	0.24963757
i	0.007593617	0.009938549	0.045331735	0.7987963	0.13833977
m	0.029949294	0.03000497	0.01063903	0.30392802	0.6254787
m	0.018283527	0.014760998	0.023347797	0.77022797	0.17337973
è	0.028447164	0.009730855	0.023566024	0.25977382	0.6784821
n	0.0019512265	0.00069327565	0.00069108995	0.024651233	0.9720132
e	0.046945672	0.023644406	0.03149297	0.7287666	0.16915035
</S>	0.0019352006	0.000774373	0.0008758915	0.010026289	0.98638827
