 	guardando	le	nuvole	capisco	che	piove	</S>
k	0.87675905	0.118706435	0.0036759397	0.0002686923	6.462553e-05	7.2855e-05	0.0004525014
a	0.5145582	0.14301716	0.0562095	0.10232962	0.028972235	0.054757435	0.10015577
n	0.11006164	0.8869818	0.0019409154	0.0005338151	3.8427796e-05	2.1906568e-05	0.00042161855
o	0.030830147	0.9127804	0.022483945	0.00566209	0.0032757511	0.0016902299	0.023277413
n	0.017095845	0.9709566	0.011467039	0.00039373068	2.2286553e-05	7.321853e-06	5.709298e-05
ò	0.03788343	0.83607376	0.055667568	0.012767058	0.0043798126	0.0038865726	0.04934195
n	0.0187618	0.86070645	0.119035296	0.0010737464	7.759315e-05	1.9652101e-05	0.00032544532
t	0.036629725	0.7005385	0.11582902	0.012997137	0.006177554	0.014969447	0.11285865
a	0.0052192966	0.52879083	0.29926115	0.07281501	0.06621648	0.017088426	0.010608732
t	0.0055451635	0.1322422	0.85432696	0.006696856	0.0004094637	1.6377424e-05	0.0007628811
e	0.054350432	0.3422557	0.39107725	0.045382995	0.037892092	0.020391308	0.108650185
s	0.009498113	0.027803559	0.92353845	0.037992522	0.0006237625	2.5301742e-05	0.00051816064
m	0.020513322	0.10405302	0.8017933	0.03217322	0.009357942	0.0025165884	0.029592587
à	0.004961676	0.012636753	0.7367538	0.058219872	0.084591225	0.0527253	0.050111353
n	0.005900884	0.009255058	0.7722054	0.20890497	0.0022725335	5.1916984e-05	0.0014091318
t	0.057715945	0.057722468	0.55490357	0.090850554	0.058751807	0.032126028	0.14792962
e	0.00381812	0.008489244	0.40152204	0.18618426	0.11137046	0.23982841	0.048787463
a	0.0027989028	0.008029483	0.109983355	0.85317	0.019801091	0.0006524948	0.0055646664
n	0.00232542	0.0066175284	0.01106828	0.95989347	0.018572703	0.0006645209	0.0008580456
o	0.07511504	0.06850827	0.058238138	0.55040914	0.099927746	0.05956798	0.088233754
ò	0.021321503	0.013911788	0.016116701	0.7821543	0.15621558	0.002127281	0.008152776
k	0.015998196	0.018403785	0.017290423	0.32670057	0.49892008	0.06032884	0.06235808
a	0.031155419	0.007279708	0.01001327	0.11624418	0.30859196	0.4282929	0.09842257
v	0.015491449	0.015998222	0.015992608	0.4615941	0.35765627	0.026767794	0.10649956
r	0.008165835	0.00692491	0.0032214022	0.03367012	0.052467316	0.7345143	0.16103609
è	0.099963896	0.025284356	0.019240707	0.03371734	0.030051982	0.18621328	0.6055284
c	0.011318813	0.00753349	0.009236776	0.0476399	0.14247952	0.5746866	0.20710492
h	0.2883832	0.052994456	0.022383468	0.038531404	0.035294328	0.25107858	0.31133458
i	0.0006783033	0.0005633802	0.0019400392	0.003923007	0.044693645	0.83972675	0.10847482
</S>	0.002682586	0.0016337155	0.0019232807	0.037056673	0.021103946	0.040410735	0.89518905
