 	qui	dentro	deve	mettere	un	tappeto	</S>
c	0.9978065	0.0021560255	3.218433e-05	4.150677e-06	1.418287e-07	3.6610402e-07	6.0601735e-07
i	0.9387435	0.026884064	0.012056083	0.0058288714	0.0016037079	0.002190289	0.012693533
ù	0.7962158	0.045360755	0.056390926	0.07757321	0.005781544	0.0031122165	0.015565505
m	0.6075622	0.14861622	0.2279783	0.007960225	0.0020135394	0.0001929549	0.005676647
è	0.490236	0.33997092	0.043320976	0.0067797853	0.0012660184	0.0016009253	0.116825394
s	0.040657092	0.8735044	0.085584626	0.00023683722	1.1220162e-05	6.877884e-07	5.1537513e-06
a	0.12910989	0.8290336	0.024467956	0.008531124	0.00083760207	0.00043225737	0.00758758
è	0.08771869	0.6685638	0.22991659	0.013564406	0.00018757416	7.4169748e-06	4.1587944e-05
n	0.0021248036	0.045687124	0.6336454	0.31514588	0.0022309157	0.00015103778	0.0010148212
a	0.0013158917	0.029483447	0.53191787	0.4179047	0.0051297764	0.0003105164	0.013937816
v	0.0007769179	0.0032290395	0.12544985	0.85574955	0.014566204	3.9941668e-05	0.00018851452
à	0.00026965176	0.0025466832	0.07180825	0.90355986	0.017942153	0.00028323234	0.0035901354
l	0.0056475243	0.008736181	0.038454965	0.85171	0.087919004	0.0011039003	0.006428511
i	0.0011705569	0.021549188	0.1658164	0.62543076	0.07819379	0.011763779	0.09607559
è	0.00014853208	0.000280462	0.0073844315	0.08894333	0.89218205	0.0072758696	0.003785378
n	0.0007056153	0.0010060705	0.0029399602	0.11966895	0.82656115	0.03543103	0.013687095
a	0.00029206692	0.0036422906	0.013827601	0.18329413	0.74440074	0.023296813	0.031246403
t	0.00023011903	0.00066238514	0.007745766	0.09843402	0.67791086	0.20623086	0.00878603
a	0.00035650725	0.0045712683	0.016744087	0.14513655	0.53366965	0.22671336	0.072808504
p	0.00044767413	0.0007913747	0.0034360392	0.06094994	0.24613617	0.6714895	0.016749328
p	0.00021238864	0.0013244649	0.00510079	0.038081564	0.119472206	0.7768176	0.058990937
è	0.00095649826	0.011009465	0.0076942053	0.010183032	0.03530209	0.7414902	0.19336453
t	0.00030632853	0.00043050922	0.0018503552	0.013558529	0.112524554	0.6239901	0.24733962
o	0.00070442975	0.005042787	0.0151987085	0.08112122	0.05432547	0.7641137	0.07949364
</S>	0.0010346925	0.0012298062	0.008010127	0.034040034	0.17023395	0.20363127	0.58182013
