 	ogni	giorno	bisogna	che	compriamo	il	pane	</S>
k	0.99881685	0.0011133763	5.4736276e-05	1.1334619e-05	1.1424404e-06	8.563847e-07	1.3893393e-06	3.8616557e-07
u	0.61103386	0.2954504	0.058540564	0.008621031	0.006462395	0.004330367	0.00018339643	0.015377978
à	0.4119622	0.57131124	0.01537928	0.00068195857	0.00016456938	0.00013200578	2.6602156e-05	0.00034214853
i	0.17199755	0.7684343	0.057679083	0.0012368143	0.00021732895	0.00012198411	4.5068855e-06	0.0003084909
m	0.010517075	0.8619799	0.12527551	0.0015275504	0.00016664893	0.00010725241	3.010097e-06	0.0004230407
è	0.0033840188	0.97516555	0.018790875	0.0014401899	0.000110544985	9.44559e-05	6.124949e-06	0.0010082832
r	0.008187932	0.78479064	0.2038264	0.0025512117	0.0002347089	9.1387505e-05	4.9132177e-06	0.0003129058
i	0.0054583927	0.94571334	0.0264999	0.012717786	0.0005558957	0.00033781584	0.0001520399	0.008564909
n	0.07970617	0.12857613	0.45655027	0.31315193	0.019284626	0.0018479435	7.9612226e-05	0.00080330775
g	0.0061977194	0.31952515	0.51489747	0.13088284	0.0057912655	0.0018861919	0.00019579848	0.020623554
h	0.35385177	0.1905563	0.00970752	0.19131991	0.14288718	0.084076844	0.01846481	0.009135584
ì	0.19454283	0.18079105	0.015434625	0.3446076	0.13016918	0.11106154	0.019951742	0.0034414676
z	0.038868725	0.0058424957	0.0029568512	0.60811067	0.3233815	0.019143812	0.0005104096	0.0011854941
i	0.014145233	0.107470304	0.09341087	0.45950955	0.09224731	0.026012389	0.022627776	0.18457654
n	0.009331718	0.0026569257	0.0018928907	0.13109034	0.6998993	0.15265666	0.0015548487	0.0009172567
a	0.0071492475	0.040286086	0.09120725	0.1615056	0.3900603	0.083130926	0.007423262	0.21923731
v	0.005822673	0.0012635468	0.003178765	0.025110852	0.4681488	0.48977286	0.0033500346	0.003352497
o	0.00207563	0.0058465214	0.01726828	0.023523984	0.46011567	0.4039661	0.01093896	0.0762649
r	0.001318935	0.0006515558	0.0032217184	0.0039133597	0.099341825	0.87734807	0.005590779	0.008613735
à	0.0037993942	0.004777505	0.017055664	0.02287528	0.0860275	0.417413	0.062060032	0.38599163
s	0.002855735	0.00048566455	0.000862588	0.003907923	0.016986677	0.91032636	0.030903857	0.033671267
o	0.0029477342	0.0011716844	0.0012379518	0.015553339	0.04335741	0.3445592	0.41323802	0.17793463
m	0.0014028987	0.0006395646	0.0007182929	0.0046170657	0.040936723	0.65834486	0.20769031	0.085650206
e	0.0016062503	0.0013213789	0.0013572501	0.0030178693	0.011711945	0.12952745	0.725246	0.1262118
o	0.003194263	0.0008846088	0.001541169	0.00561411	0.0474783	0.50285363	0.29724696	0.14118697
t	0.00438657	0.0037216477	0.015076555	0.008877152	0.019759484	0.13341564	0.679811	0.134952
s	0.0017351832	0.0013478012	0.0050976477	0.0039582453	0.009125143	0.082893096	0.7616567	0.13418613
o	0.01079991	0.0026411617	0.0007040827	0.0074503324	0.0047426387	0.021748448	0.81916815	0.13274524
m	0.00400911	0.0014904893	0.003914023	0.0076064994	0.029818289	0.25154084	0.16889684	0.53272384
ì	0.0017896664	0.0005477202	0.0005735109	0.002697467	0.0023481182	0.011626544	0.9243475	0.056069452
</S>	0.00287268	0.000367564	0.000493499	0.003133577	0.0062253163	0.04969405	0.06424298	0.87297034
