 	nella	pasta	metti	sale	vuole	il	sale	</S>
s	0.9993136	0.0006465213	3.5911013e-05	3.4346601e-06	4.7936446e-08	1.3431833e-07	3.1695176e-08	3.172716e-07
t	0.7352377	0.023741325	0.057929054	0.086945735	0.009598328	0.0035073215	0.00080309727	0.08223748
i	0.98400635	0.014589568	0.0013446225	5.012993e-05	1.2457286e-06	1.6618119e-06	7.443655e-08	6.312946e-06
p	0.93668073	0.039614417	0.017483218	0.0056998967	7.8323e-05	4.1692703e-05	2.4769293e-05	0.00037702214
à	0.48513663	0.28849825	0.18848266	0.030308967	0.0006610217	0.00017650508	3.5034303e-05	0.006700985
s	0.5266313	0.31998223	0.14164853	0.00959092	0.00026466534	0.00018187145	2.858865e-05	0.001671836
t	0.10283953	0.76962936	0.063825205	0.012506406	0.0015360354	0.00057232863	0.000462335	0.04862878
a	0.05725499	0.7731352	0.16681708	0.0016786718	0.00033128602	9.636193e-05	4.226435e-05	0.0006441662
v	0.024570912	0.31765375	0.6562052	0.0014810873	4.0111252e-05	1.1622576e-05	5.039895e-07	3.693855e-05
à	0.008517106	0.16113801	0.75178075	0.05319639	0.0067689666	0.0015053463	0.00012403553	0.016969362
l	0.022864819	0.018695649	0.17774709	0.77441883	0.004472982	0.0007741858	8.9774025e-05	0.0009366978
e	0.017007379	0.14049037	0.133368	0.33185148	0.083636604	0.0055190474	0.005587199	0.2825399
à	0.019251442	0.017245416	0.043941975	0.8529487	0.06084612	0.004365069	0.00027892046	0.0011223528
l	0.0023718788	0.0019137884	0.0029410438	0.9549916	0.027644614	0.006212791	0.0007532418	0.0031709839
a	0.0016459521	0.0061125155	0.0049579297	0.8374438	0.13274987	0.0036551051	0.0010038128	0.012431019
e	0.0019230563	0.0038474407	0.011209459	0.23682326	0.5670799	0.1655257	0.0068979897	0.0066931862
t	0.001213593	0.0028692153	0.004156523	0.12117773	0.46591708	0.39094836	0.011558036	0.0021594893
è	0.0022950817	0.006994179	0.004781486	0.11927326	0.6501299	0.16472556	0.021223284	0.03057724
l	0.01243198	0.009631698	0.006145755	0.017313099	0.20191677	0.5910253	0.13452096	0.02701449
i	0.0057322998	0.022614138	0.005374998	0.04313904	0.63130456	0.11211505	0.089527525	0.09019245
t	0.00047655508	0.0010639182	0.0015265804	0.014532966	0.033900708	0.4172255	0.46796876	0.06330503
à	0.0055863764	0.023443127	0.004728541	0.024390714	0.14353538	0.26192325	0.3501506	0.18624204
l	0.0017466901	0.0014594865	0.001356652	0.002164575	0.009906107	0.16879043	0.7315334	0.08304263
a	0.007975207	0.03680443	0.00900743	0.013575563	0.051535305	0.15669331	0.5672261	0.15718259
</S>	0.0006838031	0.0009835137	0.0014966289	0.007830901	0.011374546	0.07906464	0.2935983	0.6049676
