 	dove	aveva	per	stare	non	aveva	</S>
p	0.9997607	0.00020844869	2.3499439e-05	6.3057023e-06	4.056708e-07	8.9158e-08	5.5698354e-07
u	0.68906546	0.16861016	0.013147389	0.008408549	0.0074872924	0.035428975	0.07785218
ì	0.17446624	0.69550234	0.045555986	0.02430589	0.004561707	0.0030720774	0.052535743
c	0.043604553	0.8244533	0.10860767	0.008801334	0.0017059566	0.0052219178	0.007605244
h	0.026382133	0.4576754	0.011881276	0.02403759	0.012768862	0.23097268	0.23628211
e	0.47802356	0.16148293	0.117196195	0.11693866	0.0048939316	0.11482424	0.006640568
n	0.049010575	0.02249004	0.64150673	0.28466442	0.0012425232	0.0005611595	0.0005245473
a	0.027873531	0.067292064	0.25976196	0.5900751	0.03340361	0.015365395	0.006228483
s	0.03597298	0.000512	0.33179107	0.6075361	0.021131165	0.0022642708	0.000792492
t	0.0036339306	0.018247213	0.0651444	0.8386597	0.015283626	0.036020886	0.02301026
a	0.051936854	0.004710052	0.2456204	0.54030615	0.029326139	0.06276984	0.06533055
s	0.0058372	0.009244357	0.14706774	0.6816927	0.053750116	0.01453497	0.08787295
ì	0.006239151	0.02656751	0.01911865	0.57369876	0.07046901	0.1002277	0.2036793
e	0.021553311	0.009982087	0.06684706	0.09787579	0.43107158	0.12303115	0.24963908
n	0.0026963004	0.008598319	0.0049249115	0.024959749	0.09667992	0.6290527	0.23308805
ì	0.0018774985	0.009012126	0.003965345	0.0061616814	0.033939525	0.90062803	0.04441573
c	0.008164508	0.010473144	0.0129769845	0.0079799695	0.065075174	0.758391	0.13693917
h	0.07578261	0.024679162	0.069950335	0.01369497	0.33963054	0.06509221	0.41117015
e	0.084551476	0.001155977	0.009157779	0.05666114	0.2697394	0.3411284	0.23760575
</S>	0.0006517563	0.0002732381	0.000541333	0.0026246272	0.0022343772	0.009581084	0.9840936
