 	che	impara	una	cosa	che	studia	una	cosa	</S>
n	0.9782913	0.020219771	0.00084181293	0.0006152082	2.4960522e-05	2.021431e-06	1.293653e-06	8.057101e-07	2.8812426e-06
a	0.40731487	0.24082482	0.09103675	0.048961755	0.033257894	0.02854347	0.020683665	0.0040746983	0.12530202
m	0.2420742	0.60957706	0.13977417	0.006500291	0.0009791343	0.0003865644	0.00010653317	3.4464232e-05	0.00056752836
à	0.054577302	0.86254454	0.035723854	0.010218329	0.004678263	0.0008388479	0.00094117614	0.0005188696	0.029958777
t	0.109514795	0.6300735	0.2537868	0.006212636	0.0003447245	2.8179566e-05	1.1813679e-05	5.2152564e-06	2.236843e-05
i	0.041423127	0.85644823	0.053376794	0.012043648	0.009696174	0.0007404533	0.00070039154	0.0005419262	0.025029358
è	0.025828054	0.09642425	0.8345775	0.04237978	0.0007239019	3.612192e-05	1.414258e-05	2.4945025e-06	1.3836974e-05
n	0.009308036	0.15412295	0.76489055	0.06383258	0.0030703181	0.0018419011	0.00045916278	6.764318e-05	0.002406829
a	0.008369695	0.05770435	0.78179115	0.097454324	0.029301625	0.0012068566	0.0006121207	0.00035366658	0.023206135
p	0.0048669507	0.009661283	0.6873834	0.28463644	0.012019242	0.0009791056	0.00016356185	1.2178039e-05	0.0002777607
r	0.0049332925	0.018855399	0.484183	0.43279743	0.03311085	0.017017467	0.0027723068	0.000102950115	0.0062272833
à	0.022076897	0.038936444	0.120492324	0.61974263	0.07642611	0.033764865	0.012115828	0.002917191	0.073527716
m	0.032827694	0.015116849	0.11994778	0.44073945	0.24984871	0.13342163	0.0044402843	0.00018479805	0.003472847
a	0.03477595	0.016440278	0.08851611	0.22554618	0.30936226	0.049127053	0.013891768	0.024314461	0.238026
n	0.004011447	0.0039632875	0.062021613	0.07480372	0.43562084	0.40513352	0.013084139	0.00022282811	0.0011386625
a	0.012694172	0.015551022	0.060086124	0.063920766	0.21698205	0.46113458	0.029354395	0.006239519	0.13403736
s	0.0074364534	0.0033141077	0.030259486	0.009645413	0.13657352	0.75370467	0.056331266	0.00086141255	0.0018736597
t	0.0072833262	0.00482503	0.030213118	0.016565405	0.070299074	0.7692668	0.023290291	0.0055637187	0.072693266
u	0.08209189	0.01124846	0.004185742	0.00961808	0.0637971	0.25560442	0.09929245	0.17556448	0.2985974
d	0.003196754	0.0021081893	0.016723521	0.006221167	0.034951773	0.6618026	0.25698233	0.0033658966	0.014647739
i	0.004462858	0.003024358	0.012281747	0.0069677816	0.01598245	0.6798336	0.039540526	0.021803794	0.21610288
è	0.004554002	0.0022001918	0.01282393	0.003954969	0.010937686	0.3333516	0.60876346	0.009553513	0.013860579
t	0.00238606	0.0014784163	0.0023712267	0.0022695018	0.0039817323	0.24238063	0.7040879	0.021443088	0.019601522
s	0.0053724693	0.0011059182	0.0036869128	0.0024598634	0.0077807433	0.24586312	0.43421948	0.25223616	0.047275368
i	0.06264513	0.013097077	0.0051288353	0.00406903	0.012176663	0.07890289	0.15480632	0.31988817	0.34928587
è	0.0015259632	0.0009329797	0.005478917	0.0026451026	0.0051238677	0.051620085	0.43510467	0.26068625	0.2368822
n	0.0017214847	0.0010595493	0.001856812	0.0016627095	0.0014843395	0.022758547	0.39354742	0.44585705	0.13005209
a	0.018925672	0.002899018	0.01620857	0.0066976217	0.010709318	0.0411855	0.1289196	0.64304835	0.13140641
p	0.0016632553	0.0011606489	0.003759276	0.0017360558	0.003684154	0.019092362	0.17657119	0.50976783	0.28256524
r	0.0046995594	0.0018919999	0.009811317	0.0042738877	0.0034864927	0.0081792055	0.022057386	0.56301373	0.38258636
à	0.03027718	0.0109577235	0.012000219	0.0046812133	0.009996983	0.020402735	0.02852023	0.38222313	0.5009406
m	0.0022051954	0.00084441353	0.0020763283	0.0013144341	0.0020757362	0.0048678704	0.043284323	0.6749957	0.26833603
a	0.0077429214	0.004348421	0.014773093	0.0059718248	0.013185932	0.028191516	0.027153745	0.7051315	0.19350107
</S>	0.001403176	0.00052134256	0.002117372	0.0010401272	0.0017281233	0.01000244	0.041781854	0.17992866	0.76147693
