 	cosa	fa	Anna	il	sabato	mattina	</S>
t	0.99957937	0.00041307762	2.2779266e-06	2.8992242e-06	1.4291667e-06	2.3533993e-07	7.108576e-07
i	0.87644356	0.048459154	0.0065726433	0.010945759	0.004884688	0.0024187025	0.050275434
k	0.19012742	0.79832023	0.010239115	0.00045329824	0.00046125503	4.4317127e-05	0.00035431038
à	0.15726906	0.6381648	0.05746305	0.0042138947	0.0021157274	0.0009472898	0.1398261
n	0.03571288	0.9320412	0.031185443	0.00044872743	0.00018949647	3.141728e-05	0.00039065763
n	0.03987462	0.58789647	0.0825748	0.0033491692	0.009228864	0.000878821	0.27619728
i	0.7944297	0.15202853	0.026058191	0.017956588	0.005246915	0.00022374296	0.0040562493
e	0.23597167	0.7226258	0.026107877	0.010635574	0.0027756053	2.3428473e-05	0.0018600273
A	0.0012648006	0.030851034	0.95256937	0.013763129	0.0006321708	4.6822868e-05	0.0008726271
n	0.038698133	0.053793017	0.86371666	0.031208457	0.009554428	0.00052111683	0.0025081732
n	0.0013644502	0.009066087	0.945091	0.022518711	0.009421321	0.00046142732	0.012076997
a	0.06582447	0.09235827	0.038409192	0.27563268	0.15120474	0.08023743	0.2963332
o	0.018460412	0.0489562	0.010295345	0.8067254	0.10256592	0.0009783964	0.012018292
s	0.0012094957	0.008114859	0.07757163	0.76396644	0.14078715	0.0035790952	0.004771324
à	0.0037070771	0.03272976	0.1350829	0.2249272	0.46276486	0.0060314024	0.13475686
m	0.010334592	0.010627096	0.0053154714	0.34257233	0.60210246	0.023918835	0.0051292283
b	0.0028688065	0.024192275	0.006954188	0.19446623	0.5743707	0.058333475	0.13881436
a	0.044923842	0.002724658	0.00353065	0.12309161	0.69401467	0.08482526	0.046889342
p	0.0018250349	0.0029640433	0.00025184915	0.16176549	0.18617192	0.5465821	0.100439504
o	0.0010330178	0.0049117547	0.00033741933	0.05769741	0.30765247	0.536689	0.09167894
r	0.005102244	0.01598159	0.0032045953	0.19596197	0.06856643	0.59630406	0.11487918
n	0.0031941747	0.032054976	0.00246618	0.038243376	0.18850306	0.4459474	0.28959078
ò	0.026924765	0.014438353	0.0003765663	0.06534634	0.1335246	0.5427845	0.21660484
</S>	0.003317793	0.004530744	0.00031241612	0.101665825	0.031224368	0.26696095	0.5919879
