 	questa	casa	la	costruirono	cinquanta	anni	fa	</S>
t	0.9991603	0.0007853991	5.192867e-05	1.3197633e-06	2.793053e-07	2.7571346e-07	3.2634716e-08	5.8135663e-07
ù	0.98183835	0.011062301	0.0034572394	0.001721777	0.0005426752	0.00030387356	0.00012142331	0.00095240696
t	0.9652618	0.026701443	0.0036773232	0.0018519376	0.0005112291	7.930226e-05	8.1382466e-05	0.0018355562
t	0.82721496	0.094476044	0.016659128	0.007948939	0.00035513626	0.00015347	0.0056070006	0.04758543
o	0.87298393	0.09920238	0.026351938	0.000996275	0.0001538656	0.00017309246	1.9771353e-05	0.000118671225
s	0.16613741	0.799566	0.033249687	0.0009783999	8.6636865e-06	7.003513e-06	1.6611593e-06	5.1336356e-05
p	0.1286075	0.5679009	0.22414632	0.03861168	0.0022233687	0.00078191294	0.009028346	0.02869996
ì	0.16600217	0.75092757	0.08110648	0.000737148	0.00037035477	0.00033681397	3.003986e-05	0.0004894199
t	0.033108678	0.6781517	0.28530064	0.002856909	8.873041e-05	4.5430057e-05	1.3504758e-05	0.00043437295
i	0.01156605	0.6500474	0.28766975	0.040075082	0.0017568127	0.0006784517	0.0022178846	0.0059884973
t	0.05660945	0.16786285	0.7556152	0.01941329	0.00039913223	3.4515357e-05	7.297274e-06	5.8219484e-05
o	0.009586402	0.17315769	0.706091	0.091100305	0.0018839292	0.00094386836	0.0028434496	0.014393297
f	0.033580065	0.09427817	0.60205567	0.2643464	0.004559642	0.00023318842	0.00012430099	0.0008225927
a	0.005316485	0.06972597	0.3752058	0.50469196	0.006036168	0.0017260248	0.006925452	0.030372173
b	0.026693031	0.04298446	0.12733082	0.78031427	0.019193046	0.0008592822	0.00042235636	0.002202697
b	0.0027905449	0.031445798	0.11415768	0.82466525	0.005260528	0.0010800987	0.0032456417	0.017354488
r	0.28406873	0.095512316	0.27955186	0.08109752	0.16721237	0.015661292	0.02295959	0.05393633
i	0.25931197	0.1255962	0.31184295	0.09498852	0.14266042	0.010882478	0.019906053	0.034811374
k	0.015012676	0.022462089	0.03052715	0.12608528	0.78866273	0.008315461	0.0010828192	0.007851884
è	0.00090572657	0.012406685	0.01508273	0.8531456	0.06397469	0.0050816177	0.018988166	0.03041478
t	0.018604625	0.020705376	0.0141232	0.045623694	0.78707033	0.103321776	0.0063836137	0.0041674823
s	0.001695486	0.025688203	0.028295303	0.48143455	0.26188478	0.026697345	0.07804232	0.09626202
a	0.009930409	0.008270946	0.0100974925	0.031761795	0.58812225	0.027555667	0.11215024	0.21211123
n	0.0035548133	0.006167206	0.007275232	0.011035028	0.6670942	0.25540417	0.016248347	0.03322106
o	0.0017696073	0.025620693	0.017755078	0.1803161	0.42810476	0.11403139	0.10191203	0.13049026
p	0.009471219	0.011258195	0.0067123636	0.0047787544	0.19307408	0.6694071	0.079366386	0.025931893
e	0.0014717822	0.008877328	0.011012385	0.010017629	0.052106384	0.73288304	0.10170479	0.08192663
t	0.0038702202	0.00978459	0.013780146	0.00657928	0.054582782	0.712163	0.10138043	0.09785963
t	0.0018982667	0.016253592	0.020420799	0.03756257	0.042969663	0.25445175	0.25288725	0.37355608
ì	0.005469658	0.016208688	0.016698355	0.01742785	0.23471506	0.1462278	0.119802326	0.44345024
n	0.0022438273	0.0037552565	0.004171467	0.0034729883	0.024441771	0.3872066	0.3611507	0.21355739
t	0.0020189786	0.0489115	0.024859678	0.072508276	0.05307643	0.3403232	0.22425643	0.23404555
a	0.015225038	0.015430593	0.018399293	0.0051794075	0.22263187	0.19094205	0.23226023	0.29993156
c	0.00077865005	0.0014523955	0.0021975592	0.0018546081	0.014645932	0.080412015	0.40497553	0.49368334
h	0.0051830243	0.067145646	0.042366847	0.08926323	0.020743014	0.19616574	0.3412844	0.23784807
r	0.047459017	0.0363628	0.037962794	0.013103729	0.2919627	0.17007661	0.16373736	0.23933499
ò	0.0074878386	0.02489098	0.034129925	0.06944367	0.37007022	0.15359814	0.08929666	0.25108257
n	0.0012745406	0.002196937	0.0035000148	0.0005027438	0.024195042	0.0511938	0.4388627	0.4782742
u	0.0007534687	0.012280923	0.0071812244	0.014731972	0.01733947	0.059970144	0.58170307	0.3060397
a	0.0029787885	0.004800875	0.004848777	0.002123963	0.0060226545	0.032406155	0.4912328	0.45558605
m	0.0036484457	0.014551174	0.021823848	0.00970558	0.003694763	0.039453525	0.21874388	0.68837875
p	0.005756191	0.039006457	0.054376446	0.041994706	0.008051714	0.059416573	0.6235019	0.16789602
ì	0.0055503724	0.015052302	0.019159937	0.010497224	0.044387653	0.025939615	0.28964558	0.58976734
</S>	0.0004841391	0.0008743811	0.0010015612	0.0010020322	0.0006599121	0.008830574	0.62200874	0.36513874
