 	mia	sorella	ancora	non	è	venuta	qui	</S>
t	0.9981818	0.0017883608	1.8812225e-05	4.76888e-06	3.2516716e-06	9.186021e-07	1.8802251e-07	1.9068325e-06
i	0.76517737	0.17865649	0.008519843	0.0073849736	0.007603356	0.005816467	0.0013369916	0.02550458
n	0.4636085	0.53500885	0.0003373378	0.00040362732	0.00031022562	5.5724715e-05	2.3416665e-05	0.00025227622
a	0.12186952	0.8407414	0.0057762754	0.003915637	0.002264924	0.00017015767	0.00022055914	0.02504156
d	0.17772524	0.821383	0.0002882976	0.00026983835	0.00015358248	3.6429254e-05	5.4050824e-06	0.00013816105
r	0.032240957	0.9334473	0.013660328	0.004448342	0.0026680853	0.00013320333	0.00013135975	0.013270414
e	0.769885	0.15918024	0.049776472	0.0043206657	0.008480713	0.0015434197	4.78223e-05	0.006765632
f	0.39229822	0.58691055	0.013374959	0.0033601925	0.0018839212	0.00016893908	2.0330375e-05	0.0019829248
f	0.0344168	0.73486143	0.1046297	0.03965783	0.026572233	0.001713161	0.0010115027	0.057137404
ì	0.9279138	0.01878315	0.032197673	0.0020774035	0.0046555893	0.0010886482	0.00013821668	0.013145481
m	0.35577345	0.18264392	0.40133485	0.03642892	0.019859398	0.00068659114	7.253656e-05	0.00320041
m	0.03198281	0.13703412	0.38595027	0.07513119	0.08378661	0.0036940896	0.016668614	0.26575235
u	0.50714934	0.058952764	0.27714816	0.027991239	0.060404886	0.015123942	0.0020444512	0.05118521
a	0.11111079	0.011116473	0.8437975	0.02182945	0.006415243	0.0034336501	2.9052933e-05	0.0022678857
n	0.0011763696	0.003112983	0.8191277	0.13626997	0.03493733	0.0039799334	0.00036880345	0.0010268912
k	0.003571636	0.005893217	0.81251466	0.11965521	0.03400962	0.0027724958	0.00078818976	0.020795029
ò	0.24432948	0.031467587	0.17558728	0.068054326	0.16615196	0.11492286	0.009722606	0.18976389
r	0.01743328	0.001326111	0.46336505	0.3891861	0.10887397	0.017796466	7.9048834e-05	0.0019399056
a	0.0054252152	0.006008228	0.66377693	0.084547654	0.06576696	0.033796184	0.02152756	0.119151175
e	0.017834295	0.0004693133	0.092060715	0.20219286	0.5358505	0.14911924	0.001787327	0.0006857133
n	0.0010879718	0.0012652454	0.020767782	0.10807171	0.39436063	0.4497945	0.012607894	0.012044227
ì	0.0039304104	0.0040115328	0.023727763	0.086627826	0.35641256	0.46852586	0.01866182	0.038102202
r	0.0070871925	0.0041593146	0.0048864726	0.021623652	0.09741698	0.85044205	0.0069129304	0.007471317
t	0.010387062	0.0011385451	0.011750355	0.034460988	0.30044955	0.2459512	0.27626204	0.1196003
e	0.026902637	0.0004960602	0.0171801	0.0029170956	0.06288192	0.2319744	0.3332003	0.32444754
e	0.0021346544	0.0007125394	0.006423916	0.011962022	0.06122929	0.09744092	0.5643647	0.255732
t	0.003193758	0.0036256672	0.0040048747	0.004754238	0.034442198	0.2307631	0.5561579	0.16305837
t	0.005161387	0.003924594	0.0027733934	0.0037427298	0.014083184	0.11636813	0.7213713	0.1325753
ù	0.008409746	0.00076277385	0.0018266966	0.00038582625	0.0040460997	0.022811562	0.4936594	0.46809793
</S>	0.002237815	0.0006709748	0.0014088419	0.0027577197	0.011775458	0.02863032	0.81472385	0.13779496
