 	la	casa	la	costruisce	il	mastro	</S>
o	0.9980286	0.0019004379	6.598843e-05	3.1848035e-06	1.0978449e-06	1.2441286e-07	4.7101057e-07
s	0.8592836	0.11152135	0.005627857	0.005492784	0.0070607453	0.0015104869	0.009503124
p	0.22760332	0.72013164	0.0237917	0.0026103572	0.00095945277	0.0002794528	0.024624135
ì	0.08424382	0.8135827	0.09627038	0.0022541573	0.0018657215	9.6681964e-05	0.0016865213
t	0.0889921	0.8472114	0.06000142	0.001683804	0.00037170268	2.2608001e-05	0.0017170532
i	0.01773421	0.7381616	0.16303784	0.062080793	0.0023348923	0.0022698531	0.014380788
o	0.1208232	0.12722677	0.74205065	0.009344875	0.00043935512	1.7114216e-05	9.807452e-05
f	0.00698582	0.101477265	0.849063	0.036746375	0.004256822	5.470764e-05	0.0014160356
a	0.0033922622	0.03882107	0.8576615	0.088124044	0.0021918567	0.0001655988	0.009643591
b	0.062474165	0.02414154	0.28319877	0.59286416	0.032131657	0.00056789134	0.004621885
b	0.0045134644	0.030441187	0.38481322	0.5208673	0.0123279225	0.0022542297	0.04478266
r	0.3653658	0.124073304	0.39155117	0.011390654	0.09036358	0.0032350756	0.0140203945
i	0.31044847	0.21795896	0.3804904	0.015355164	0.07016893	0.0017205416	0.0038576196
k	0.019893741	0.017053757	0.03550754	0.20252477	0.71833587	0.00052158494	0.0061626965
è	0.0016333684	0.013363649	0.026449407	0.83094233	0.06447004	0.013878139	0.049263004
i	0.022774233	0.005441205	0.0028451574	0.08178119	0.8794144	0.004105279	0.003638481
o	0.002169699	0.00702016	0.0034215045	0.04883301	0.9165088	0.011934783	0.0101120435
m	0.010024973	0.01715438	0.0048912526	0.014580791	0.92601156	0.017844897	0.009492269
à	0.008541768	0.022409344	0.012825373	0.15468228	0.65433264	0.056794755	0.09041393
s	0.018825457	0.012972005	0.008401074	0.028547952	0.40619367	0.45081246	0.07424745
c	0.008404451	0.031078093	0.008740864	0.2125266	0.20669252	0.25587314	0.27668434
i	0.059449635	0.15186644	0.05886387	0.063227914	0.20489988	0.3939003	0.06779197
a	0.0577466	0.037871726	0.024103686	0.013714634	0.25884527	0.41583106	0.19188704
</S>	0.0009331587	0.0034219099	0.001414918	0.0044599823	0.04046624	0.20437056	0.7449332
