 	credo	che	stanno	ancora	svegli	</S>
p	0.9998578	9.54729e-05	4.1425148e-05	1.5385658e-06	4.568316e-08	3.7288605e-06
i	0.9745293	0.0024031764	0.0025017457	0.0052417545	0.0051935525	0.010130554
s	0.98783255	0.007860298	0.0030634138	0.00016338547	1.144338e-05	0.0010690329
t	0.90249634	0.055411708	0.020027297	0.011381601	0.0009989971	0.009683887
è	0.9853554	0.010090124	0.0040645907	0.0004674736	5.986926e-07	2.1813192e-05
o	0.75483227	0.18476962	0.059317734	0.000689834	4.0219297e-07	0.0003902485
k	0.19335987	0.6022355	0.12932381	0.025299242	0.002579206	0.04720241
a	0.10732254	0.43069646	0.27742016	0.051737256	0.00607324	0.12675036
s	0.1447613	0.33415702	0.5137816	0.0063440534	1.0992972e-05	0.000945043
t	0.016827663	0.29468578	0.5892521	0.05003565	0.005715894	0.043482862
è	0.19169901	0.09785315	0.6916661	0.014543366	2.8207542e-05	0.004210165
o	0.07295981	0.10560488	0.74575657	0.07179539	2.248038e-05	0.0038609118
n	0.011639296	0.068104796	0.29937378	0.56678087	0.030888176	0.023213116
e	0.008298762	0.07728425	0.15545148	0.5154726	0.08752473	0.15596816
a	0.059498083	0.046975426	0.030266074	0.8246288	0.0055326587	0.033099033
n	0.002881313	0.015287368	0.008083397	0.52082217	0.4078249	0.045100857
k	0.0039519737	0.03237239	0.007705648	0.5057733	0.32547417	0.12472256
ò	0.21726611	0.13089928	0.09705101	0.23943599	0.006573781	0.30877385
r	0.07633369	0.039952133	0.052063785	0.7142361	0.035599556	0.08181471
a	0.004795951	0.034420706	0.03333927	0.75183636	0.14722283	0.02838487
a	0.12964611	0.054105233	0.04308685	0.64217037	0.02012345	0.11086798
t	0.00053944596	0.0036041792	0.00058362936	0.013795509	0.8927243	0.08875295
s	0.00064626656	0.008227327	0.0010472859	0.017602807	0.95922744	0.013248944
ù	0.016075525	0.060043618	0.014765975	0.07283993	0.1222519	0.714023
n	0.01456142	0.036553234	0.01028581	0.022890074	0.86102194	0.054687545
n	0.0033147433	0.03470247	0.010717346	0.07469398	0.8170896	0.059481848
i	0.08721527	0.11775252	0.052695088	0.31529146	0.33953533	0.087510295
t	0.0027256703	0.0076262043	0.002691898	0.017510653	0.42721218	0.5422334
i	0.0037060378	0.02709432	0.018422723	0.06914938	0.8443898	0.037237752
</S>	0.002334693	0.004823888	0.0013291667	0.012505725	0.029409498	0.949597
