 	ha	pensato	che	il	ladro	è	entrato	dalla	finestra	</S>
e	0.85000736	0.14516939	0.0034003195	0.0010037798	0.00013485036	5.5976707e-06	0.00026311728	5.334973e-07	2.2275617e-06	1.2768866e-05
p	0.43878913	0.36432818	0.024670616	0.071878895	0.042215478	0.04158945	0.0007337403	0.0055152415	0.0021719376	0.008107284
è	0.47814912	0.27843714	0.028143968	0.09808283	0.057107765	0.0048226956	0.011261807	0.00043613033	0.00015319532	0.04340522
n	0.37784076	0.3023105	0.08671949	0.1590976	0.048003905	0.012978609	0.0010031547	0.0003388459	0.00018025334	0.011526794
s	0.047249563	0.8147523	0.04309994	0.0066857315	0.0063072033	0.0065642823	0.0035358935	0.0002043033	0.0022263583	0.06937444
e	0.0034740195	0.960338	0.030184245	0.0051291436	0.00031794363	0.00024736574	0.00026899867	7.50634e-06	2.9667983e-06	2.978596e-05
t	0.10459797	0.109884	0.69174045	0.091260865	0.0015529643	0.0002889177	0.0005738682	1.7537194e-06	9.38326e-07	9.825446e-05
s	0.012184904	0.25224027	0.54327184	0.09170646	0.035440367	0.016896436	0.028434923	0.00078866514	0.0016576211	0.017378563
e	0.016839536	0.41709974	0.4067522	0.14218102	0.0071101217	0.005125328	0.0032877075	0.0003228805	0.00013569018	0.0011457221
k	0.019479048	0.0045712944	0.25946343	0.68986917	0.022635583	0.0022662138	0.0013806457	1.9937052e-05	3.0122299e-06	0.0003117487
a	0.015796112	0.092412554	0.42867053	0.21931295	0.084903196	0.054248806	0.052417804	0.0053898343	0.007409574	0.03943866
o	0.049965933	0.0015808714	0.025089538	0.6528777	0.21497634	0.02413872	0.030852655	0.00017967384	2.8716468e-05	0.00030993516
l	0.00091687206	7.092627e-05	0.0024831446	0.22934824	0.7498126	0.014407367	0.0025285862	0.0002677707	8.221499e-06	0.00015620804
à	0.0040979213	0.0006184105	0.010729288	0.20371409	0.68259984	0.05387677	0.038586184	0.0009644817	0.00011767796	0.0046953317
d	0.015318485	0.004362621	0.013194496	0.097634986	0.70737886	0.10457308	0.04860346	0.006721931	0.00011833459	0.0020937475
r	0.0057552126	0.0022604368	0.017313099	0.054155346	0.5154051	0.11272539	0.25538114	0.0043096966	0.004630838	0.02806373
o	0.032124694	0.108544536	0.09547261	0.03165998	0.030920856	0.021982156	0.58084553	0.00081939297	0.030132648	0.0674975
m	0.004657877	0.0005579094	0.0026876493	0.02816181	0.06005882	0.8231383	0.04372394	0.033525206	0.000165299	0.003323168
b	0.0007855184	0.0011618817	0.0052607157	0.020007055	0.09000235	0.020204665	0.8371275	0.0058580195	0.0035877598	0.016004544
ì	0.011328999	0.11338386	0.027378684	0.015773445	0.020679457	0.08595041	0.63960946	0.02200556	0.04128981	0.022600312
k	0.0016475286	0.00022183117	0.0009177187	0.005102336	0.009571882	0.851963	0.013122022	0.11139049	0.0013828756	0.0046803495
e	0.0021461407	0.0015914532	0.0069250725	0.0045447666	0.017819157	0.0187117	0.9095027	0.017074062	0.007140089	0.0145447645
à	0.014380176	0.000766516	0.0033767223	0.012592003	0.012946584	0.6117558	0.018671531	0.3122815	0.008622252	0.004606932
t	0.0010134933	0.00066647405	0.0010166646	0.0010461546	0.002153977	0.04898807	0.025890393	0.9096396	0.004971496	0.004613686
t	0.0007699199	0.0007234977	0.0036241084	0.0032621531	0.017511401	0.056557853	0.19234979	0.6470136	0.06890679	0.009280867
i	0.017713698	0.037935313	0.039789114	0.0038296245	0.0022636952	0.03808348	0.2556297	0.063884474	0.2780487	0.26282224
f	0.0035932139	0.00045731955	0.0025554716	0.007210163	0.020959781	0.21211228	0.006829082	0.25733846	0.24479884	0.24414533
i	0.012634152	0.0066972473	0.025828095	0.013575798	0.031418778	0.028235242	0.21710986	0.26414493	0.2081414	0.19221444
n	0.018121788	0.0014289523	0.006732108	0.007647978	0.010907336	0.15397881	0.0022959663	0.20015225	0.49473664	0.10399817
è	0.016281625	0.004799412	0.030388072	0.020377494	0.035013467	0.024870211	0.04930477	0.19274624	0.40058565	0.22563307
s	0.0065462706	0.0022972748	0.0041624797	0.003222834	0.0025709027	0.015526064	0.0012193441	0.16193348	0.71928203	0.08323928
t	0.011285281	0.0021843761	0.018319532	0.005855017	0.009592941	0.012606653	0.024955297	0.049427655	0.7309983	0.13477498
r	0.0074657686	0.03927462	0.021720907	0.0019428835	0.0006789033	0.0032837824	0.008248718	0.0044386373	0.86457336	0.048372366
a	0.013990829	0.029306563	0.06029751	0.010718244	0.0038143687	0.0076682977	0.021471545	0.004539299	0.7765718	0.07162153
</S>	0.001629154	0.00019923334	0.0019105227	0.0016999316	0.003413383	0.029487327	0.0007862184	0.020251697	0.320003	0.62061954
