 	se	aveva	visto	le	nuvole	le	nuvole	avrebbe	capito	che	stava	per	piovere	</S>
a	0.9386073	0.050982535	0.009748371	0.0004053679	7.841787e-05	9.048785e-05	4.5803383e-05	1.9289546e-05	4.9428513e-06	3.1502232e-06	2.4817195e-06	9.673724e-07	2.597575e-06	8.402927e-06
n	0.07357171	0.8485599	0.011247662	0.008734182	0.015461731	0.01244243	0.0035658001	0.013010903	0.009889833	0.0012966527	0.00092837686	0.0005476956	7.810376e-05	0.0006650889
ì	0.008883336	0.77158046	0.18222709	0.016562797	0.0059210514	0.002639639	0.0011928807	0.0038304375	0.0016203733	0.00013960167	5.56577e-05	4.630902e-05	2.5247651e-05	0.0052751563
c	0.007000766	0.94503725	0.0265946	0.0014848781	0.0034765047	0.0052268556	0.0035307566	0.0031966795	0.0022744217	0.00066340127	0.00047745058	0.00013966157	3.73873e-05	0.00085928687
h	0.41566908	0.044234063	0.18650366	0.05472785	0.05161341	0.09367091	0.028773298	0.047525436	0.007983427	0.0084458	0.0018914167	0.001716185	0.002179175	0.055066247
e	0.16740894	0.24697502	0.52226704	0.029771907	0.005557218	0.009929019	0.0056856493	0.0047378447	0.0008748357	0.001119628	0.0011460206	0.0009111703	0.00064737507	0.0029683388
t	0.0010000358	0.0040894235	0.9848704	0.008740142	0.00068512186	0.00026849177	0.00010502343	0.00015751606	3.3303102e-05	7.731246e-06	7.2806906e-06	4.505267e-06	4.959711e-07	3.052639e-05
o	0.0020217793	0.018280625	0.73160136	0.16710968	0.020226965	0.01861368	0.011993467	0.011547526	0.00151322	0.0014119641	0.00089522294	0.000500367	0.0007809405	0.013503233
r	0.0013657935	0.002701083	0.823853	0.15289418	0.014392278	0.0027994227	0.0007881584	0.0010391355	0.00012710167	1.2519517e-05	1.1722354e-05	3.2256587e-06	1.9769526e-07	1.2161917e-05
ì	0.0019800595	0.031615984	0.7953896	0.12813514	0.016144916	0.0066116736	0.007660319	0.004894216	0.0013425917	0.00065427675	0.00026422364	0.00011605885	0.00016058455	0.005030328
s	0.021654328	0.0021195526	0.58235645	0.29994985	0.06179122	0.011768377	0.011970312	0.0057670665	0.0015148532	0.0004775841	0.00010002839	3.469654e-05	7.165671e-06	0.00048859854
o	0.0073827123	0.021902759	0.6324855	0.24391513	0.023082884	0.018342994	0.008417776	0.014953986	0.002208917	0.0019969197	0.0006812137	0.00037877465	0.002508032	0.021742417
n	0.000378935	8.961191e-05	0.01793419	0.8634792	0.105202824	0.010177134	0.0010636965	0.0014928726	0.00011811412	2.6936515e-05	1.3740754e-05	3.0726387e-06	7.441585e-08	1.9669042e-05
t	0.0047018086	0.018093554	0.2683166	0.5407229	0.07665682	0.03812313	0.02385572	0.012988289	0.0024942388	0.0027836578	0.001421815	0.00038711278	0.0008209085	0.008633425
a	0.034637753	0.006751709	0.024689617	0.5986908	0.08584994	0.06533255	0.032510526	0.06685739	0.03744684	0.021476256	0.0129078915	0.008968303	0.0012864333	0.0025939546
t	0.0013739874	2.9239642e-05	0.0036327848	0.72771466	0.24367997	0.019997856	0.0010048914	0.0021114491	0.00026949207	7.620247e-05	3.123805e-05	1.5463911e-05	6.2716765e-07	6.214348e-05
a	0.0039228178	0.016759094	0.048000455	0.47128394	0.25024784	0.10541199	0.032681484	0.03325595	0.009400412	0.0052768965	0.00641072	0.0012103479	0.000503884	0.015634183
s	0.0009482575	0.00032106164	0.002239392	0.14676197	0.7543698	0.07542198	0.0060264226	0.011502435	0.0020696695	0.00010867815	0.00010954191	4.5097913e-05	5.504668e-07	7.508943e-05
ì	0.0017244411	0.011623433	0.031827454	0.29076102	0.5229373	0.08235974	0.018115764	0.021259671	0.009403011	0.002876059	0.0017589801	0.00036971067	9.101271e-05	0.004892376
n	0.006299208	0.0013041866	0.006390631	0.09836222	0.6827379	0.11687198	0.07299865	0.0077311303	0.0038047517	0.0017617412	0.0008901502	0.00025258012	1.6284199e-05	0.0005784435
n	0.010037489	0.061308634	0.01994336	0.14638646	0.5855296	0.07344684	0.016851516	0.028882464	0.019083418	0.0060024275	0.0020958683	0.0011140446	0.0025268598	0.026790963
e	0.17765571	0.006949354	0.0077052955	0.065298356	0.16664256	0.20270972	0.05414722	0.06901058	0.018479643	0.053648405	0.007477195	0.01006852	0.016008079	0.14419931
f	0.0005273916	2.1493466e-05	0.0007222792	0.015437723	0.2729589	0.6201715	0.0704654	0.01604917	0.002510896	0.00056054036	0.00018004859	0.00012447123	5.775007e-07	0.00026962356
a	0.010357346	0.041030996	0.020984102	0.044393655	0.47566208	0.19060563	0.083981924	0.025325071	0.019972067	0.019163085	0.008750324	0.005732433	0.0031223118	0.05091899
t	0.0013352772	4.2512933e-05	0.0006420624	0.0055054454	0.09317005	0.67129475	0.18201962	0.035948083	0.008545277	0.00092903996	0.00027328552	0.00016925005	3.2635157e-06	0.00012210975
e	0.0011873244	0.011074793	0.015470654	0.026721692	0.20618215	0.51965004	0.16333544	0.020610066	0.015378363	0.006209529	0.00482148	0.0014070777	0.00027872706	0.007672642
s	0.0012083565	0.00060812297	0.0016120796	0.006033799	0.035260532	0.37672192	0.4877632	0.05287381	0.030476363	0.0036376163	0.0023214675	0.0010087457	4.7478648e-06	0.0004691893
m	0.0017928894	0.024965623	0.020458596	0.024908025	0.09981232	0.41973892	0.31229645	0.029837083	0.027870003	0.011381299	0.005977125	0.0021292875	0.0010772006	0.017755253
à	0.06500842	0.009793887	0.011701906	0.010572607	0.019247338	0.14613831	0.25318554	0.04970498	0.025871895	0.0560071	0.013038189	0.013149136	0.007484853	0.31909588
n	0.0017306706	8.647149e-05	0.0009123534	0.002662124	0.023870012	0.308169	0.5549312	0.06092219	0.027539456	0.0134800635	0.0027933617	0.0015285733	1.4410733e-05	0.0013600781
t	0.019894557	0.09176657	0.016973628	0.011832546	0.049487546	0.20021348	0.40071633	0.02613532	0.03421948	0.023406021	0.010533674	0.006021448	0.006323065	0.10247635
e	0.12427472	0.0019982643	0.006124403	0.011545229	0.01199654	0.11729196	0.3751698	0.046876214	0.020771261	0.07434638	0.009099441	0.0114314305	0.048282936	0.14079137
ì	0.0009989594	0.00014686813	0.0008729068	0.0026338033	0.01632174	0.11368214	0.44984636	0.21607074	0.11670724	0.059147343	0.013693076	0.0056939656	2.47438e-05	0.004160109
c	0.00027626724	0.0003494987	0.00075293786	0.002209848	0.004791639	0.043290272	0.3275879	0.21471246	0.19635145	0.115514405	0.055387903	0.02914051	0.00052971195	0.009105203
h	0.019128002	0.26141188	0.047585487	0.052245516	0.03265404	0.09511105	0.33880192	0.020136055	0.019110378	0.011921051	0.03115704	0.008385439	0.0088619515	0.05349022
e	0.100844786	0.0008292406	0.004091073	0.0044854963	0.0051351395	0.048165582	0.21871336	0.04059593	0.015730355	0.06863169	0.015208292	0.0423692	0.18775284	0.24744704
a	0.00067256804	0.00022054372	0.0010533349	0.0050064856	0.011368133	0.040385254	0.12686709	0.3114034	0.24928622	0.13096057	0.059282254	0.026776291	0.00028154516	0.036436353
n	0.00038022222	0.006949305	0.007333933	0.0076675485	0.0037411454	0.014947416	0.072091565	0.0685105	0.14336368	0.17436537	0.3730029	0.102178715	0.008642844	0.01682493
o	0.00888363	0.18322392	0.05780211	0.039959088	0.023313563	0.040813304	0.089625016	0.042803373	0.08255084	0.11546656	0.18986648	0.041089218	0.02324145	0.06136156
ì	0.0012839633	0.0009517713	0.0016479013	0.004359004	0.0029513885	0.005421559	0.015724856	0.11001684	0.22046648	0.14967212	0.31592473	0.16583554	0.00042728614	0.005316534
s	0.00064327556	0.0013605255	0.0012102564	0.0016804574	0.0013104063	0.0023203718	0.012756399	0.040696323	0.049380016	0.08829794	0.40894023	0.36931214	0.0058780164	0.01621362
o	0.009329008	0.19816759	0.024328481	0.011109598	0.0057277475	0.012319836	0.029832989	0.031820986	0.08095453	0.16260548	0.26296118	0.07100842	0.056137845	0.043696355
n	0.00020061886	0.0004327202	0.00063845806	0.0015804565	0.00094193005	0.0018748923	0.003636012	0.026370957	0.056084048	0.082701534	0.38634306	0.40280664	0.0039452394	0.032443356
t	0.015578149	0.222624	0.037411526	0.02293311	0.012125935	0.015573402	0.015102611	0.021995137	0.045278527	0.08920766	0.29182664	0.068268724	0.054674957	0.08739966
a	0.045793306	0.0020246068	0.004284789	0.005251896	0.001984812	0.0025158843	0.0067603746	0.004383414	0.0065905517	0.12590483	0.07211692	0.06484252	0.30982083	0.3477252
k	0.0006609154	0.00018897388	0.00064020004	0.0021572213	0.0016073238	0.00285057	0.0031474852	0.04246468	0.08796269	0.090249844	0.25424537	0.39119944	0.025962275	0.09666313
a	0.023993546	0.2284539	0.036936615	0.015231922	0.008316562	0.008374031	0.010085094	0.008494113	0.01807344	0.054529227	0.22322413	0.069711596	0.08049676	0.21407905
ì	0.0022996464	0.00036200573	0.0015581719	0.004110027	0.0032068016	0.0050109667	0.0044344566	0.04953511	0.08085825	0.06329272	0.22654627	0.45515078	0.011799656	0.09183515
c	0.0008901794	0.0015513253	0.0012967014	0.001748904	0.0012791925	0.0014929596	0.0020419557	0.0119085265	0.01267864	0.02267542	0.20522149	0.58345306	0.09802654	0.05573513
h	0.033598028	0.06456	0.020657632	0.06167477	0.027569015	0.018800838	0.008618247	0.076375574	0.05347304	0.038901497	0.20105481	0.12984924	0.14759128	0.11727613
e	0.039330058	0.00024080575	0.00064490177	0.00088003743	0.00017769115	0.0002523849	0.00054739934	0.0018207813	0.0021793165	0.023907391	0.026943387	0.0755405	0.57204294	0.25549245
n	0.0011826686	0.00037805332	0.0012075615	0.0035041946	0.0020078358	0.0021990563	0.0013083677	0.01785789	0.021316953	0.019483674	0.16060886	0.31921855	0.023127818	0.42659858
a	0.037782058	0.2525651	0.044097494	0.033382095	0.016272672	0.010108631	0.0043165316	0.0045669447	0.00462281	0.010334848	0.11026492	0.046339244	0.06942136	0.3559253
v	0.003026549	0.0013572547	0.0028557943	0.0051755514	0.0038779988	0.0042519486	0.0027174687	0.020732949	0.02164567	0.01788859	0.15928061	0.4473658	0.029874528	0.27994928
r	0.002277373	0.03312429	0.009380571	0.014031285	0.0061691953	0.0066441935	0.0019641658	0.0072275377	0.00771148	0.009120393	0.13347498	0.066350274	0.3869818	0.31554246
è	0.03753965	0.05609133	0.017961504	0.020927412	0.009201587	0.004605146	0.003953466	0.0025251813	0.0033635385	0.014209634	0.09540347	0.07248962	0.16776517	0.49396327
t	0.0010404927	0.00027698578	0.0007748325	0.0015841896	0.0011144317	0.0012829403	0.000750688	0.006158719	0.006171636	0.005664886	0.037753213	0.14541155	0.55062276	0.24139266
s	0.010387715	0.06670734	0.02108791	0.007367981	0.0035372481	0.0038937256	0.0024142512	0.0037889825	0.0069165067	0.019798756	0.13371548	0.048053727	0.5519276	0.12040277
i	0.018966397	0.00031265692	0.00069451757	0.0014735581	0.00058547413	0.0013517378	0.0013037389	0.0010858328	0.0007863932	0.0084962305	0.0061958674	0.013626119	0.90326536	0.041856162
</S>	0.00040143618	0.00013856933	0.00050810067	0.001908177	0.0013349799	0.002267071	0.0014381303	0.009139286	0.012248309	0.008019717	0.025719764	0.05492595	0.26675004	0.61520046
