 	lui	sapeva	che	oggi	fa	freddo	fa	freddo	e	non	ha	fatto	il	bagno	</S>
c	0.9645447	0.034356937	0.00043951446	0.00047990857	1.03340235e-05	0.00011592818	7.603644e-06	3.6858997e-05	2.9154014e-06	1.6305892e-06	4.3651875e-07	1.1242747e-06	4.1541594e-07	8.401077e-08	1.5709243e-06
ì	0.7095286	0.14297657	0.021539202	0.02529188	0.025893476	0.026219271	0.011370774	0.011899276	0.004880145	0.001305243	0.0016782276	0.005467716	0.0032068247	0.00021740145	0.008525385
n	0.6447591	0.040719476	0.014385213	0.05369715	0.13366862	0.02878476	0.036206238	0.006997402	0.0031568094	0.0018625939	0.008590714	0.0010656416	0.00018810957	9.027989e-05	0.025827873
o	0.42153022	0.5181546	0.0049291463	0.046161704	0.0010535073	0.002053815	0.00081422913	0.00082438777	0.0007615802	0.00045769106	0.000241514	0.0002318709	0.00011395559	9.50973e-05	0.002576648
ì	0.1614928	0.82702094	0.0071167066	0.0039195623	0.0003774039	3.131088e-05	2.6545564e-05	3.2615637e-06	2.0570308e-06	2.2267657e-06	4.0956998e-06	5.481083e-07	1.2137473e-07	8.305399e-08	2.2850677e-06
t	0.019958008	0.9494127	0.0071192333	0.02245866	0.0006094626	0.00016982976	0.000114068884	2.6568705e-05	2.1116686e-05	2.4441088e-05	4.9517403e-05	5.780197e-06	3.9401942e-07	2.0560792e-06	2.810347e-05
s	0.046929378	0.91753364	0.007387961	0.01699564	0.0009960516	0.00014731719	0.00030485936	3.926932e-05	9.8304045e-05	0.00026796173	0.00036381398	2.1962309e-05	8.822087e-06	0.00062409294	0.0082809
e	0.22582197	0.5391603	0.09682194	0.022503743	0.006816879	0.073326945	0.0069063697	0.020582188	0.0050212196	0.0016662267	0.0008085803	0.00015388173	0.000110226945	1.5515292e-05	0.00028401345
r	0.06738083	0.6416737	0.27164915	0.017124692	0.0015247663	0.0003631221	0.00019353135	3.629933e-05	1.8152026e-05	1.4131313e-05	1.0466925e-05	1.6510397e-06	3.989713e-07	4.3236845e-08	9.07414e-06
e	0.11091055	0.6939751	0.12734136	0.03766857	0.00818916	0.0023850207	0.0048061674	0.0007760205	0.0033478015	0.004732447	0.0016226209	0.00022698431	0.0002540045	7.277118e-05	0.0036914214
