 	quando	io	divento	vecchia	vendo	la	casa	vendo	la	casa	a	Trieste	vengo	e	abito	a	Martano	</S>
m	0.98534364	0.014503918	5.956115e-05	4.4552203e-06	3.3446384e-05	1.8885534e-05	1.2695373e-05	3.0446936e-06	3.1868124e-06	3.7523014e-06	6.292741e-07	1.0922554e-05	6.4978856e-08	1.9412578e-07	8.382615e-07	1.5814179e-07	2.2028422e-07	3.700155e-07
ò	0.03491506	0.8403888	0.008564787	0.004929133	0.03027586	0.02153183	0.020154495	0.009162226	0.008217448	0.008826983	0.0022548006	0.00501726	0.0005238795	0.0012230814	0.0018946744	0.0007340504	6.590722e-05	0.0013197764
t	0.074608564	0.76639223	0.01764839	0.00967337	0.051326107	0.040387936	0.016308166	0.009951548	0.005526023	0.0016405779	0.0018298486	0.00030960538	0.00021315465	0.00054354646	0.00012304955	0.00017252097	6.9344875e-05	0.0032760482
t	0.36133662	0.5803175	0.008585096	0.0021946218	0.0029703667	0.0017874977	0.0012398832	0.00064377295	0.00049308635	0.00039336388	0.0005402361	0.0035273323	0.00043538483	0.0001965774	0.00021550502	0.00013232416	0.00011166353	0.03487917
i	0.94853604	0.045750663	0.0020437979	0.0005028088	0.0014455254	0.00059634837	0.00023654797	0.000108467415	5.65518e-05	6.719671e-05	2.855996e-05	0.00059441896	5.9312224e-06	5.0445756e-06	5.606514e-06	2.0360208e-06	1.5451874e-06	1.2887747e-05
i	0.08967362	0.9049394	0.0030264964	0.000118889424	0.0016082163	0.000401042	8.6706226e-05	3.2577223e-05	1.3696642e-05	1.0488768e-05	2.7288854e-06	8.104686e-05	2.8614855e-07	4.3636857e-07	1.3276449e-06	2.0526983e-07	2.3101677e-07	2.6836638e-06
v	0.03699758	0.92583	0.033535097	0.0006793934	0.0017254595	0.0004967163	0.00019488973	0.00014318463	6.277156e-05	3.2965803e-05	3.49989e-05	6.392355e-05	1.3615081e-05	9.158953e-06	3.2304347e-06	4.8962106e-06	7.918733e-07	0.00017114743
ò	0.033565074	0.8899753	0.058650203	0.0011149975	0.011259288	0.0021583098	0.00079533126	0.000569457	0.00019638315	0.00013902508	8.4802574e-05	0.0004992775	3.1387965e-05	1.9236051e-05	1.7873277e-05	1.546651e-05	3.2314929e-06	0.00090537884
e	0.06453263	0.62402123	0.27492136	0.01095802	0.016609473	0.004862724	0.0015234872	0.0009604903	0.0005274092	0.00017425395	0.0002356842	6.168652e-05	3.7629827e-05	4.9696675e-05	1.125442e-05	1.1074812e-05	1.5466154e-05	0.0004864291
g	0.009399831	0.26862186	0.63202375	0.060736712	0.015652481	0.00300465	0.001340472	0.0012260199	0.0005214693	0.00025602063	0.0006607315	0.0006125623	0.00043896562	0.00017945794	4.1150146e-05	0.000114522874	2.9562947e-05	0.0051397597
h	0.020171141	0.0995478	0.76829123	0.05152112	0.03230875	0.0070119156	0.00278744	0.0037008494	0.0012763522	0.0007946537	0.0012736176	0.001440257	0.0005875735	0.0003393503	0.000110711815	0.0001865797	2.8319055e-05	0.008622254
è	0.033714563	0.22214378	0.32342514	0.03860416	0.1822659	0.043452434	0.023235403	0.015038936	0.00612711	0.009393095	0.003807537	0.08540069	0.00090086326	0.00062304526	0.0022382278	0.00055055437	0.00025598443	0.008822625
n	0.012802157	0.008905942	0.784351	0.15861024	0.029077267	0.0043175914	0.0008891027	0.0005164874	0.0002254283	7.595979e-05	0.00010230352	4.5335604e-05	1.0000912e-05	1.2397801e-05	2.6214636e-06	1.9779018e-06	1.7791823e-06	5.2419826e-05
n	0.058736097	0.036442537	0.57448876	0.23110934	0.03102711	0.008142002	0.0032100813	0.0038510966	0.0012026771	0.000978941	0.0013151093	0.011780012	0.00102766	0.00031711019	0.00033371063	0.00022575566	0.0003096022	0.035502367
o	0.6928232	0.011370726	0.07231962	0.048627425	0.050612696	0.02908532	0.0217907	0.011932733	0.008817528	0.009717859	0.011890548	0.021459907	0.0022635807	0.0016765345	0.0015778381	0.0012738982	0.00020978486	0.0025501712
m	0.02187482	0.023744034	0.26678893	0.45597804	0.19874133	0.02340324	0.005122762	0.0018756805	0.0010692225	0.00061224366	0.00032345523	0.00033642078	9.195617e-06	2.2889692e-05	3.377748e-05	9.483492e-06	1.0129559e-06	5.3583855e-05
e	0.012622545	0.051778123	0.15840322	0.4686965	0.117535286	0.037380163	0.026273593	0.01663522	0.009578328	0.012844389	0.0052506584	0.0604403	0.0020993713	0.0013250813	0.0046761176	0.00085299247	0.00025259887	0.013355588
v	0.008809225	0.005261693	0.04012955	0.32657576	0.57407683	0.03818063	0.0041732467	0.001595877	0.000622344	0.00023705783	0.0001669551	0.00011375385	6.651558e-06	1.4466455e-05	1.5356432e-05	6.1042847e-06	6.369321e-07	1.3842772e-05
è	0.00085629657	0.0075418083	0.014629772	0.7526727	0.15234719	0.028765386	0.014684741	0.0098466305	0.005560196	0.0052766423	0.0017424275	0.002095687	0.000223921	0.00042368754	0.0009901109	0.0002803744	1.1054632e-05	0.0020513835
k	0.00095174974	0.00091552536	0.0026958077	0.79002184	0.18347137	0.014531707	0.0032239743	0.0023306832	0.0007995794	0.00038615862	0.00030836204	9.506426e-05	4.5350953e-05	6.7497625e-05	1.5894999e-05	1.9966687e-05	2.4102885e-06	0.00011711707
k	0.009385679	0.0030124087	0.0068794093	0.88533074	0.06321899	0.008633313	0.0037746306	0.003215072	0.0013176093	0.0008901924	0.0012784746	0.0033383141	0.0007892981	0.00029053024	0.00029305642	0.00016813222	0.000108639964	0.008075497
i	0.25617436	0.006474021	0.012423145	0.38752493	0.14501339	0.0413009	0.027420547	0.009928602	0.009443309	0.012116998	0.015423	0.04477039	0.0015294296	0.0019091642	0.0039027315	0.001532695	0.0061226967	0.016989632
a	0.0016324207	0.001088104	0.003719103	0.096473515	0.6536206	0.20275314	0.031108178	0.005548777	0.0022429992	0.00094672793	0.00049180654	0.00016415854	1.8531808e-05	5.1430827e-05	4.7590966e-05	1.8380737e-05	7.250163e-07	7.381627e-05
e	0.0001657344	0.0013077572	0.0017869273	0.05025374	0.6527902	0.21712296	0.05109699	0.016836619	0.0040554353	0.0019374136	0.0011065912	0.00040419635	0.00019613862	0.00019082335	0.00023905869	0.0001231246	1.7495678e-06	0.0003845718
p	0.0001608701	0.0015411888	0.0010157287	0.024342606	0.5232819	0.3271318	0.08174631	0.030798243	0.006075938	0.0022231673	0.0009045099	0.00015923657	9.1103524e-05	0.00014869086	0.00012879491	7.914826e-05	1.312505e-06	0.00016948106
u	0.00096621754	0.0035537924	0.0028153001	0.0542815	0.45905733	0.29850414	0.09646787	0.049493156	0.016769199	0.008163346	0.003910792	0.0007977638	0.00036718277	0.0009250812	0.001044799	0.00064912875	8.229226e-06	0.00222519
l	0.0009969154	0.00171967	0.0027800505	0.03157206	0.28091285	0.4195144	0.1576232	0.07238814	0.018206164	0.0061159832	0.004018447	0.00046100063	0.00031348295	0.0007227122	0.00048076487	0.0005170126	5.175064e-06	0.0016519919
