 	sta	seduta	nel	giardino	nel	giardino	</S>
s	0.9980856	0.0017506516	8.945398e-05	6.764129e-05	1.0810284e-06	1.9405584e-06	3.5877881e-06
t	0.7731979	0.10447623	0.030021815	0.035216853	0.011830305	0.0018726661	0.043384157
e	0.97492653	0.022803636	0.0011865583	0.0010394838	1.3659227e-05	5.7068482e-06	2.4352667e-05
k	0.24946374	0.74364054	0.0053871064	0.0011542557	1.9606325e-05	8.908885e-06	0.00032590627
a	0.10575452	0.88017434	0.0070890104	0.0024262583	0.00023549561	0.00020656943	0.004113804
m	0.048378237	0.7244749	0.22360271	0.0032440326	8.784247e-05	1.742438e-05	0.00019484355
m	0.04145815	0.9267412	0.009332519	0.0031984644	0.00026818266	0.00044083508	0.018560603
è	0.33366233	0.53592086	0.11944803	0.0099647	0.00025458552	0.00023433699	0.00051521923
n	0.10575645	0.43099958	0.4588859	0.004103813	4.177996e-05	2.4515795e-05	0.00018790174
i	0.042532314	0.81252104	0.119560204	0.016421337	0.0012603085	0.0020659647	0.0056388034
s	0.121958725	0.13539821	0.6617243	0.07901501	0.0010537645	0.0001540859	0.000695876
t	0.017530791	0.43190035	0.46013582	0.059971884	0.0019174014	0.0008898723	0.02765384
o	0.10738528	0.05830654	0.7833267	0.040813833	0.0037191056	0.0028298737	0.0036186837
g	0.032419574	0.05688133	0.36544666	0.52953464	0.007870656	0.0006541699	0.007192932
i	0.0071402704	0.059338205	0.1634069	0.74579227	0.018906107	0.0006279619	0.0047883433
a	0.019229177	0.030634578	0.053898837	0.8690088	0.01769085	0.00081923406	0.008718519
r	0.0008278961	0.0034796263	0.004622095	0.97233665	0.0149903055	0.00026053406	0.0034828698
d	0.007807744	0.029497456	0.037182227	0.6832994	0.107775494	0.0068048295	0.12763286
ì	0.16809916	0.028105114	0.090684086	0.5968506	0.0979895	0.0068428405	0.011428698
n	0.0022326696	0.0051362375	0.010461289	0.46976152	0.49096256	0.0023434085	0.019102208
o	0.0033920975	0.0123407	0.019853834	0.30653086	0.5752784	0.020582568	0.062021554
s	0.035383563	0.023591878	0.05714129	0.15929934	0.6046756	0.05624198	0.06366631
t	0.0031451292	0.0044691437	0.007868022	0.26833728	0.49803248	0.0267951	0.19135292
o	0.06831111	0.014812137	0.044207357	0.08302405	0.7114784	0.04991241	0.028254472
c	0.006889583	0.008298303	0.011828808	0.12696706	0.50402504	0.12482576	0.21716541
ì	0.021156998	0.010148752	0.010587123	0.18129958	0.34069225	0.18841855	0.2476968
p	0.05497795	0.020938372	0.028900577	0.18354975	0.26131928	0.2996503	0.15066373
o	0.0015034279	0.0007761282	0.0012235995	0.08906352	0.09178805	0.51187843	0.30376685
</S>	0.0029588353	0.0027989668	0.003157391	0.07415944	0.031716734	0.20676762	0.678441
