 	il	ladro	è	entrato	da	qui	</S>
o	0.99799204	0.0014983448	1.5197682e-05	0.0004915154	2.7904684e-07	1.1042175e-07	2.6229193e-06
l	0.6947039	0.26421997	0.019855397	0.0028760326	0.005514912	0.003832884	0.008996946
à	0.07505563	0.9056645	0.0032178625	0.008727834	0.00019116554	4.173005e-05	0.007101074
d	0.19854784	0.78302777	0.005957154	0.009550804	0.0004180575	4.56861e-05	0.0024526857
r	0.04838024	0.73621076	0.047077328	0.092209205	0.0020778722	0.0027348422	0.07130963
o	0.34146604	0.31683195	0.056789834	0.2771269	0.0024098565	0.00019184445	0.005183593
i	0.21279864	0.48975462	0.18548612	0.11077002	0.00047398006	4.807495e-06	0.0007118208
m	0.005263334	0.099954434	0.8159541	0.06930565	0.008000225	0.00011584852	0.0014063996
b	0.004964992	0.11511751	0.26221195	0.59172934	0.0073731923	0.00028740417	0.018315516
ì	0.053966284	0.012313103	0.21305814	0.70603895	0.008735541	0.00034342794	0.0055445065
k	0.009307405	0.011225738	0.88758075	0.048174504	0.039758313	8.039312e-05	0.0038727669
e	0.0019036789	0.016083224	0.09978575	0.843378	0.010122422	0.005458799	0.023268143
a	0.06448829	0.015279598	0.20423502	0.102812424	0.6086308	0.0016066425	0.0029473142
p	0.002630154	0.016531406	0.0364805	0.043245424	0.8901232	0.005225	0.00576433
ò	0.0050992197	0.018001918	0.022731805	0.014228973	0.913455	0.008603337	0.017879702
t	0.0064867297	0.005086848	0.006795053	0.011307513	0.956286	0.00871328	0.005324594
t	0.0027031435	0.006344584	0.029386703	0.017749876	0.30328837	0.59586847	0.044658862
u	0.047455914	0.0044134413	0.066810444	0.08865087	0.07760553	0.39120734	0.32385647
</S>	0.0021371024	0.0022142597	0.026603306	0.0030506498	0.072747394	0.61800206	0.27524525
