 	ora	io	sto	studiando	di	di	imparare	di	diventare	maestra	</S>
à	0.9995296	0.0002530099	0.00019235004	1.8416544e-05	2.8516145e-06	1.0334918e-06	2.8724713e-07	3.259447e-07	7.4516294e-08	1.1938946e-06	8.7426366e-07
r	0.9404596	0.006261254	0.0028964006	0.013914349	0.016142536	0.01041685	0.003884127	0.0029861373	0.0013388428	6.8589216e-05	0.001631322
t	0.6576511	0.13337417	0.011422221	0.0064673037	0.007976011	0.0056364033	0.004484855	0.0013167217	0.0011233067	0.001244954	0.16930291
e	0.45441622	0.21125123	0.24142565	0.07422187	0.011019785	0.0047979117	0.0011936974	0.00068524387	0.00010365179	0.00016473794	0.0007200328
n	0.024314854	0.9700224	0.004052161	0.00089003256	0.0005751499	0.000106070576	1.1319849e-05	5.494209e-06	1.0462237e-06	1.5550104e-07	2.1504666e-05
a	0.056119673	0.8442501	0.016906189	0.021547666	0.022711085	0.007867175	0.0055748434	0.0014684065	0.000908798	0.0014583562	0.021187631
i	0.009934788	0.9615082	0.025699668	0.0021145435	0.00052840397	0.000117376476	1.9328065e-05	9.82707e-06	2.8592735e-06	2.3621074e-06	6.262789e-05
v	0.006130714	0.9683765	0.017124938	0.0038706346	0.003506386	0.0005885258	0.00013543329	3.4674078e-05	1.8724162e-05	1.3465823e-06	0.00021209681
ò	0.019397493	0.87622255	0.066961855	0.018534882	0.014792115	0.0026035279	0.0004008654	0.00018301219	5.153724e-05	3.692945e-06	0.00084835774
s	0.01492849	0.29930422	0.46194735	0.19280058	0.022800185	0.0053683706	0.0011132644	0.00048353014	0.0002010078	2.1834647e-05	0.0010311813
t	0.00931421	0.25640523	0.5916882	0.04742396	0.025469694	0.011030539	0.0068599107	0.0011634604	0.0009366256	0.003514055	0.046194006
e	0.00057815376	0.0037027819	0.9680177	0.018575314	0.0018463518	0.0012705998	0.0011728484	0.0002910814	0.00018759481	0.002969642	0.0013878456
s	0.0016071076	0.032353647	0.40763894	0.5241216	0.031124227	0.0026273092	0.00027596057	8.625832e-05	3.0162275e-05	1.6072767e-06	0.00013318656
t	0.035363376	0.061449844	0.5188603	0.2581969	0.042246588	0.023557166	0.017276827	0.006727806	0.003110664	0.0026909157	0.030519724
u	0.0011924462	0.0023011323	0.7338589	0.24236242	0.009275168	0.004441284	0.0028475265	0.0007583858	0.00026776385	0.0016175602	0.0010774925
d	0.0004929583	0.010890645	0.05243107	0.73237276	0.18965593	0.012636973	0.00090909784	0.00024945795	0.000110799476	2.955456e-06	0.00024735124
i	0.011839452	0.018090235	0.047865603	0.76966804	0.09130603	0.027216563	0.010671905	0.0057646623	0.0023434986	0.00059556466	0.014638397
è	0.00052470365	0.0053124297	0.0051521766	0.36338666	0.56263	0.059189346	0.002852532	0.00051209284	0.00024435978	4.2282727e-06	0.00019146483
o	0.0013024084	0.0025811924	0.0034195995	0.46229336	0.40591946	0.10835978	0.00965197	0.004021698	0.0015689577	4.0968676e-05	0.00084056094
n	0.0013229592	0.0018119349	0.0005199874	0.096027166	0.5247119	0.30733058	0.05228106	0.01014202	0.0049771434	0.00015280701	0.00072243594
a	0.0052874507	0.011576218	0.0031259616	0.16761728	0.4770643	0.2782625	0.039848715	0.0062151523	0.0018890899	0.0006663324	0.008446925
n	0.00027790212	0.00291162	0.00073781755	0.019911757	0.20382018	0.64305586	0.11054215	0.015540574	0.0029960996	1.8816498e-05	0.00018716283
a	0.007844997	0.016385952	0.0038403787	0.057889387	0.23673679	0.49221185	0.13582197	0.02189899	0.0067816423	0.0025984906	0.017989617
m	0.0004329008	0.003448075	0.0009281235	0.008268646	0.065920785	0.5211684	0.32666054	0.06095101	0.011604515	5.7529298e-05	0.0005594808
à	0.003778041	0.013529278	0.0026197317	0.031110043	0.129931	0.521899	0.21294005	0.046069965	0.009961002	0.003607073	0.024554765
s	0.00070011034	0.0014223482	0.0010384441	0.0035734514	0.012760631	0.17589203	0.47891954	0.2912394	0.03235398	0.00038778072	0.0017122811
o	0.0031951498	0.0074564894	0.0030621267	0.012451149	0.052679338	0.33525273	0.39894494	0.06983173	0.021577766	0.02136266	0.07418592
n	0.00017378716	0.0013327794	0.0005402466	0.003194267	0.012467466	0.08758922	0.33834365	0.4195659	0.1290213	0.0013188748	0.0064525106
a	0.008389101	0.011031163	0.003177205	0.008809072	0.021300282	0.11220662	0.40249085	0.28536275	0.047930554	0.027613606	0.07168892
d	0.00026297005	0.002760852	0.00076811184	0.0020448738	0.0077839443	0.036257662	0.20909365	0.39309552	0.3418623	0.0020487914	0.0040213936
i	0.0037945944	0.01854049	0.0030170367	0.0067375195	0.017778004	0.052578375	0.15460528	0.5062553	0.10833861	0.05982096	0.06853388
v	0.00050124666	0.0035574539	0.00093917496	0.0016974341	0.0052720765	0.015300791	0.06403902	0.3796784	0.5099979	0.0069821156	0.012034378
e	0.0018618895	0.01088418	0.0014940057	0.0035361326	0.010625701	0.02519397	0.0688343	0.4119598	0.17957963	0.16860263	0.11742779
n	0.00063544017	0.0050208843	0.0010755172	0.0023011016	0.0074535003	0.017405784	0.0357811	0.2636003	0.58117825	0.033448037	0.052100085
t	0.008377775	0.021156821	0.004530528	0.0057075797	0.013317658	0.021726355	0.056960385	0.25995195	0.22030614	0.23662959	0.15133522
è	0.0028307477	0.005406154	0.006370911	0.005261135	0.001760739	0.005145705	0.029905014	0.073017396	0.038253587	0.6403439	0.19170475
s	0.0001651065	0.0013550099	0.00070110225	0.0010625395	0.00245144	0.007934793	0.037569575	0.053687006	0.3631656	0.36650258	0.16540532
s	0.0064793127	0.011961413	0.0059745098	0.0035093252	0.0054649496	0.008932165	0.021548497	0.14149833	0.21744643	0.346448	0.23073705
o	0.0006885912	0.0006469126	0.0022989493	0.0021546786	0.00047625683	0.0011990201	0.006327549	0.0075058425	0.008453463	0.92995024	0.040298462
m	0.00015625813	0.0019327394	0.0005628416	0.0013086726	0.0041795853	0.01099624	0.01832241	0.034448482	0.16662322	0.28440526	0.47706425
a	0.0058837035	0.015921861	0.006460659	0.0038640418	0.004963151	0.0049078558	0.0058824383	0.07046089	0.11614224	0.39809442	0.3674188
è	0.00069721264	0.00476333	0.0021695378	0.0026060885	0.0059908545	0.013194576	0.026678545	0.045126848	0.23157169	0.19406419	0.47313708
s	0.00097317225	0.0017531808	0.001114836	0.0012211356	0.0016835079	0.0019322267	0.002499622	0.012012245	0.055157393	0.74374485	0.17790784
t	0.0012180776	0.002499538	0.0006024053	0.0007422875	0.0017318683	0.0018861027	0.002403333	0.017213047	0.05603828	0.87728536	0.038379688
r	0.00060370454	0.0012390906	0.0029201293	0.0013490622	0.00052946777	0.0009977949	0.0028328935	0.0059032245	0.013631798	0.8909966	0.07899632
a	0.0009884494	0.001093381	0.0057406602	0.0036386126	0.0010311826	0.0020136512	0.0032296018	0.004703221	0.008517425	0.9457152	0.023328565
</S>	0.00011487714	0.0016173468	0.00049182057	0.00095236266	0.0026716855	0.0066254255	0.00905085	0.013415829	0.036769558	0.14995106	0.77833915
