 	non	mi	aspetti	che	non	vengo	</S>
m	0.98619545	0.012620821	0.0010968255	5.7532056e-05	1.1646263e-05	2.3611084e-07	1.752117e-05
ì	0.21568342	0.056071386	0.68636495	0.003391176	0.0031584015	0.016860217	0.01847052
m	0.5659427	0.37347895	0.019999154	0.0022143556	0.0033530435	0.00256913	0.032442622
e	0.25008315	0.25752085	0.46679258	0.0036072205	0.0017988915	0.0064480496	0.0137492735
m	0.020910703	0.8326894	0.13593054	0.010043528	0.00031161073	1.0672225e-05	0.00010347225
ì	0.004858747	0.076323695	0.8939545	0.013844695	0.0031092393	0.0020626292	0.005846549
n	0.07531092	0.6419583	0.11450196	0.16309296	0.0042035775	0.00011391321	0.0008183937
e	0.005901897	0.10839588	0.8240864	0.041452665	0.007330943	0.004859653	0.007972533
k	0.048099693	0.11512983	0.014970063	0.7968398	0.022828491	0.00068513036	0.0014469636
a	0.0025711672	0.09158516	0.6235534	0.16179715	0.03257187	0.047783263	0.040138103
e	0.013780054	0.046226144	0.010099289	0.55488515	0.33737558	0.018856272	0.018777452
n	0.00443548	0.029227402	0.009157531	0.13594346	0.58231777	0.16056909	0.07834929
è	0.0027455722	0.019383406	0.009724825	0.027931554	0.25539643	0.6326321	0.0521861
r	0.03696936	0.069172606	0.000486726	0.04254482	0.32784557	0.5008329	0.022147933
k	0.0005141608	0.0047152587	0.004146093	0.0033100252	0.028888702	0.9085598	0.049866058
u	0.061175782	0.44112876	0.041359056	0.057425197	0.03670393	0.052598894	0.30960837
m	0.00061274105	0.0022104564	0.00031612668	0.0015535566	0.00964733	0.25587088	0.7297889
e	0.0021383574	0.029583255	0.07602961	0.017108465	0.033665232	0.1991031	0.642372
</S>	0.0028883598	0.0060994597	0.0002495136	0.0014956709	0.005990388	0.05999161	0.92328495
