 	avete	cucinato	le	verdure	</S>
i	0.9963307	0.0035413704	8.375235e-05	3.9203264e-06	4.0209274e-05
m	0.7647214	0.016590163	0.0067581744	0.16177976	0.05015055
a	0.7339474	0.1584648	0.02785842	0.0040201624	0.07570923
r	0.95550394	0.030621411	0.0108752325	0.00048686122	0.0025126815
è	0.6273487	0.08044277	0.06603751	0.013210315	0.21296069
t	0.80248916	0.11584544	0.07864807	0.0010011899	0.002016032
s	0.633421	0.10015039	0.112206444	0.017311715	0.13691044
a	0.007824872	0.9879973	0.00389274	0.00016316747	0.0001219831
t	0.11394955	0.2938589	0.59065056	0.00022462521	0.0013164259
o	0.13471554	0.40828654	0.34361377	0.007781536	0.1056027
l	0.21258707	0.05850409	0.68359673	0.007162522	0.038149603
a	0.06103847	0.021681216	0.41278547	0.24923223	0.2552626
l	0.23558472	0.016025092	0.4310453	0.11171889	0.205626
à	0.05349215	0.013045151	0.2683197	0.28672194	0.37842104
c	0.12424498	0.011221666	0.073564775	0.5764392	0.21452934
h	0.35188097	0.0027298534	0.045079112	0.01906184	0.5812482
a	0.055247877	0.14407942	0.051296663	0.51588976	0.23348634
n	0.006249368	0.0031556743	0.037057597	0.0058896276	0.94764775
a	0.20033348	0.06842097	0.19616494	0.009296044	0.52578455
</S>	0.024015136	0.004383588	0.018519599	0.026348604	0.9267331
