 	guardate	che	il	ladro	che	il	ladro	è	entrato	da	qui	che	ci	sono	i	segni	</S>
k	0.28692237	0.5780418	0.118564256	0.012639063	0.0005497529	0.0008673657	0.00063550065	4.1157688e-05	0.0016108747	2.9140589e-05	2.2464628e-05	1.9250801e-05	9.895391e-06	1.8555347e-05	4.107407e-06	4.7858975e-06	1.9654954e-05
a	0.09044577	0.027502153	0.09138878	0.34064966	0.04622509	0.07511312	0.11011917	0.039556116	0.0102010155	0.031842254	0.026622592	0.025479458	0.021165928	0.010437786	0.009313623	0.0014486227	0.042488873
n	0.061462283	0.8038494	0.10510021	0.025090784	0.0008769131	0.0012742042	0.0012145758	0.00023362393	0.00055022625	8.7115164e-05	4.1332194e-05	6.1473766e-05	1.25308625e-05	1.8828607e-05	7.1332893e-06	5.0723356e-06	0.0001142059
o	0.015986038	0.39418313	0.25754085	0.27034125	0.011430793	0.008156914	0.015855253	0.0039742514	0.0054227817	0.001243154	0.0007080358	0.0013313212	0.00038161728	0.00045131746	0.00034689883	0.00016439724	0.01248189
n	0.013370112	0.4662484	0.5034146	0.015009887	0.00066948903	0.00046537875	0.00030708718	9.8695265e-05	0.00033846986	1.7994513e-05	1.0088858e-05	1.7918446e-05	2.3388352e-06	7.410522e-06	2.2019506e-06	1.3636999e-06	1.861712e-05
ì	0.030181041	0.2248563	0.3566836	0.2895973	0.02366886	0.010339252	0.023294766	0.0043095974	0.0047799326	0.0012848596	0.0007009598	0.001269879	0.00045961057	0.00044839355	0.00033393834	0.0001198264	0.027671825
s	0.008499685	0.107427485	0.85767144	0.024588263	0.0011463653	0.00037138283	0.000111447	9.414486e-05	4.9396804e-05	9.872691e-06	5.33284e-06	1.3496262e-05	1.6467689e-06	1.7849034e-06	6.99838e-07	4.77203e-07	7.1067548e-06
e	0.0073570176	0.13757394	0.59600574	0.16881338	0.020051012	0.013071567	0.014437749	0.002491305	0.030318687	0.00030891056	0.0001403766	0.00031923832	4.3123175e-05	0.0001400709	5.26347e-05	3.1029987e-05	0.00884415
t	0.0012446505	0.013055567	0.8870541	0.09296987	0.0048475475	0.0005973692	8.2812025e-05	6.076578e-05	7.714822e-05	4.1667845e-06	1.1196795e-06	2.3039763e-06	1.6210272e-07	6.665609e-07	1.03851164e-07	8.882445e-08	1.5521273e-06
e	0.0035053845	0.014943917	0.6915667	0.23522799	0.0129670175	0.01319914	0.01298337	0.0017926338	0.010845147	0.0002690196	0.00010752962	0.00019200402	2.5410447e-05	5.9494712e-05	1.8366629e-05	6.317679e-06	0.0022906433
k	0.0039990693	0.00709771	0.33126527	0.6202167	0.030452736	0.0049566347	0.0010917417	0.0005859571	0.00019979372	7.030342e-05	1.2083106e-05	2.4159748e-05	2.4124213e-06	6.9245184e-06	1.4654222e-06	9.635362e-07	1.6017182e-05
o	0.009743719	0.009647511	0.20191182	0.69200414	0.02560739	0.0203801	0.024336427	0.0030562032	0.008119542	0.0005535053	0.0002114217	0.00033058278	7.160791e-05	7.483633e-05	3.226975e-05	1.0557172e-05	0.0039084516
l	0.010616509	0.0070274416	0.05868834	0.79722834	0.100660615	0.018204153	0.004296512	0.0020700695	0.00061567494	0.0003148449	5.1022555e-05	9.16503e-05	1.2162141e-05	2.485339e-05	6.3656207e-06	3.950755e-06	8.757209e-05
à	0.009238769	0.008217524	0.0748158	0.7687801	0.054855324	0.038075127	0.028163776	0.0057764263	0.0064501497	0.0010950577	0.0002783365	0.00042396167	5.9434482e-05	9.64841e-05	1.8852885e-05	9.316056e-06	0.003645506
d	0.01668879	0.01842699	0.046613056	0.6988369	0.10462823	0.07774643	0.025300628	0.006350582	0.0013045232	0.0016273513	0.00053411076	0.00080033304	0.00016929531	8.206558e-05	3.9981347e-05	2.8281942e-05	0.00082238734
r	0.0046125506	0.0061454037	0.024437979	0.71632904	0.12704709	0.03953088	0.025340257	0.011363599	0.02875591	0.0018396912	0.00046939892	0.0009884562	9.5117255e-05	0.00029926718	5.626087e-05	5.9922346e-05	0.012629165
o	0.0065745013	0.059267033	0.10922296	0.16090442	0.28777158	0.08166162	0.01934602	0.025908096	0.1971413	0.0061458093	0.0036526835	0.009270198	0.0007084407	0.007633781	0.00096998224	0.000934082	0.022887474
k	0.00059798756	0.0009969552	0.006396702	0.026092645	0.69277763	0.24300747	0.019102518	0.0065043974	0.003689984	0.0005274444	0.00011211887	0.00011155147	1.5049899e-05	3.001411e-05	2.831001e-06	8.06206e-07	3.396289e-05
e	0.006193642	0.012460471	0.03242893	0.21865879	0.16449125	0.12287564	0.07772992	0.020515926	0.31209612	0.007850181	0.0048305276	0.005990285	0.0011044199	0.0023891407	0.00052247295	0.000199145	0.00966312
o	0.0022414317	0.001367421	0.0023991081	0.005093371	0.4441141	0.44029838	0.058164936	0.034583766	0.009132788	0.001982943	0.00030928658	0.00018022342	4.4662676e-05	5.9896563e-05	8.524656e-06	2.3561481e-06	1.6780401e-05
l	0.000806142	0.0006659374	0.0018687267	0.0070261583	0.03087847	0.61094815	0.32656947	0.012799447	0.0044985893	0.0031452153	0.00038553684	0.00019648993	8.537344e-05	3.8474733e-05	7.0156216e-06	1.6704677e-06	7.908714e-05
à	0.0032196802	0.003108849	0.007832606	0.026219573	0.0506189	0.47867116	0.2917209	0.0315698	0.092375055	0.0077798096	0.0013848471	0.0015148344	0.00021507902	0.00022220983	3.7727514e-05	3.2357697e-05	0.003476729
