 	quando	venne	Giovanni	Anna	aveva	già	dormito	</S>
m	0.98263204	0.016546136	0.0008123407	1.7962603e-06	2.0218465e-06	4.7216082e-07	8.6052376e-07	4.3225414e-06
ò	0.030860567	0.33690372	0.6236376	0.000888195	0.0017991156	0.003085164	0.0002714478	0.0025542341
t	0.15238336	0.72615576	0.10610296	0.0015472445	0.00519703	0.0022258116	0.00010237878	0.006285448
t	0.27254066	0.466444	0.16707012	0.0024128405	0.0085042175	0.0005306584	0.00069505745	0.08180244
i	0.9160471	0.07954457	0.003666231	0.00023589963	0.00022036083	9.732345e-05	2.0855656e-05	0.00016765206
ì	0.027293913	0.95192784	0.020752078	6.6489465e-06	6.791526e-06	3.0949207e-06	1.347373e-07	9.624771e-06
r	0.0020537951	0.9395391	0.05728919	0.00059807306	0.0004468295	2.9347913e-05	1.3573391e-06	4.2409043e-05
t	0.14792466	0.48268518	0.23920311	0.031074112	0.022106789	0.0010375398	0.0018960971	0.07407259
e	0.3907984	0.45816675	0.13339782	0.0024269435	0.0036324617	0.0034452742	0.0008916598	0.0072406796
o	0.014539628	0.4051924	0.5799626	8.963894e-05	2.8739867e-05	4.4998815e-05	1.2210861e-06	0.00014074588
G	0.0006988591	0.016142443	0.97776276	0.004369353	0.0007383739	0.00019730545	2.0848115e-06	8.8781024e-05
i	0.0018461262	0.07519789	0.9223152	0.00019645173	0.00011289012	0.00013292766	2.6791029e-05	0.00017159255
o	0.1312145	0.5755349	0.2925889	0.0003890429	4.7443624e-05	0.00010352831	1.5412843e-05	0.00010634314
v	0.0017250584	0.04991901	0.94352984	0.0041982913	0.00022500796	0.00023618374	1.7684266e-06	0.00016481569
à	0.0017042479	0.056160487	0.9120943	0.027006514	0.00090808654	0.0011870045	7.818741e-06	0.0009315288
n	0.052291114	0.049405526	0.064018086	0.80601984	0.007984396	0.013834006	0.0002093082	0.0062377052
n	0.047533132	0.008685348	0.07018617	0.7401463	0.03706114	0.0064755315	0.005011537	0.084900804
i	0.6942445	0.012276818	0.01041935	0.046234436	0.0057620076	0.0057932185	0.07374659	0.15152304
e	0.14396772	0.26497212	0.29105794	0.15957834	0.025205342	0.045341134	0.0012516921	0.06862574
A	0.001344961	0.01064742	0.0808039	0.75507784	0.09244338	0.05468044	0.00046077525	0.004541296
n	0.0024733369	0.0074177687	0.0048981765	0.71686524	0.1671895	0.097854756	0.00053743	0.002763793
n	0.0019687759	0.0017217621	0.0053869043	0.8089853	0.14174844	0.027233066	0.003242884	0.009712861
a	0.11784337	0.018836975	0.007290453	0.09443311	0.009274616	0.015362997	0.117367715	0.61959076
g	0.030221019	0.018356135	0.022970393	0.021910883	0.23944317	0.58911246	0.006391036	0.071594946
i	0.006717358	0.009584402	0.0506719	0.32333958	0.21455617	0.21764854	0.036845718	0.14063632
à	0.019759638	0.018162059	0.03711772	0.007905076	0.14246082	0.69533336	0.0064575956	0.07280373
ì	0.001740123	0.0019770523	0.0011876236	0.008243596	0.16546814	0.784013	0.011977056	0.02539347
c	0.00033678944	0.0018515572	0.0027542035	0.002520496	0.12390077	0.7625305	0.013955542	0.09215016
h	0.043100152	0.023721345	0.03204592	0.010632452	0.3128749	0.42593494	0.019958485	0.13173185
e	0.14819977	0.0014504497	0.00057372416	0.0064882976	0.010143531	0.022086924	0.4110227	0.40003467
p	0.0014949848	0.0014315296	0.0015621579	0.00068792264	0.015358658	0.38850364	0.06278814	0.52817297
l	0.007505544	0.008343559	0.013314112	0.0012789894	0.012680519	0.06206828	0.15554431	0.7392646
ò	0.031330697	0.0047565824	0.0041865213	0.0014294612	0.0025292113	0.031605136	0.26858947	0.6555729
s	0.0034870312	0.0009251568	0.00023297209	0.00013786176	0.00071643357	0.11777573	0.62252814	0.2541967
o	0.011535133	0.026897343	0.013282373	0.0016451811	0.022919226	0.080491476	0.5341654	0.30906394
n	0.004128468	0.0011739384	0.00036429815	0.00018820274	0.0007504841	0.054436177	0.5387681	0.4001903
t	0.023583721	0.026105113	0.021060513	0.0015292552	0.010415505	0.05247854	0.4415882	0.42323914
a	0.05874545	0.0006046371	0.00035009146	0.0008029505	0.0002705349	0.0038941605	0.76871425	0.166618
</S>	0.002446489	0.0011968948	0.0010267488	0.00048674707	0.0008922199	0.053031284	0.2510343	0.6898853
