 	volevo	trovare	un	forno	che	fa	un	rustico	buono	</S>
ì	0.9979686	0.001540553	0.00024078156	0.00016305168	6.897514e-05	5.383387e-06	2.0168804e-06	4.77588e-06	4.7722074e-07	5.347237e-06
s	0.8950498	0.03712614	0.009458827	0.009509717	0.011928677	0.016959142	0.012810863	0.00017448427	0.00055644586	0.0064259223
e	0.9116489	0.028817896	0.0066388035	0.0032032772	0.0014536299	0.0017662294	0.001032325	0.00014380434	0.00060860027	0.04468646
l	0.20857659	0.78836787	0.0026487333	0.00027072208	6.520023e-05	4.7115835e-05	1.1222284e-05	1.0159442e-07	9.533557e-07	1.146193e-05
a	0.26365027	0.597334	0.03283312	0.005675452	0.003448457	0.0029707619	0.0021462904	0.00017427106	0.0011880939	0.0905792
n	0.083566196	0.8982568	0.017839111	0.00023581763	4.4980196e-05	2.2143775e-05	8.140881e-06	1.8926255e-07	9.923119e-07	2.5621586e-05
a	0.05836289	0.84655803	0.058822993	0.0038072502	0.002930045	0.0020136011	0.0009634658	6.2543244e-05	0.00036403668	0.026115093
v	0.17386152	0.513517	0.30795494	0.0037322475	0.00042799182	0.00018522203	9.417391e-05	3.2386472e-06	8.282647e-06	0.00021535049
r	0.030587368	0.81664354	0.13912554	0.0054802047	0.0036434017	0.0022886968	0.0008199089	8.165768e-06	1.3648521e-05	0.0013894514
ì	0.20029856	0.27391487	0.42388368	0.0216907	0.054470707	0.012991309	0.0050492897	0.0001907489	0.00010679232	0.007403266
k	0.01436876	0.056323126	0.839355	0.085362524	0.0030067472	0.0011257987	0.00020896354	1.3395901e-06	1.43495945e-05	0.00023340354
o	0.020874951	0.14069116	0.6649149	0.060956903	0.02063986	0.019306643	0.00588331	0.00013625652	0.0030492959	0.063546725
a	0.014122454	0.0148359155	0.76517326	0.19697863	0.0071116937	0.0013713626	0.00026440487	2.4791727e-06	4.2371053e-06	0.00013563942
f	0.010107937	0.05965666	0.60338604	0.23626369	0.055640228	0.027992075	0.0063307267	1.7274113e-05	4.0510346e-05	0.0005649469
ù	0.009226108	0.048527777	0.45151728	0.35744774	0.060697015	0.04253037	0.009552033	0.00012121408	0.00037468201	0.020005867
r	0.031262204	0.022369338	0.15789934	0.65910906	0.08470116	0.02741601	0.013340983	8.431644e-05	0.0005347759	0.003282813
n	0.04397425	0.033515107	0.20273714	0.21401691	0.1218533	0.1325547	0.03526312	0.00087941653	0.021774821	0.19343117
o	0.06321245	0.0083678905	0.030720124	0.08337521	0.52117383	0.07340133	0.04845331	0.027106341	0.024236968	0.119952485
k	0.005234468	0.0054722573	0.07306729	0.07641009	0.62708604	0.18681371	0.021266004	0.002312351	0.000106652915	0.0022311215
a	0.013680845	0.03686763	0.08123079	0.104857825	0.30472997	0.15402883	0.06463689	0.024474055	0.024751155	0.19074206
k	0.006030652	0.0024441746	0.035680566	0.040923264	0.23891157	0.55245465	0.10964185	0.012938417	0.00035754102	0.0006173818
a	0.020298773	0.029450348	0.055930234	0.036144573	0.14949232	0.32742104	0.14063334	0.031699464	0.008808111	0.20012183
n	0.0057983263	0.003607747	0.01542108	0.010004798	0.053823475	0.5119165	0.3850453	0.011552797	0.0010696901	0.0017602971
n	0.019050075	0.023647696	0.03292522	0.010378917	0.049400873	0.3646991	0.30313405	0.064838946	0.010543944	0.121381186
i	0.025909938	0.0063803513	0.0055633383	0.0040002395	0.04619977	0.08002338	0.14021836	0.31687734	0.06991288	0.3049144
u	0.002287001	0.0016246865	0.013878159	0.009544297	0.024701098	0.22670797	0.5926726	0.10769321	0.004893768	0.015997184
n	0.002472966	0.0037977675	0.0036792906	0.0007770439	0.004299556	0.08625859	0.76126754	0.10388026	0.0117382575	0.021828793
r	0.01736039	0.01679124	0.016604206	0.00300618	0.0069881086	0.06089472	0.32514912	0.37159055	0.02834841	0.15326709
ù	0.0077959565	0.002386458	0.0021004544	0.0009125816	0.004256058	0.013709209	0.06507932	0.69440585	0.054621562	0.15473261
s	0.0018836913	0.0009124978	0.00331301	0.003310518	0.003811437	0.040828187	0.58880043	0.19274996	0.1336758	0.030714486
t	0.024316778	0.009735398	0.0051169572	0.0007461694	0.005429826	0.054488823	0.15250394	0.4709855	0.0994581	0.17721853
i	0.0011758185	0.00018228541	0.0007271663	0.002445225	0.0030022229	0.0038586806	0.016439714	0.92685914	0.018924007	0.026385734
k	0.0009246681	0.0014804013	0.0068014013	0.0012974608	0.0049193436	0.028465236	0.18134727	0.093103305	0.3434262	0.33823472
o	0.025565691	0.009200607	0.0045799026	0.00090345764	0.002900851	0.012535746	0.051756825	0.45878175	0.18166181	0.25211337
k	0.0040880335	0.0026185878	0.0075709308	0.003397529	0.0031296995	0.01261956	0.13250314	0.019712478	0.7417921	0.07256801
a	0.026642885	0.019705983	0.014508298	0.0014856906	0.0032110128	0.009452874	0.07759089	0.20990898	0.35641125	0.28108218
l	0.003421284	0.0027112998	0.006905294	0.0023841264	0.0024845193	0.008142355	0.10333222	0.0118336305	0.74330544	0.11547986
ù	0.021626841	0.022134893	0.01783948	0.0011162214	0.0032396405	0.008253606	0.07113351	0.093675934	0.49267972	0.26830018
</S>	0.0019070867	0.0014809705	0.0020207288	0.0014124393	0.0014323128	0.002189645	0.0141997235	0.019844536	0.8791494	0.07636314
