 	se	vieni	alle	sette	io	sto	cucinando	</S>
a	0.9027293	0.08683054	0.0063304882	0.0040229014	1.8312825e-05	1.69632e-05	9.481452e-06	4.204547e-05
n	0.043000173	0.92480385	0.018050814	0.002468274	0.0048310095	0.0006178572	0.0010081775	0.005219867
è	0.0143866325	0.9142926	0.024432154	0.004437774	0.0017905409	0.00029421994	0.00018387423	0.040182345
r	0.01868642	0.87688756	0.088163406	0.003983084	0.004308682	0.000376832	0.00026120892	0.0073328274
t	0.01616237	0.7906699	0.03232268	0.0027762814	0.008318128	0.0016481103	0.008896465	0.13920596
i	0.006665905	0.08938105	0.75942487	0.14209007	0.0013283577	0.0006673595	0.00014493482	0.00029739575
s	0.0026609309	0.07046722	0.8720469	0.05035791	0.0037254621	0.0001200102	4.614863e-05	0.0005754258
t	0.0051022223	0.059455138	0.8565195	0.0273867	0.01445937	0.0065373997	0.00796405	0.02257559
e	0.0029454355	0.0026886857	0.62914115	0.3632659	0.0009091492	0.00063375273	0.00017203936	0.00024382552
s	0.00076225685	0.017533397	0.38823435	0.53495216	0.05523822	0.0007174025	0.00016374528	0.002398407
e	0.005246618	0.02034393	0.68516535	0.13846748	0.043357085	0.015262283	0.019952487	0.072204776
t	0.0018910401	0.0069791614	0.028644431	0.13533299	0.81749904	0.008266094	0.0006930819	0.0006941412
t	0.0039402694	0.00949121	0.089109436	0.15439643	0.5587995	0.037026316	0.008623934	0.13861285
à	0.0032905047	0.0024010038	0.045473102	0.9021673	0.021658055	0.017846227	0.0025307154	0.0046329997
e	0.0016275549	0.0032700058	0.012530887	0.16720426	0.55542564	0.24516918	0.0037249133	0.0110475635
v	0.0009739577	0.0014606949	0.002262114	0.01398545	0.7420038	0.21888246	0.012071174	0.008360358
ò	0.0023090567	0.0029803435	0.004221245	0.013182199	0.46579528	0.37212414	0.040165726	0.09922207
s	0.0037053167	0.009186696	0.009177282	0.0088012805	0.103344224	0.7426039	0.07997575	0.043205526
t	0.004394041	0.0017387082	0.0054242946	0.007303019	0.042435378	0.5003995	0.32404712	0.11425799
e	0.013390914	0.0014966179	0.064824946	0.07921032	0.005481077	0.6487962	0.16276853	0.0240314
m	0.00059766904	0.00163816	0.0048695295	0.024453817	0.08314088	0.09982844	0.42382017	0.3616514
a	0.010256347	0.009378842	0.020891502	0.007838656	0.018475339	0.15706988	0.38042155	0.39566788
r	0.0031587726	0.0040987795	0.0028177418	0.006412123	0.04093055	0.020799028	0.7009541	0.22082894
è	0.004717864	0.0043949336	0.007009404	0.005639118	0.01613568	0.016699042	0.6613351	0.28406882
o	0.0044518528	0.004169026	0.0037873876	0.0026480588	0.006449737	0.008366671	0.8381518	0.13197546
</S>	0.00058156793	0.0009129066	0.0008787026	0.003060102	0.017691866	0.005022186	0.54705024	0.42480245
