 	i	bambini	piccoli	a	volte	si	vestono	pure	da	soli	</S>
a	0.99357784	0.006296591	5.668788e-05	4.0410247e-05	1.5306276e-05	5.5459295e-06	2.7984098e-07	4.476657e-06	2.8757376e-07	2.0461461e-07	2.2922447e-06
p	0.8364583	0.007628935	0.008701241	0.022641899	0.033257168	0.04842841	0.035417132	0.0010102785	0.0006164243	0.0012896192	0.0045505147
e	0.9551476	0.019294608	0.004681587	0.0030427638	0.009079077	0.0024461222	0.00061369105	8.748516e-05	4.0691484e-05	4.3014894e-05	0.005523333
t	0.89347214	0.07813825	0.011942826	0.0024831535	0.010102022	0.0014673321	0.00034532018	8.458126e-05	2.9592187e-05	2.014032e-05	0.0019145587
à	0.46470803	0.36636063	0.093886316	0.02134572	0.040469497	0.007750464	0.000616177	0.00053735817	0.00021652383	0.00023664905	0.0038725683
c	0.38210857	0.57656574	0.037144564	0.0024110985	0.00072098593	0.00085359765	1.531588e-05	2.5673573e-05	1.2239553e-05	1.9284867e-05	0.00012289667
i	0.08454791	0.04917952	0.16179352	0.024176927	0.012110991	0.046357002	0.0060418937	0.00089687516	0.0016052882	0.079497516	0.53379256
a	0.60297585	0.3368938	0.054383956	0.0038591702	0.001256806	0.00032813646	8.185815e-06	0.00010028127	3.3920267e-05	1.413197e-05	0.00014572941
k	0.026210746	0.09664881	0.6995607	0.07813092	0.04672911	0.039014045	0.009636111	0.00030054347	0.00014881295	0.00010048083	0.003519699
è	0.01702551	0.03983212	0.66120195	0.1000816	0.06651783	0.08588988	0.0060317055	0.0007120844	0.00030662227	0.0010595295	0.021341113
c	0.08398045	0.12131639	0.5817436	0.07841227	0.118455805	0.010554589	0.0026421587	0.00033231606	0.00012037497	0.00015262225	0.0022894465
c	0.113947384	0.20720461	0.2587177	0.047549445	0.09579752	0.018437214	0.0023653999	0.0025678927	0.00087710517	0.025231449	0.22730428
i	0.3077623	0.097253576	0.07720218	0.09622889	0.121281974	0.013405314	0.0013121088	0.090671994	0.02330941	0.07562667	0.09594562
a	0.34519714	0.07655415	0.040086288	0.43346298	0.09555656	0.005157893	0.00020784365	0.0023613283	0.0006800437	0.0002574145	0.00047833362
f	0.017302174	0.060637873	0.05482286	0.19952634	0.6241059	0.022538135	0.011922848	0.0016967665	0.00029785497	0.0004346204	0.006714673
