 	ho	scritto	una	lettera	al	mio	fratello	</S>
è	0.9297067	0.04481899	0.025067937	8.9665e-05	0.00028380056	1.0685036e-05	1.4451414e-06	2.0775306e-05
g	0.19516066	0.1911982	0.03252712	0.060968433	0.071939975	0.11133969	0.017692573	0.3191734
r	0.15859433	0.48581424	0.06919649	0.07255005	0.0033139037	0.00606182	0.0019773517	0.20249182
a	0.018186137	0.078922994	0.7309931	0.03165792	0.008124713	0.014181641	0.0058143754	0.11211901
t	0.06921287	0.035111487	0.8881962	0.0067417915	0.0003675128	0.00014060977	1.3205911e-05	0.00021634385
s	0.027564025	0.08927628	0.53912467	0.19783305	0.0052575017	0.010396333	0.006797622	0.12375046
a	0.021294313	0.020017074	0.83033264	0.0025850134	0.11805644	0.004495307	0.00032429592	0.0028949631
è	0.0559063	0.016340109	0.8209962	0.09134516	0.009749813	0.0031044912	0.00013664119	0.002421194
n	0.019651243	0.008275117	0.31532753	0.54430634	0.036705274	0.05896622	0.0015210074	0.015247276
a	0.015929252	0.009021963	0.042808	0.82758456	0.012236839	0.014263327	0.011964487	0.06619148
n	0.09938156	0.01436138	0.09224274	0.558137	0.13231643	0.0888852	0.0016301231	0.013045545
g	0.01223498	0.0073684053	0.0226778	0.6640432	0.10740068	0.0439842	0.040049333	0.102241464
r	0.059037995	0.012076051	0.02082651	0.0033043919	0.8362356	0.043829422	0.0125791365	0.0121109625
à	0.009918498	0.0055589173	0.026860759	0.007945217	0.83997333	0.06545691	0.0070891343	0.037197225
m	0.04049743	0.007930894	0.017565003	0.16494784	0.3275106	0.41896915	0.010599989	0.011979097
m	0.01607642	0.0040399195	0.0030982299	0.22484285	0.14509374	0.10384732	0.35137227	0.15162918
a	0.016705222	0.0038016376	0.0031098388	0.0014604678	0.8521158	0.03333131	0.056523953	0.032951724
a	0.0047269133	0.0011526392	0.013179141	0.015611167	0.06713066	0.69725835	0.03626629	0.16467486
d	0.0028637522	0.0017842619	0.0057202694	0.015798371	0.022605361	0.5565807	0.25413322	0.14051403
r	0.009801112	0.0036483838	0.010595745	0.013234903	0.009106602	0.22554924	0.5599902	0.16807383
e	0.05219204	0.014549778	0.006223486	0.0036155782	0.010079312	0.0318794	0.14493968	0.73652077
f	0.029136643	0.008651437	0.009904889	0.01858836	0.025275877	0.31686142	0.22520132	0.36637998
ù	0.006430833	0.0042700334	0.0027999652	0.025020888	0.02505704	0.050957132	0.7192912	0.16617288
m	0.027395003	0.015830338	0.011284554	0.014689129	0.01046595	0.08225146	0.70833516	0.12974843
m	0.007042045	0.0016676564	0.0011235118	0.005267055	0.0023436507	0.014353623	0.89682484	0.07137762
u	0.041631147	0.0091905305	0.011986489	0.0024819628	0.10702934	0.030256672	0.74015903	0.057264805
</S>	0.0013851603	0.00038502898	0.0008918597	0.0010952912	0.0031292085	0.03078925	0.027850438	0.9344738
