 	quando	Giovanni	venne	a	casa	la	sera	andava	molto	stanco	perché	aveva	lavorato	tutta	la	settimana	</S>
m	0.99517775	0.0039660065	0.0004369721	0.00016963418	0.00016594862	3.432675e-05	1.7398406e-05	1.1281567e-05	1.4440096e-05	1.5813482e-06	1.2484609e-06	6.077872e-07	7.7917525e-07	4.3073132e-07	4.0054874e-07	8.7030074e-08	1.0449163e-06
ò	0.021988366	0.830876	0.03286872	0.0070343274	0.03908223	0.013561259	0.014614444	0.013315369	0.018015265	0.0032744342	0.0016861637	0.00055195455	0.0014852533	0.0003800305	0.00028617418	2.7522046e-05	0.00095249043
t	0.13882013	0.5093281	0.076716594	0.026729472	0.0660235	0.05920086	0.07089065	0.033861253	0.006847346	0.007269771	0.00049115805	0.0008502101	0.00022879722	0.00018875323	0.00020194404	1.9035684e-05	0.0023323456
t	0.31774995	0.5345998	0.050806444	0.008391346	0.009233436	0.0036085257	0.0040400643	0.001952636	0.0013400774	0.000537736	0.00014939737	0.000252459	0.00015295396	8.1909944e-05	0.000103509214	8.3652936e-05	0.06691617
e	0.9609074	0.012081628	0.004015878	0.01252607	0.0058183237	0.0023536317	0.0009081889	0.00051567354	0.00060684484	9.356574e-05	5.128799e-05	4.0677827e-05	3.6867725e-05	8.6883e-06	4.0720074e-06	6.9615623e-07	3.0468378e-05
o	0.2388913	0.67717534	0.06570754	0.0073221438	0.0060616476	0.0020773325	0.0018118945	0.0004149325	0.000470961	3.8588885e-05	7.0333035e-06	2.4268948e-06	9.273006e-06	1.3879094e-06	7.979128e-07	7.7422804e-08	7.384503e-06
G	0.021329463	0.916521	0.053720307	0.0026894168	0.0027865446	0.0010028098	0.0010743481	0.00021561662	0.0004005089	7.207995e-05	2.3780214e-05	3.929034e-05	6.832607e-06	1.6163359e-06	1.9037774e-06	9.1095774e-07	0.00011351182
i	0.024248706	0.9181596	0.033755798	0.00329427	0.013313692	0.0034295917	0.0015893478	0.0006745494	0.001231435	9.038299e-05	2.446363e-05	1.7212986e-05	3.1778043e-05	1.6884307e-05	1.770377e-05	1.8022762e-06	0.00010281329
u	0.8332223	0.12581575	0.02311622	0.007214659	0.0067686313	0.0020284816	0.00081628683	0.00051188824	0.00035959584	5.5860724e-05	1.8363258e-05	1.8548206e-05	3.6008965e-05	1.08864715e-05	4.153155e-06	1.9400368e-07	2.226378e-06
v	0.026138473	0.75962836	0.19760796	0.004375419	0.0059706415	0.0026855718	0.0020139243	0.0003984003	0.00091352774	0.00013919368	3.264576e-05	2.4288534e-05	4.2234988e-05	5.4674197e-06	2.8066727e-06	3.9207498e-07	2.0695608e-05
à	0.010192498	0.55115026	0.34123716	0.02020414	0.03630913	0.016985035	0.0125845	0.0022043558	0.007659636	0.00076107803	0.00019496673	7.51395e-05	0.00021848049	2.3186005e-05	9.700862e-06	1.3057964e-06	0.00018948084
n	0.05785799	0.017264906	0.7814778	0.0471886	0.040517256	0.02560867	0.02155877	0.0047748187	0.0017746144	0.0008389303	4.0309053e-05	4.632598e-05	3.0793224e-05	1.4211924e-05	1.2951919e-05	2.860932e-06	0.0009902111
n	0.14377736	0.059844136	0.43342456	0.17204517	0.037132848	0.03787431	0.031160902	0.0052800253	0.0050721243	0.007016367	0.0016762842	0.002570696	0.0016525765	0.00080892234	0.00039388606	0.00019300402	0.060076844
i	0.7051908	0.0036205652	0.04003412	0.16117495	0.03916786	0.028562937	0.007498892	0.0038521884	0.0027562594	0.0015201463	0.00042393757	0.00053348363	0.0003767265	0.00088261813	0.0008858056	9.852009e-05	0.0034202803
ì	0.02370441	0.008211689	0.7673256	0.17559844	0.018209292	0.0041271597	0.0019840722	0.00055455783	0.0001837973	4.7226054e-05	2.7957133e-06	2.2205882e-06	7.0483848e-06	4.665158e-06	2.4389365e-06	1.7755922e-07	3.4427583e-05
r	0.0014778529	0.003750827	0.63040566	0.16355214	0.12134879	0.038617063	0.021217106	0.011752204	0.0025958049	0.0031782999	0.00024381248	0.0007067268	0.00018059503	8.6898544e-05	5.433099e-05	3.9807614e-06	0.00082794914
t	0.04322703	0.027692117	0.5012669	0.20496908	0.08727817	0.04876363	0.037070464	0.0075474745	0.0057673813	0.0062909387	0.0011590134	0.0020416852	0.0011088505	0.00043260577	0.00020757147	8.9400026e-05	0.025087712
e	0.40473497	0.00168797	0.049216	0.28737116	0.094945334	0.08375768	0.021739759	0.007915841	0.006057786	0.0031565852	0.0006515131	0.0007613746	0.0013236254	0.0028027443	0.0026276256	0.00041254624	0.030837571
è	0.0019255745	0.0016340066	0.08304223	0.5868016	0.25969675	0.049921434	0.012175497	0.0036815372	0.00065673265	0.00032525882	1.5595486e-05	1.1741023e-05	1.743794e-05	1.3979091e-05	1.0456085e-05	3.9964556e-07	6.981784e-05
s	0.0007962895	0.0025312616	0.034823928	0.151881	0.5374409	0.14695941	0.052276056	0.047185708	0.010723849	0.008034734	0.0015114096	0.0035065087	0.0006974356	0.0002787482	0.00014706561	1.4101806e-05	0.0011916609
s	0.010108275	0.016128412	0.07055372	0.23609793	0.4286997	0.1310765	0.056932714	0.01678027	0.0075351303	0.008450356	0.0013065863	0.0026773945	0.0009959285	0.00046198888	0.00022597509	4.881963e-05	0.011920357
u	0.19235906	0.0035805134	0.013469928	0.21936022	0.22496496	0.16805896	0.050715275	0.01895023	0.015142589	0.005507298	0.00084180146	0.0006880091	0.0030286782	0.005211499	0.004768612	0.0010438322	0.07230849
t	0.0011835962	0.00042546607	0.008529113	0.098768376	0.41033572	0.3737279	0.07777768	0.02519904	0.0028812604	0.00086047914	6.458023e-05	2.6677608e-05	4.8411966e-05	3.0699153e-05	2.1135045e-05	8.9165513e-07	0.000119001874
o	0.002581395	0.038103297	0.073727444	0.12803157	0.45842305	0.13720608	0.06011086	0.024905352	0.031021338	0.006800396	0.0023076239	0.0012028158	0.004253406	0.001268633	0.00085446204	0.000112105125	0.029090313
v	0.0009279119	0.0004291241	0.0035964404	0.017124392	0.113646686	0.6163541	0.19508804	0.04574337	0.005090091	0.0016274523	0.00014290972	3.9583978e-05	6.619871e-05	6.195966e-05	3.5571957e-05	8.762061e-07	2.5335654e-05
r	0.00071276043	0.0047314507	0.019578962	0.03104897	0.2544735	0.35101303	0.20468359	0.06728796	0.038446948	0.012949631	0.004835111	0.0023373868	0.003841402	0.0008650679	0.0004401067	1.08563745e-05	0.0027432179
à	0.020525046	0.021404281	0.026219595	0.027027424	0.12827861	0.317017	0.1735943	0.092473894	0.10649569	0.017407937	0.0032829395	0.0011489075	0.008106251	0.005365621	0.0044355136	0.0004751539	0.04674188
i	0.0025705714	0.00054560415	0.0025527694	0.01025243	0.05154285	0.35403183	0.27110258	0.2682223	0.030542906	0.00610981	0.0008849411	0.00040955978	0.00032778239	0.000239643	0.00014898616	8.931304e-06	0.0005065599
ì	8.1213824e-05	0.001154349	0.0013890538	0.0012159215	0.018387105	0.21302857	0.3411711	0.27642423	0.097334504	0.025955657	0.010946717	0.0074279006	0.0034491855	0.0011493475	0.00046976763	1.880216e-05	0.0003966206
b	0.00039063458	0.0006371308	0.0011633912	0.0016646939	0.0077436916	0.097347386	0.20164827	0.46812692	0.1670996	0.021910379	0.015774654	0.009523768	0.0036878965	0.0014628101	0.0006934205	6.0650993e-05	0.0010647062
b	0.0031537653	0.005986245	0.0052802437	0.0048860637	0.03962869	0.21560495	0.28998762	0.27270773	0.11490883	0.021223182	0.010270596	0.006343995	0.003889633	0.0010396866	0.00046953562	8.1994425e-05	0.004537258
i	0.14096552	0.005083191	0.004513353	0.010762512	0.020542944	0.20787072	0.1518454	0.10188177	0.08013091	0.015721604	0.0029195768	0.0016285473	0.010151787	0.012150191	0.011062147	0.002758322	0.22001155
e	0.00051625335	0.00014192893	0.0010470984	0.0018372216	0.005077266	0.076811574	0.2886133	0.4493197	0.14519654	0.018989872	0.0068709166	0.00048699934	0.0028081741	0.00084273715	0.0005518015	2.9207242e-05	0.0008593971
p	6.1860985e-05	0.00048268	0.0012897506	0.00076468696	0.0031918131	0.03759758	0.22994131	0.3263105	0.29846656	0.040838186	0.04070109	0.0047487267	0.012368747	0.0019866521	0.0008275653	1.7362609e-05	0.00040491426
o	0.00043741855	0.0013805409	0.0042941556	0.0032320889	0.004267114	0.03622218	0.1504	0.29209876	0.398478	0.029187055	0.05364846	0.0035825602	0.015451155	0.0027783883	0.0014892761	3.384013e-05	0.0030189205
d	0.000519128	0.0007278254	0.0026070145	0.0024763446	0.002650588	0.030353097	0.13753471	0.32919222	0.33141991	0.065451615	0.06932551	0.0055467994	0.014529503	0.0033917383	0.0018772606	5.1780407e-05	0.0023448982
d	0.0013974209	0.0030795932	0.006180251	0.0034504565	0.0068213763	0.026235411	0.082863174	0.22739407	0.49589813	0.027808491	0.05830247	0.0059357663	0.023302745	0.002525701	0.0015440906	0.00017411436	0.027086701
h	0.059532735	0.009476319	0.009400825	0.011961677	0.0073133935	0.029775724	0.05220084	0.17536668	0.51258624	0.028381916	0.01467178	0.0017813543	0.022622729	0.011025669	0.008805679	0.001088388	0.044008058
ì	0.01330763	0.006302022	0.004873751	0.0021588977	0.0056861476	0.0146190645	0.034149878	0.2055572	0.5982652	0.016965942	0.019866792	0.0038337454	0.01708358	0.0031995962	0.0032783896	0.0011013921	0.04975077
s	0.003655719	0.0002553224	0.0018792885	0.002857942	0.002915191	0.023564199	0.10927246	0.52335155	0.16627519	0.10289102	0.03180771	0.00237558	0.018570691	0.006233015	0.0029731304	6.302015e-05	0.0010590028
t	0.005015599	0.0035121462	0.0029725428	0.0026088892	0.0038021358	0.009716462	0.043223813	0.19996785	0.46293223	0.074456766	0.09351225	0.014314251	0.0320431	0.004725528	0.0028727918	0.005206396	0.039117258
r	0.3426131	0.009528441	0.012776238	0.027864838	0.012256173	0.02147496	0.016516589	0.064264104	0.24113579	0.0150646	0.009514895	0.001335665	0.019029386	0.013045184	0.013006614	0.0066112904	0.1739621
à	0.055896766	0.0054107117	0.007792015	0.00734499	0.012026527	0.019550025	0.02813966	0.15415321	0.5317054	0.035337783	0.023219595	0.0022973428	0.041791547	0.008216849	0.007267069	0.0018699222	0.057980523
k	0.008534263	0.00020012817	0.0020342653	0.0047065434	0.003360673	0.019652227	0.08158263	0.39956433	0.16401684	0.16770764	0.02852679	0.003663805	0.04776013	0.038157307	0.023304146	0.0007599704	0.006468317
k	0.0031099112	0.0013292322	0.0010721716	0.0011197112	0.0011167257	0.0041209613	0.018982653	0.07119986	0.23003022	0.23002255	0.22815633	0.045835555	0.10439325	0.018504709	0.009323424	0.006491472	0.025191255
o	0.06592227	0.020201156	0.017384335	0.01642452	0.0073974123	0.014564924	0.020915804	0.097706124	0.44717917	0.023647768	0.016769594	0.0039677904	0.029150276	0.013539424	0.012135586	0.009575483	0.18351837
j	0.0066408943	0.00039892874	0.002712093	0.0044281115	0.0058225137	0.016967226	0.048927974	0.08309463	0.16421776	0.31570476	0.06517993	0.011301634	0.13620326	0.0862401	0.04432939	0.0038260396	0.0040047597
à	0.0010449741	0.0024273936	0.00068623846	0.0007522658	0.0034902217	0.008655984	0.013486567	0.021156358	0.2051103	0.10724798	0.2576551	0.021237034	0.28374276	0.035360597	0.013968438	0.005735561	0.01824227
i	0.110977225	0.00027490946	0.0026215138	0.01702273	0.015311555	0.0423857	0.0667638	0.10788118	0.1369071	0.24108797	0.04307406	0.021526804	0.048158243	0.07782211	0.06104362	0.006214435	0.00092698674
ì	0.00014868859	0.000256064	0.0010691136	0.0009633762	0.0004730023	0.0015038449	0.0038071356	0.005040914	0.03382243	0.1700482	0.210959	0.07417331	0.25575116	0.14594945	0.082861915	0.005752815	0.0074195205
c	0.0002589868	0.00025308973	0.0003412115	0.00033700318	0.00029588141	0.0005102066	0.00067172677	0.0017336762	0.0073734415	0.03734867	0.11180119	0.14358488	0.16803735	0.24381185	0.252465	0.025364066	0.0058117723
h	0.0072139665	0.002238967	0.008014949	0.006899868	0.0029560016	0.00689652	0.007630164	0.005960943	0.019728124	0.092561305	0.2774175	0.06241093	0.3827248	0.07579559	0.029327195	0.0013057094	0.010917527
e	0.31824914	0.0010696854	0.0017224519	0.0064406316	0.001271991	0.0013544433	0.0012069218	0.0049938005	0.030337699	0.020634023	0.039343145	0.013327136	0.123925515	0.1273385	0.12858586	0.0127329	0.16746618
p	0.0015523728	0.00025927988	0.0012905191	0.0015283725	0.00074780104	0.0015697103	0.0028618015	0.005362558	0.012668256	0.09082007	0.09486398	0.07981692	0.18050052	0.22483413	0.2018903	0.04911379	0.050319646
o	0.0027218873	0.0011119649	0.0020148375	0.0015120155	0.00090825197	0.001582432	0.0023453017	0.0031180473	0.040925052	0.028848793	0.27581462	0.017384373	0.4099249	0.068796664	0.0386584	0.016985843	0.08734666
l	0.0002380331	0.00022930803	0.0007459459	0.0006505809	0.000493026	0.0012333441	0.0026398757	0.0032722047	0.0052069533	0.058598064	0.036081877	0.15325521	0.09621081	0.24474072	0.32272488	0.027399298	0.046279877
e	0.005245265	0.0028674235	0.0056530433	0.0037986883	0.0031001596	0.0027034038	0.0053038844	0.00717864	0.059173763	0.038921334	0.25059155	0.02986494	0.41715002	0.06168421	0.030281711	0.02123183	0.055250194
m	0.0004315517	0.00021094592	0.000638344	0.00072062155	0.0004565416	0.0011924107	0.0021884884	0.0025367572	0.0028220417	0.037342846	0.013164472	0.07720568	0.04028232	0.2543048	0.44713935	0.08047468	0.038888305
ì	0.0036732373	0.0014601691	0.0052277525	0.0033788723	0.0023407666	0.0030035865	0.0052409666	0.004510573	0.022490602	0.044211023	0.19357377	0.048097778	0.42006376	0.1211527	0.06889524	0.013665314	0.039013855
s	0.00044549655	0.00015347617	0.00037845018	0.0004376672	0.00033329133	0.00048685347	0.00064778764	0.0009504334	0.0012330479	0.010141737	0.009035401	0.035636596	0.041002378	0.23845816	0.46880767	0.14399044	0.04786108
o	0.0041059502	0.0015692369	0.00546782	0.0043316265	0.0023920326	0.002558186	0.0045119394	0.0036469414	0.01870889	0.036868684	0.1482465	0.042084683	0.40687832	0.14311951	0.08324936	0.054235592	0.03802473
