 	mia	mamma	e	mio	padre	non	andarono	mai	in	Grecia	</S>
i	0.99831355	0.0012811918	0.00038151015	1.0546126e-05	1.0161386e-05	9.902366e-07	1.1801828e-06	5.4225435e-08	4.904453e-07	1.2705875e-07	2.3795361e-07
m	0.7212228	0.18539552	0.028128253	0.031860344	0.0033471785	0.013611992	0.0033715812	0.0045765797	0.0044754627	0.00028187275	0.00372845
à	0.25425857	0.7003767	0.02486774	0.0067164344	0.0032700654	0.0016761416	0.0012021743	0.00016462203	0.00036018723	9.790661e-05	0.0070094066
n	0.14318125	0.8438277	0.008697962	0.0026506865	0.00081522635	0.00051486	6.9770875e-05	2.6601894e-05	3.3396045e-05	1.4044292e-05	0.00016851761
a	0.17283078	0.5139023	0.030473229	0.007341028	0.013368617	0.01277867	0.0007670964	0.00097444345	0.0013049615	0.0010036767	0.24525523
m	0.063782364	0.81105185	0.119374186	0.005120091	0.00055365916	8.274143e-05	1.6696235e-05	1.4415067e-06	1.96272e-06	1.8455622e-06	1.32438445e-05
u	0.0335101	0.7293147	0.07985399	0.036293544	0.048841193	0.030396067	0.003516334	0.00081952027	0.0013113737	0.00040885917	0.035734374
c	0.066538736	0.24062264	0.61866266	0.06652199	0.007014345	0.00042255505	0.000103582584	1.5233706e-05	9.077327e-06	1.2148822e-05	7.703582e-05
e	0.05275222	0.5047667	0.052169953	0.101856776	0.06676632	0.033241816	0.02065258	0.007206238	0.0069178757	0.001556989	0.1521126
o	0.21130723	0.14077076	0.44302163	0.16477455	0.038152445	0.0007161484	0.0010059957	3.850301e-05	2.8803119e-05	3.119746e-05	0.00015268131
c	0.005057559	0.041168317	0.15938345	0.66373235	0.10052044	0.024775766	0.003921339	0.00070002885	0.00017797359	3.576434e-05	0.00052703585
i	0.018393556	0.061706383	0.10171752	0.25660777	0.30107656	0.044259712	0.03600939	0.0075738505	0.0043714396	0.002671982	0.16561185
ù	0.0712699	0.074519	0.16133364	0.37527403	0.3064737	0.0033724613	0.0074199634	0.00013332683	3.4724653e-05	4.1456136e-05	0.00012783907
r	0.004510703	0.00540255	0.027986996	0.33782032	0.59041774	0.019667983	0.010802724	0.00076757564	0.00014775278	0.00036091474	0.0021147986
i	0.0048218253	0.007886524	0.0730925	0.31073746	0.45037702	0.0844645	0.0074059987	0.0033239545	0.00456927	0.0066183647	0.04670268
m	0.007826874	0.008624651	0.022306303	0.19571665	0.41092202	0.16481875	0.16745834	0.019403575	0.0009831294	0.00019550751	0.0017441041
u	0.0013808052	0.0057501486	0.017827032	0.11778814	0.6116042	0.08562236	0.065089904	0.009037217	0.005150096	0.0029978682	0.07775215
e	0.004075727	0.004615405	0.0063863234	0.04613548	0.07946214	0.1946313	0.5552361	0.10723926	0.0012215996	0.0002847212	0.00071194075
p	0.00040586368	0.0012679655	0.0010883531	0.0057311854	0.008853874	0.038365364	0.88972884	0.052520514	0.0013174613	0.0003713429	0.00034934457
ì	0.0012686243	0.0033118955	0.003340132	0.0115743	0.008252971	0.03196636	0.8547379	0.0801475	0.0018369684	0.00054753013	0.0030158574
t	0.0022939648	0.002007196	0.0025343853	0.0030482633	0.008534997	0.028973762	0.45119897	0.48291954	0.0045347624	0.002660211	0.01129393
t	0.0070365886	0.006735742	0.030447066	0.023203986	0.010568002	0.069324	0.52977437	0.14103872	0.0659478	0.032198187	0.08372564
a	0.075204305	0.005512122	0.036772687	0.030352589	0.093391724	0.022683457	0.19541563	0.13914059	0.26053008	0.009934914	0.13106191
n	0.0008817183	0.0009971112	0.0017717582	0.011737446	0.0055612065	0.012268941	0.05954756	0.76277226	0.111799784	0.0036051122	0.029056998
e	0.004679598	0.005971331	0.028071417	0.010167442	0.005405623	0.012519056	0.2716742	0.35159063	0.1277783	0.032562792	0.14957957
m	0.002274897	0.0015506335	0.0020841386	0.0033323104	0.001115776	0.0060837236	0.016678587	0.7332461	0.2221643	0.0061576264	0.005311913
à	0.0039881603	0.0076796357	0.021268232	0.014340034	0.0024291365	0.0058012893	0.14574437	0.5863609	0.057026327	0.030691456	0.124670446
i	0.0014323415	0.0010952837	0.0013848309	0.0013059578	0.0008110964	0.0019460514	0.013321062	0.6539898	0.27751842	0.019860081	0.027335076
s	0.0007850118	0.0013119378	0.0011707513	0.002904558	0.0005914828	0.001273886	0.047336902	0.31942067	0.1546578	0.3352615	0.13528554
i	0.002242125	0.005588939	0.011155722	0.011524813	0.0016549423	0.0043263123	0.09609523	0.29745713	0.34446186	0.09967405	0.12581886
n	0.0015944444	0.0036800674	0.0028279526	0.005976906	0.0018006873	0.00259558	0.028218169	0.25081334	0.22958227	0.36606202	0.10684858
G	0.0076356772	0.012818947	0.042442203	0.018684074	0.0016551577	0.0034852342	0.030899571	0.116091795	0.24856329	0.42402214	0.09370188
r	0.008185839	0.0037349695	0.011241332	0.00629727	0.0022939981	0.0013032471	0.0734825	0.15636334	0.3604082	0.1894545	0.18723479
è	0.026579017	0.0021347872	0.010766771	0.020089915	0.04774968	0.005647088	0.0070959926	0.050939817	0.7732233	0.012132503	0.043641225
c	0.0013588276	0.00085398764	0.0016434265	0.0037773747	0.0033065723	0.004176665	0.012361074	0.054960925	0.40365595	0.078755826	0.43514943
i	0.010047087	0.0060009295	0.017217604	0.0073441984	0.0007892433	0.0019302885	0.01539325	0.11793925	0.1601044	0.5328768	0.130357
a	0.01904125	0.009841924	0.018235965	0.026500246	0.016713616	0.031298947	0.08828249	0.13792586	0.27399218	0.11295395	0.26521358
</S>	0.0008609554	0.0019622417	0.0018307265	0.004063543	0.00045032776	0.0010898125	0.014326566	0.020083496	0.02177402	0.59118736	0.34237102
