 	non	ho	finito	lo	posso	finire	di	scrivere	</S>
e	0.9515159	0.040512156	0.0038083305	0.0027005663	0.0014170778	3.8394755e-06	3.0813003e-06	4.830624e-06	3.4178927e-05
n	0.8203377	0.07183549	0.054989032	0.019632395	0.019121217	0.002221583	0.00335525	0.00125974	0.0072475676
e	0.3663688	0.29999238	0.18662103	0.046095293	0.039009336	0.00034155772	0.0011442448	0.0035337019	0.056893732
s	0.14602195	0.3978744	0.39867848	0.03835006	0.013649221	0.00031579233	0.00025466553	4.703959e-05	0.00480851
p	0.103027925	0.07034304	0.5073384	0.054005813	0.06899893	0.0007209604	0.002030692	0.028728254	0.16480601
ì	0.04180403	0.0726286	0.45193458	0.36348385	0.05789823	0.0020813863	0.0037423107	0.00043314378	0.005993947
c	0.017190842	0.035494983	0.8870997	0.053520642	0.006133454	8.50313e-05	4.1170362e-05	4.9665837e-06	0.00042929398
c	0.017686041	0.011016574	0.81502056	0.020615093	0.024095545	0.0011247094	0.001836571	0.012135283	0.09646963
e	0.010210537	0.016839052	0.31022927	0.19918205	0.4247752	0.0064759306	0.0056078667	0.008590004	0.018090136
t	0.06749	0.065505914	0.074853204	0.7773232	0.014197803	0.0005607502	3.891587e-05	1.9010239e-06	2.8325456e-05
s	0.0054007336	0.025548778	0.42904118	0.40196517	0.099765144	0.015672764	0.004367791	0.0039069187	0.014331519
a	0.015350201	0.0029277964	0.038136162	0.8980053	0.03615042	0.0013455673	0.0029009064	0.0008458894	0.0043377243
o	0.004370267	0.0066460967	0.016903607	0.9190693	0.048916224	0.002613878	0.0005007676	4.9211844e-06	0.00097501045
s	0.0016319244	0.006323535	0.004206596	0.4910569	0.47188464	0.018538108	0.0028376263	0.0019840568	0.0015366074
ò	0.011409323	0.069764316	0.031724557	0.2916176	0.41355303	0.0892838	0.010555653	0.015885584	0.066206165
z	0.040913746	0.04524025	0.030422729	0.22739454	0.29982975	0.32213548	0.026413947	0.001880803	0.00576878
o	0.012591352	0.063971125	0.04543579	0.07859863	0.2674564	0.256008	0.027279772	0.108307965	0.14035092
s	0.017578255	0.028737284	0.010452996	0.055114288	0.22422141	0.5732584	0.08194708	0.00024608072	0.008444219
p	0.002345235	0.0174229	0.009303908	0.037294544	0.22072434	0.55751336	0.019441254	0.031212226	0.104742266
i	0.03990275	0.025084903	0.021293113	0.06806297	0.11120334	0.51883477	0.08697581	0.045341637	0.08330064
c	0.0030000997	0.0073442687	0.003474135	0.02526158	0.0942025	0.7606554	0.08496012	0.0011320395	0.019969866
c	0.014628872	0.057722434	0.02847199	0.00913704	0.022049466	0.6866535	0.039638314	0.033300176	0.108398244
è	0.013304973	0.052206505	0.0668532	0.016990712	0.09964447	0.53672254	0.08643468	0.035765417	0.092077576
t	0.040746886	0.017745197	0.005930698	0.013463385	0.025292175	0.41257113	0.47351655	0.0059655984	0.004768339
s	0.0011441237	0.014860064	0.007251934	0.006522018	0.03999082	0.78326905	0.056846898	0.038108684	0.052006498
i	0.008787014	0.0032759714	0.010476815	0.017742243	0.01567716	0.21766993	0.17607857	0.38353246	0.16675976
t	0.0022865399	0.0026424848	0.0011901358	0.0072355457	0.013906105	0.053143498	0.6564753	0.038487606	0.22463274
s	0.003734501	0.04868256	0.016319754	0.00407576	0.010807405	0.3985045	0.08159546	0.20109355	0.2351865
e	0.01172092	0.012044918	0.015273775	0.007627149	0.0037780644	0.10356078	0.17835918	0.18990391	0.4777313
g	0.004807836	0.0076720044	0.0027016392	0.0051732254	0.0065623824	0.021402696	0.41959134	0.051420312	0.48066854
r	0.0015949	0.0175916	0.008394499	0.006872217	0.022381287	0.0203848	0.13619272	0.4584444	0.32814357
à	0.0107089095	0.021357017	0.02485833	0.016577443	0.008375469	0.14025341	0.3455237	0.059989274	0.3723565
t	0.008432337	0.0053346716	0.0020073473	0.0017939046	0.0015200869	0.0044258446	0.26189265	0.5459826	0.16861057
s	0.0057606758	0.09228652	0.01976099	0.006724717	0.013304843	0.017614089	0.08642885	0.5347997	0.22331965
i	0.02048943	0.02532934	0.026958672	0.010513422	0.0037052522	0.0558451	0.10243055	0.353336	0.40139222
</S>	0.0023500624	0.002609347	0.00093388883	0.0014664922	0.0017045035	0.005074049	0.07737336	0.12971509	0.7787731
