 	hai	già	mangiato	</S>
ì	0.99409276	0.0042272313	2.5134934e-05	0.001654885
s	0.7118342	0.029062226	0.074524365	0.18457922
e	0.32163316	0.10231999	0.2699064	0.3061404
g	0.0146789355	0.9814037	0.0019012879	0.002016166
i	0.010822159	0.5657326	0.28749183	0.1359534
à	0.027670462	0.88696426	0.043683134	0.041682195
f	0.016972667	0.13123149	0.7851379	0.06665791
a	0.0018030821	0.011560605	0.9572756	0.029360732
m	0.012881684	0.10283979	0.49018297	0.3940955
è	0.00072877196	0.020933678	0.70951545	0.2688221
n	0.0144240465	0.0073664566	0.8111856	0.16702399
a	0.0018385922	0.0143788885	0.78202164	0.20176086
</S>	0.00636512	0.020796318	0.18992585	0.78291273
