 	la	donna	vuole	pulire	la	casa	ogni	giorno	per	stare	pulita	</S>
e	0.999699	0.00026976224	1.8032484e-05	6.0054217e-06	2.317426e-06	4.104045e-06	1.4792869e-07	9.718271e-08	6.7133016e-08	2.1222569e-07	8.7476835e-08	1.9382577e-07
j	0.55219567	0.37533015	0.026408924	0.021643069	0.010781655	0.0042707887	0.0013887024	0.000347396	0.003362869	0.0024685357	0.00027822616	0.0015240621
i	0.71343625	0.24591611	0.015415454	0.013750633	0.0026281003	0.0017913603	0.000258353	0.00037069825	0.00010919617	0.00032615985	0.00012477233	0.005872997
n	0.3188749	0.6768028	0.002695785	0.0013743816	0.00014907769	5.2512914e-05	6.120386e-06	9.880199e-06	4.6143964e-06	9.996959e-06	1.916398e-06	1.8025083e-05
è	0.054685276	0.9162315	0.020344036	0.00391739	0.0006551178	0.00017369697	8.337761e-05	0.0002015516	8.39003e-05	7.678498e-05	4.7275094e-05	0.0035001594
k	0.06617866	0.87852895	0.053503156	0.0011912981	0.00037574428	6.8905116e-05	2.3028673e-05	1.2913174e-05	9.164971e-06	1.9832525e-05	3.0328888e-06	8.53939e-05
a	0.022887612	0.9172917	0.02837832	0.0038524661	0.0010631939	0.00023226441	0.00023310923	0.0009453168	7.9255165e-05	0.00010140642	0.0001021887	0.024833087
t	0.13901374	0.19964251	0.6517832	0.008822992	0.0006152038	8.0687365e-05	6.656492e-06	9.524479e-06	1.9263632e-06	5.6076487e-06	7.360982e-07	1.7172648e-05
è	0.01989817	0.53974366	0.4102325	0.01260742	0.005693293	0.001493501	0.00041478247	0.0029893562	0.00014448378	0.0001312446	4.4241206e-05	0.0066072866
l	0.009430901	0.011536484	0.9691551	0.009356368	0.00045703628	4.3587108e-05	5.4841735e-06	4.0226823e-06	1.0929796e-06	2.6621697e-06	2.1869431e-07	7.1316977e-06
i	0.02139637	0.07343422	0.8683719	0.015388179	0.0077553224	0.0031200284	0.00096831715	0.0035663596	0.0001216702	0.00015150335	4.716301e-05	0.0056789117
n	0.038562614	0.002146212	0.8756441	0.07778961	0.0052986396	0.0004853491	3.5460318e-05	1.9679033e-05	3.4245006e-06	5.7792886e-06	5.7652755e-07	8.465025e-06
a	0.0033180707	0.039827537	0.77306837	0.16378465	0.009087192	0.0022201773	0.00042569957	0.0023541157	0.00034090038	0.00019936942	4.5017907e-05	0.0053289467
p	0.014619066	0.0030038857	0.5610424	0.40610492	0.014137383	0.00067988405	0.00012621252	0.0001028283	4.3523345e-05	4.334738e-05	6.9383523e-06	8.956715e-05
u	0.004070347	0.0063222824	0.1748935	0.78892463	0.020103777	0.0041008396	0.00014856947	0.00021018775	0.00031512382	0.00016115747	1.4642959e-05	0.00073484157
l	0.0056392336	0.0037727281	0.06717307	0.8785992	0.040445983	0.0028721718	0.00019704392	0.00017148002	0.00029284097	0.00010500153	1.5030356e-05	0.000716208
i	0.0078088366	0.02229377	0.09691346	0.78462815	0.038657617	0.011823049	0.0018878436	0.00366529	0.0013790089	0.0010325045	0.0005277043	0.029382797
z	0.0073735514	0.0023587723	0.03818239	0.5371991	0.40179786	0.010240111	0.0012993537	0.00048620626	0.00038913437	0.00012197983	2.2646784e-05	0.00052894367
z	0.0020881945	0.007652216	0.04482421	0.8182901	0.08842128	0.0088683115	0.0028527388	0.00655142	0.0014981526	0.00044638963	0.0001892897	0.018317783
è	0.20575412	0.014381394	0.18612815	0.082236715	0.353396	0.10590854	0.018026983	0.0066850292	0.001617164	0.006090589	0.0008854789	0.018889766
s	0.0060367472	0.0003425506	0.01592227	0.16210772	0.73204625	0.07540442	0.0064542377	0.0008585812	0.00028210395	0.00018496806	8.382084e-06	0.00035172247
s	0.014868263	0.011816697	0.014786298	0.5742245	0.20476772	0.032588203	0.011166889	0.0094763655	0.003208439	0.003261713	0.0029070985	0.11692787
i	0.22926301	0.0040064007	0.044245206	0.02202166	0.39048392	0.17056839	0.06296936	0.01716664	0.0022204057	0.005762099	0.0022555494	0.049037334
o	0.0017477326	0.00037625548	0.005906166	0.013402504	0.5363832	0.37272078	0.058618393	0.0078726085	0.0007555949	0.00093309087	3.793897e-05	0.001245624
s	0.00038726392	0.00045972876	0.0011136276	0.017950153	0.3099044	0.5281303	0.10662742	0.026059149	0.006236607	0.0014492465	0.00021915308	0.0014630333
p	0.0030212775	0.0035550306	0.0038541663	0.10030964	0.30386627	0.38584122	0.08753176	0.047646824	0.008876362	0.0057563907	0.00083880284	0.048902217
i	0.01154379	0.00039203058	0.006105608	0.0019890442	0.17431411	0.60128874	0.15984082	0.019015657	0.0034303276	0.013650328	0.00078414415	0.007645385
t	0.0014853386	0.00079240266	0.0020102705	0.022895401	0.21035835	0.4610556	0.20371236	0.050227683	0.018304324	0.012871726	0.0013887763	0.014897839
