 	stavo	al	telefono	e	mia	sorella	non	la	è	sta	e	dorme	</S>
e	0.9980261	0.0018490708	0.000109852925	6.043375e-06	3.3562042e-06	1.9067677e-06	9.4710515e-07	1.4400947e-06	4.7709307e-07	2.5527285e-07	3.4116745e-08	1.3556269e-08	5.6098605e-07
s	0.78586257	0.08345888	0.084228046	0.007411785	0.00992058	0.0061500287	0.010208588	0.0024627743	0.006288516	0.00087733194	0.0007943555	0.00044844125	0.0018881467
t	0.25739095	0.4324243	0.2868624	0.0054635694	0.0031609726	0.0037071875	0.002309357	0.0011280332	0.0011889519	6.6198554e-05	7.491457e-05	0.00012345212	0.0060996343
è	0.68459886	0.30991948	0.0022322128	0.0015028008	0.0009962653	0.00022047144	0.000100647834	0.00033243082	6.3225976e-05	9.5681335e-06	1.727799e-06	1.2554244e-07	2.2231941e-05
o	0.44255444	0.51798654	0.035042137	0.0019134848	0.0009957802	0.00076047436	0.00025954848	0.00015197358	0.00015069847	1.6552101e-05	1.0064108e-05	1.2434006e-06	0.00015703778
s	0.030476311	0.60902107	0.34980643	0.0054191267	0.0015114	0.0016865798	0.0008713334	0.00013016966	0.00044987968	1.0439969e-05	2.0949976e-05	2.2464857e-05	0.000573886
t	0.03322183	0.524179	0.38936365	0.021279618	0.008028815	0.007332907	0.0041898615	0.00089433463	0.0033054224	8.166616e-05	0.00019771056	0.00061697786	0.0073082414
o	0.2393633	0.74937445	0.004638079	0.0029828786	0.0015738345	0.00030370048	0.00035767618	0.00060345687	0.00060340966	6.551249e-05	2.3065157e-05	1.2964967e-06	0.00010926962
t	0.09509713	0.4741155	0.38889334	0.034305647	0.004832893	0.0005238129	0.00060352084	0.00048798573	0.00069348124	2.3928398e-05	2.9092198e-05	1.2925175e-06	0.00039242159
e	0.013064224	0.19629116	0.63651097	0.05700141	0.02473806	0.013862303	0.023701001	0.0046997424	0.017384978	0.00037347618	0.00044969496	0.0014510406	0.010471927
l	0.014131334	0.03211013	0.8048421	0.13505802	0.010517903	0.0017317457	0.00066933973	0.0003509018	0.0003773489	1.354407e-05	2.0852007e-05	2.2675094e-06	0.00017447337
è	0.0032185512	0.040410217	0.80681974	0.08499504	0.023815487	0.010296122	0.014450981	0.00288563	0.009448465	0.00012180928	0.00017110468	0.0003300805	0.003036729
f	0.011297441	0.016318426	0.76155186	0.14305165	0.037051752	0.022805337	0.0042416058	0.0019149801	0.0012735059	7.783574e-05	5.1533545e-05	6.5546988e-06	0.00035749306
o	0.0070356783	0.01210557	0.62830824	0.24658391	0.03608561	0.009980298	0.016540082	0.0021775474	0.01900696	0.0003887192	0.00056182506	0.003554006	0.017671557
n	0.004054409	0.0070943045	0.054933712	0.6436759	0.2680468	0.017712258	0.0023443277	0.0012270268	0.0007095654	1.5522059e-05	1.7314918e-05	1.7224836e-06	0.0001670702
o	0.0021768303	0.014039308	0.45282117	0.34523243	0.101946235	0.027531456	0.01935739	0.007997069	0.014864498	0.00080088334	0.00086021115	0.0016128867	0.010759626
e	0.0028576718	0.003058653	0.009577732	0.289093	0.63783807	0.049156517	0.0046175322	0.0016290544	0.0018042501	3.9465023e-05	7.125763e-05	6.0542593e-06	0.00025075712
a	0.0003501003	0.0021588295	0.018503595	0.09950097	0.6972201	0.1717063	0.005682792	0.0031715329	0.0013836321	2.9079121e-05	7.6000906e-05	3.6720037e-05	0.00018035373
d	0.0006444425	0.002484043	0.009251779	0.04655928	0.6112791	0.31293577	0.007497215	0.0070216283	0.001835572	3.801763e-05	0.00012995949	3.6486694e-05	0.00028669136
r	0.00074344274	0.0039157164	0.021550024	0.061901595	0.5559065	0.28926814	0.023966802	0.018735059	0.016666811	0.00062274863	0.0011589527	0.0010599684	0.0045042573
e	0.080248564	0.048318394	0.018676678	0.058190886	0.26994708	0.13021964	0.0360581	0.13365969	0.059062883	0.012603921	0.012230628	0.003628363	0.1371551
f	0.0020702085	0.0013559059	0.0033245892	0.010685947	0.19918613	0.57602954	0.12771226	0.06700057	0.009673893	0.0006444967	0.00048016515	2.3354158e-05	0.0018129167
f	0.0019156206	0.0028419527	0.019677203	0.022634266	0.14247882	0.43462515	0.119769074	0.044765785	0.048117977	0.011550688	0.009093282	0.029116169	0.113414
ì	0.28299525	0.1887885	0.028363982	0.05635286	0.087844856	0.030804265	0.024621665	0.21032679	0.03965579	0.008645814	0.0033975919	0.0020940942	0.03610853
m	0.0018470611	0.00090346753	0.0011732263	0.0041834684	0.06369275	0.4394992	0.2806771	0.16941878	0.034157064	0.0036203554	0.0004855637	3.0686082e-05	0.00031120089
m	0.008198427	0.004747522	0.009169075	0.02743637	0.05990203	0.3683641	0.12873064	0.07827733	0.045698054	0.025934229	0.021235615	0.09700174	0.12530483
u	0.29758364	0.028692795	0.002927163	0.008283897	0.012537117	0.01763684	0.021930434	0.32608	0.040263046	0.04573553	0.011509114	0.006039749	0.1807807
e	0.0010358942	0.0011066274	0.002585617	0.004806537	0.032038294	0.063260205	0.34717807	0.401227	0.096911915	0.03736772	0.004635435	8.677519e-05	0.0077598435
t	5.8686688e-05	0.0002727753	0.0026034203	0.002369032	0.015570332	0.020272654	0.2222895	0.20788062	0.37257135	0.092623405	0.029159455	0.0042171986	0.03011154
i	0.0007519646	0.0033104764	0.015530354	0.010349883	0.049495358	0.089978814	0.15582941	0.2964795	0.08779636	0.0732238	0.018878922	0.048981648	0.1493935
n	0.001527654	0.001539019	0.002047828	0.0053673056	0.013866504	0.028962051	0.07127807	0.22390866	0.3087951	0.15363516	0.16822973	0.001381494	0.019461418
è	0.002970573	0.0063250083	0.023603924	0.017690675	0.027286056	0.037616152	0.07912472	0.13166073	0.115491755	0.21377268	0.08423931	0.119818896	0.14039946
c	0.003446605	0.0023864238	0.0021648982	0.0033106157	0.0040042787	0.007841964	0.032527793	0.08808575	0.092730775	0.24049689	0.4897871	0.01396116	0.019255746
h	0.07972633	0.027616149	0.015201996	0.09661295	0.042950843	0.02296254	0.043421466	0.04804313	0.13661224	0.030211423	0.076958865	0.088002175	0.29167992
i	0.17308387	0.0080432305	0.0002043996	0.00074034743	0.00054316095	0.00053521374	0.0036249948	0.06656534	0.05991301	0.570313	0.02984074	0.013451741	0.07314093
e	0.0010860162	0.0010068236	0.0008885108	0.0030372278	0.0048614135	0.0071929954	0.019641083	0.05451394	0.12651405	0.14027688	0.2731143	0.010160732	0.35770604
s	0.0011349305	0.004792329	0.008220493	0.012583202	0.013667368	0.0060587674	0.005165771	0.02713618	0.04088974	0.072913244	0.5217038	0.04098023	0.24475397
t	0.0047029406	0.010400153	0.019645864	0.023098802	0.023702681	0.010628919	0.009528352	0.021782437	0.024634056	0.10800756	0.37645096	0.23427261	0.13314468
è	0.024691094	0.009537766	0.0012765813	0.00983193	0.0011751315	0.0004660922	0.000909653	0.0048639583	0.011457265	0.0993649	0.11312214	0.073332444	0.6499711
c	0.0008415365	0.0005834876	0.00057469273	0.0020263728	0.002807252	0.0038172726	0.0059328554	0.009141813	0.033355724	0.066364504	0.33201182	0.13675454	0.40578815
e	0.032356508	0.03351862	0.028376421	0.07584833	0.022507168	0.0059662145	0.004841246	0.008072638	0.0167326	0.03341572	0.15997109	0.26347873	0.3149148
p	0.0052615204	0.0032136892	0.0024106877	0.006415982	0.01776474	0.022584317	0.056516636	0.058306165	0.18842526	0.103924826	0.19697446	0.028450388	0.30975136
l	0.0007540901	0.0019840146	0.0034230992	0.004138014	0.003985824	0.0015313353	0.0016905764	0.0026411	0.003728356	0.010957135	0.06506214	0.28204492	0.6180594
ò	0.022721639	0.015074686	0.006474385	0.026396288	0.010152979	0.0042624692	0.0009859401	0.004808267	0.0039776913	0.02092837	0.07084448	0.19320899	0.62016374
n	0.0016159755	0.0009379868	0.0009010072	0.002198975	0.0021472247	0.0021126533	0.0032472597	0.0029801428	0.007964764	0.01893085	0.1795847	0.49006635	0.2873121
n	0.0030492672	0.010166681	0.014578475	0.022516536	0.0038405024	0.0011509417	0.002206022	0.001478297	0.00441872	0.058608774	0.23808241	0.48388964	0.15601368
i	0.1765503	0.0246721	0.00094634754	0.012234373	0.0050085587	0.0010549218	0.0010927201	0.0056475485	0.013312539	0.12720613	0.11479109	0.2942564	0.223227
</S>	0.00026047954	0.00022984543	0.00022538476	0.0009747515	0.0013504683	0.0015762155	0.0019103336	0.0025730387	0.008981267	0.0072847055	0.052387692	0.20982254	0.7124233
