 	se	vuoi	vivere	non	essere	grasso	bisogna	mangiare	poco	</S>
a	0.9130386	0.08641966	0.00030997765	0.000103410704	9.653823e-05	1.799382e-05	1.7905687e-06	5.5758494e-07	1.4174834e-06	1.0075932e-05
t	0.03424188	0.9455884	0.0056161257	0.0028075953	0.00737801	0.0007327467	0.0018394688	0.0007013134	0.0006583299	0.0004360476
e	0.0017750147	0.99116594	0.00490636	0.0005036607	0.00035930547	0.00023782477	3.9736435e-05	8.909159e-06	1.0509935e-05	0.0009927537
l	0.0014303987	0.9934714	0.0045032143	0.00015653946	0.00037317065	3.6991132e-05	2.2677665e-05	1.7189789e-06	1.3589843e-06	2.6993243e-06
ì	0.0040674726	0.9339373	0.041582413	0.0083342	0.0063683153	0.0006978851	0.001329739	5.1202922e-05	5.2323467e-05	0.0035791693
s	0.04320728	0.8499272	0.09387004	0.0037881285	0.0076888492	0.00029940179	0.000543269	5.221882e-05	4.668796e-05	0.0005770054
i	0.0074409912	0.7930634	0.120412454	0.017716058	0.0071018655	0.003249456	0.004047416	0.00030693342	0.00029791566	0.04636349
n	0.0018517287	0.05085802	0.93242115	0.011432376	0.0031254066	0.00026268922	3.240633e-05	3.1702782e-06	2.1243743e-06	1.0892268e-05
a	0.002511699	0.14108503	0.8261228	0.013077901	0.003871688	0.006784984	0.0010667047	0.00022105366	5.0545354e-05	0.0052076085
z	0.013207198	0.02303407	0.88922393	0.06427875	0.009465387	0.0004695317	0.0001355501	2.2020247e-05	1.5824373e-05	0.00014768609
ì	0.0012164422	0.046422075	0.9242981	0.010033571	0.004377261	0.0080871545	0.0014570713	0.00025952805	4.941969e-05	0.0037994955
s	0.022677016	0.008921039	0.8746781	0.07537389	0.012491792	0.003567335	0.0016407613	0.0001833875	4.040081e-05	0.00042624722
i	0.0012282288	0.014529178	0.9553964	0.011209113	0.002251928	0.003801564	0.00046010243	0.0002775994	0.00016918912	0.0106766205
n	0.0034813741	0.010348737	0.29716298	0.50996774	0.14760986	0.030017318	0.0008736808	0.00021880548	0.00010409195	0.00021545718
a	0.0039448566	0.04571697	0.8085317	0.03576992	0.012227626	0.07221693	0.005092289	0.002053135	0.00038280376	0.014063788
m	0.008238736	0.003813393	0.034364607	0.35895845	0.53364867	0.056367084	0.0034107354	0.000598607	0.00023558988	0.0003641429
i	0.0059743677	0.024744121	0.42445657	0.0897323	0.05173519	0.32312486	0.02463561	0.005036346	0.0023341638	0.04822657
n	0.0027451508	0.0047793	0.01921281	0.05913691	0.44629708	0.4414561	0.022224126	0.0023863125	0.0012126608	0.0005494958
ì	0.004109232	0.015864244	0.060734056	0.04808364	0.05146885	0.73846406	0.05495196	0.005373623	0.0018047882	0.01914565
s	0.0054621478	0.0033343236	0.0064778556	0.049692106	0.06442557	0.80066025	0.053851295	0.013843829	0.00073815684	0.0015144421
e	0.01023112	0.008074924	0.04765967	0.036258236	0.060552116	0.67953926	0.03996314	0.0062680407	0.016909562	0.094543874
l	0.00048991275	0.0008173354	0.0034745086	0.0045347176	0.055941496	0.8236921	0.08297863	0.018531447	0.0058193505	0.0037205003
i	0.002131984	0.0037462043	0.010375905	0.0041744527	0.0078024305	0.9061334	0.016101034	0.003995789	0.0027412262	0.042797547
p	0.0010859234	0.00095625257	0.0033451747	0.0046951524	0.0456784	0.56340384	0.28273502	0.08344729	0.011385293	0.0032676077
a	0.00034479314	0.0009994928	0.0029097542	0.0013449216	0.004460034	0.9339557	0.03031886	0.009762657	0.003708005	0.012195853
r	0.0008244933	0.0014785656	0.0052931476	0.0036822564	0.023337074	0.5304599	0.29741576	0.102885745	0.020462979	0.014160079
ò	0.00388815	0.0053801737	0.008881385	0.003220735	0.0054790806	0.711125	0.09925687	0.026094759	0.0076213526	0.1290524
n	0.0013766566	0.00065386633	0.00095427217	0.0015616814	0.002485269	0.06475457	0.3539712	0.5560671	0.013065005	0.0051102825
g	0.013988234	0.0045459685	0.006281746	0.0042101922	0.011438753	0.23597968	0.369257	0.15640858	0.0822917	0.115598135
h	0.27048776	0.0057114842	0.015604682	0.010805131	0.0015971903	0.12676145	0.036117077	0.10928615	0.058320366	0.3653086
ì	0.0069099823	0.0116481865	0.038149033	0.0025329825	0.0035676656	0.37314048	0.043270666	0.09183357	0.093707986	0.33523944
z	0.015933542	0.0005482381	0.0013598514	0.005887629	0.0033246551	0.016606146	0.16296788	0.38705847	0.22185263	0.18446103
i	0.008241842	0.005376184	0.0067048273	0.0020730612	0.005972358	0.1488621	0.23367023	0.2174524	0.17650218	0.19514477
n	0.0039969194	0.0006852382	0.0014679466	0.0035684167	0.004692405	0.010016298	0.05291648	0.11123798	0.6847121	0.12670624
a	0.018322643	0.015790677	0.023292962	0.006530448	0.013431589	0.08936499	0.07103948	0.22343878	0.28731537	0.25147307
f	0.002375862	0.00082686695	0.001770636	0.0034610764	0.006066303	0.0040070964	0.035894163	0.11065685	0.7583371	0.07660401
à	0.017666504	0.016342344	0.02194906	0.0068643065	0.0136297215	0.06664263	0.060259726	0.17694823	0.3720946	0.2476029
i	0.0035855721	0.0021589056	0.002676947	0.0031814857	0.0030318543	0.0031531916	0.011019468	0.10683538	0.75160223	0.112754904
a	0.00029266035	0.0021578402	0.0046741418	0.0008784073	0.0024027172	0.007446654	0.009201504	0.03973244	0.61811167	0.31510198
l	0.0006494498	0.0034936583	0.0105008595	0.0025984375	0.007552882	0.0080826925	0.007491476	0.034672458	0.7071667	0.21779141
ì	0.0049154	0.012602072	0.03260345	0.0064884606	0.01672375	0.025022283	0.01746737	0.067902066	0.72033876	0.09593641
o	0.003371365	0.0029508243	0.0038184284	0.0036459856	0.004747237	0.0031294064	0.008275066	0.023003992	0.73850334	0.2085543
</S>	0.0005836247	0.005598081	0.010804444	0.0015783556	0.003946371	0.007896939	0.0050501768	0.0223196	0.5751077	0.3671147
