 	io	nella	mia	vita	ho	sempre	lavorato	</S>
e	0.99359095	0.0058977776	0.00035517523	0.00014372228	5.2028417e-06	2.5250545e-06	1.7080616e-06	2.9076423e-06
v	0.9051836	0.06047505	0.004690892	0.010232272	0.011926463	0.0025166154	0.0003305723	0.0046446053
ò	0.462599	0.51655763	0.004743021	0.005187451	0.0012877807	0.00017408998	5.4824526e-05	0.0093961675
s	0.3025256	0.6292746	0.026064778	0.031459965	0.0064880797	0.00019020194	6.143241e-05	0.0039352584
t	0.103191204	0.48244628	0.07041651	0.06728276	0.032531586	0.0013398811	0.0018107123	0.24098113
i	0.034478378	0.88854873	0.0646674	0.0076593407	0.002890266	0.0007860762	5.8075264e-05	0.0009117526
z	0.072231814	0.83704	0.08576219	0.0038633803	0.00076970557	6.285584e-05	1.5063477e-05	0.0002549994
o	0.028404731	0.49048656	0.29259312	0.087555796	0.0629156	0.0052718366	0.0051163095	0.02765611
ì	0.1291376	0.08426991	0.67265236	0.10628563	0.006867302	0.0003141691	8.7105975e-05	0.0003859186
m	0.014130716	0.06559513	0.6727782	0.20132919	0.041285396	0.0012380049	0.000639437	0.0030039256
m	0.006185134	0.019586891	0.5379414	0.2605811	0.12102267	0.0026343486	0.0034545627	0.048593875
u	0.026973806	0.0566992	0.6863124	0.14605725	0.027836742	0.03700038	0.0034424814	0.015677817
ì	0.018171333	0.029331435	0.09074106	0.6248088	0.20688635	0.02613036	0.0007879968	0.0031426975
m	0.010343819	0.0101128025	0.03555347	0.6255269	0.27903643	0.02121054	0.008781628	0.009434313
e	0.005021372	0.0105359685	0.047315266	0.31913918	0.34613997	0.043419715	0.027103428	0.20132503
p	0.0098712845	0.0058055203	0.011308023	0.15145485	0.5413694	0.26147175	0.008664921	0.010054264
à	0.008132328	0.02162642	0.028412404	0.12375665	0.2001153	0.3404399	0.11462108	0.16289596
n	0.017300544	0.011020517	0.014515847	0.04046155	0.13666418	0.5172163	0.17238742	0.09043363
t	0.0026078396	0.009967146	0.00923177	0.012163402	0.1025255	0.4301974	0.19554117	0.2377657
a	0.0073593026	0.009640733	0.020275662	0.010665763	0.023996308	0.7773885	0.08057112	0.07010251
p	0.0020624802	0.0015674849	0.0070812455	0.03677244	0.07252599	0.34833765	0.37018624	0.16146642
o	0.0014626054	0.0053820903	0.0032572953	0.003941903	0.007336072	0.09552346	0.647295	0.23580159
l	0.013255333	0.0049781147	0.008459918	0.019220239	0.048015714	0.1884341	0.4568857	0.26075077
e	0.004739043	0.010424363	0.00941995	0.0115060005	0.02320076	0.05413688	0.53572774	0.35084528
m	0.015272338	0.0056484677	0.008530567	0.016842766	0.042061385	0.1694395	0.32190174	0.4203033
i	0.003475355	0.0055252644	0.0067276685	0.009148149	0.0145571185	0.018815743	0.7331544	0.20859618
m	0.014745319	0.0051743784	0.008245545	0.016312089	0.037832003	0.109885365	0.28763086	0.52017444
m	0.003904365	0.005542793	0.007673527	0.0095729325	0.013596723	0.010824375	0.7442493	0.20463598
è	0.007743357	0.013294745	0.017801095	0.0028543037	0.006880516	0.1421624	0.6207806	0.188483
n	0.0022806742	0.0008433833	0.0018640506	0.0037969628	0.0063706036	0.037570402	0.082783826	0.86449015
a	0.0029475237	0.01584231	0.007774916	0.0027024185	0.009760917	0.012780676	0.90059537	0.047595803
</S>	0.015174711	0.0043712063	0.0057167644	0.01071991	0.019637506	0.08252649	0.05996011	0.8018933
