 	questa	canzone	venne	scritta	molti	anni	fa	da	un	nostro	poeta	</S>
t	0.9997323	0.00020779138	5.4582277e-05	1.1621098e-06	3.442246e-06	3.5970933e-07	5.4341353e-08	1.0815708e-07	3.5742286e-08	2.4972325e-08	4.147198e-08	9.160808e-08
ù	0.9634743	0.0038115901	0.019144177	0.0011928555	0.0066331304	0.0022920228	0.00056882045	0.00042924762	0.00037501374	0.00037694458	2.0128582e-05	0.0016817629
s	0.9573548	0.011009091	0.02433984	0.0029954808	0.0021875377	0.00029709114	0.0005189415	0.00013808762	0.00014591124	0.0001466067	6.0096586e-06	0.0008605312
o	0.8631859	0.008396931	0.06157843	0.0041827033	0.0012841845	0.0005152875	0.00072266697	0.00033891952	0.0002346539	0.00021487162	9.686759e-05	0.059248578
t	0.37174731	0.5132785	0.114429	0.0003413815	0.00016190494	1.7893824e-05	1.0105577e-05	2.3196633e-06	2.0273335e-06	1.9239214e-06	1.549521e-07	7.5144335e-06
r	0.6014684	0.13345711	0.14075543	0.009337903	0.003766539	0.0016485404	0.0034521983	0.0010614461	0.0007643086	0.0007244632	0.00033449644	0.103229165
a	0.30108923	0.65876514	0.03023589	0.0055254516	0.003273297	0.0003014988	0.00032180245	0.00028329444	6.114053e-05	2.367114e-05	4.6316704e-06	0.000114947215
v	0.06336646	0.8422354	0.09321544	0.0007276805	0.00035560582	3.532703e-05	2.7642142e-05	1.0278742e-05	3.511513e-06	1.5983593e-06	1.7476343e-07	2.0966372e-05
ù	0.052082755	0.39294785	0.4449053	0.040089604	0.030347154	0.009734038	0.013183768	0.003667783	0.0014198576	0.00052035117	7.538624e-05	0.011026155
d	0.020590184	0.30430132	0.6631559	0.010231857	0.0012889352	0.00010617584	0.00015673121	2.5046471e-05	1.4370529e-05	8.232453e-06	8.3744453e-07	0.000120242905
i	0.0301735	0.16836643	0.59009534	0.08237125	0.022640185	0.009063746	0.01863149	0.006611206	0.0028654	0.0011046099	0.00022905081	0.06784776
ì	0.0061191916	0.03586025	0.90337133	0.052499793	0.0019437701	0.00010419975	6.795114e-05	1.1245086e-05	4.8077513e-06	2.1941237e-06	7.7870446e-08	1.5067074e-05
r	0.008787812	0.016860398	0.8450222	0.08448872	0.034192014	0.0061771134	0.00191801	0.00033583067	0.00020954067	0.00016978283	6.616686e-06	0.0018320124
t	0.0024438715	0.016110934	0.5471236	0.37537935	0.00733381	0.0027079585	0.0071651796	0.0010138626	0.000646785	0.00034257307	0.00012559617	0.03960645
e	0.0518621	0.08205283	0.1529751	0.44575775	0.07582862	0.01338259	0.028326452	0.06833987	0.013649649	0.0045723463	0.0033393926	0.059913278
g	0.0026733442	0.01374604	0.19236434	0.69302267	0.093384504	0.002816075	0.0014764734	0.0001821056	9.9041965e-05	5.7402547e-05	3.4899813e-07	0.0001776913
r	0.0015225121	0.009693849	0.079620965	0.66155225	0.17163573	0.036293224	0.020622635	0.007467104	0.0040885597	0.0015761585	5.560154e-05	0.0058715004
a	0.043670226	0.05484426	0.06819661	0.3067945	0.4214074	0.036897358	0.020020075	0.021286082	0.009161144	0.004554258	0.00010802554	0.013060114
m	0.0022180963	0.0074458537	0.026757913	0.53375816	0.41131246	0.012649804	0.0047290986	0.00047597277	0.00023592603	0.00010641755	1.5617817e-06	0.00030880194
m	0.0011807946	0.0075873137	0.071538165	0.5858014	0.24313268	0.025461152	0.01629519	0.004657639	0.0028113895	0.0015576793	6.637411e-05	0.03991022
è	0.05143063	0.02741399	0.0068672244	0.29985708	0.412206	0.022188969	0.030777657	0.053091865	0.012482784	0.005214863	0.0034889178	0.07498
n	0.00089730555	0.002680177	0.009247157	0.14643161	0.74375033	0.08259977	0.011510589	0.0017631964	0.0004488086	0.00017235974	2.7652864e-06	0.0004959435
o	0.0011376657	0.0054899086	0.031740494	0.1998323	0.5606729	0.08655004	0.023663495	0.01333461	0.007092769	0.0036456515	0.00058608217	0.06625411
p	0.0025018957	0.008929652	0.013758785	0.044986665	0.5312438	0.24387892	0.13640165	0.015724974	0.001879684	0.0004928432	1.5356889e-05	0.00018577656
o	0.0003156959	0.0022641849	0.006336878	0.0041008256	0.5731355	0.39160335	0.010321851	0.0043510133	0.0022241597	0.0015506264	1.3300221e-05	0.0037825769
d	0.0008274573	0.005348808	0.008263317	0.0042811525	0.27584282	0.56429714	0.11093119	0.017598307	0.006087847	0.0036853421	9.981793e-06	0.002826674
d	0.0008133898	0.005335374	0.015619535	0.004901875	0.28046632	0.5903246	0.031254716	0.014766631	0.0066146324	0.0050628507	5.363629e-05	0.04478641
h	0.008950503	0.028213512	0.005681944	0.013578495	0.30121776	0.3489968	0.05451034	0.11488602	0.03150362	0.012785497	0.0034975675	0.076177865
ù	0.017747989	0.025518842	0.022193588	0.0171867	0.18605429	0.34271568	0.047669224	0.072268225	0.021320622	0.014456223	0.0038881523	0.22898047
c	0.00081114017	0.0017319835	0.002417677	0.004406112	0.078590035	0.37667677	0.45110002	0.06751878	0.013167386	0.003013704	4.197158e-05	0.00052442617
h	0.008672924	0.038027517	0.119360454	0.016966766	0.05220842	0.34628826	0.15001726	0.09882311	0.039166566	0.021372057	0.0009055451	0.10819119
r	0.13398477	0.09291734	0.022206103	0.053572904	0.11555041	0.12921725	0.047738742	0.16521591	0.028138015	0.010842145	0.010968262	0.18964818
ò	0.052641727	0.036081064	0.028535258	0.03892376	0.11320413	0.21258919	0.06132959	0.20171045	0.03241402	0.014705491	0.00780894	0.20005637
n	0.00095904846	0.0019814456	0.002137217	0.009602983	0.04815767	0.22453533	0.43594196	0.21509375	0.048823483	0.009580078	0.001387832	0.0017991696
u	0.00018532123	0.0011144498	0.0030634147	0.0021332	0.008985687	0.121972986	0.43116924	0.2805886	0.07615925	0.02257873	0.004192498	0.04785659
a	0.0012063078	0.002923454	0.0048584105	0.00685664	0.024622364	0.10500949	0.40222248	0.3458471	0.08597894	0.017057657	0.00029523807	0.003121978
m	0.000119718774	0.0008787071	0.002867185	0.00048632675	0.0072910665	0.02586772	0.045580074	0.17587918	0.38240057	0.31812817	0.015353091	0.025148172
p	0.0008467374	0.005811402	0.027779728	0.0038150088	0.033937898	0.22498436	0.1004545	0.33106974	0.12711883	0.05439188	0.0029299587	0.08685997
ì	0.0027118255	0.010880067	0.002203737	0.0033732	0.0071665733	0.027531454	0.027812254	0.4353476	0.17878987	0.05783802	0.13472453	0.11162091
a	0.00044319127	0.0010359715	0.0018877711	0.0011175387	0.0021597687	0.01590819	0.051929846	0.21219923	0.33907917	0.28402817	0.014342564	0.075868614
t	0.00018684816	0.0005460566	0.0010824018	9.768558e-05	0.00057087734	0.0023173434	0.004045873	0.055995017	0.3434942	0.5450239	0.03164467	0.014995129
t	0.0016084247	0.006822645	0.019224215	0.0029269457	0.010009376	0.04039037	0.01854276	0.14711042	0.21660446	0.12671025	0.14554968	0.26450044
o	0.0016380012	0.00436137	0.0007250437	0.001942719	0.004638678	0.0071270783	0.009681333	0.12240809	0.09231753	0.034222685	0.67169964	0.049237847
p	0.00014530595	0.00094361725	0.0009907498	0.0005629542	0.0018645319	0.0037044697	0.012204208	0.029784324	0.16379005	0.40819493	0.25415593	0.12365891
o	0.0006325688	0.0039027133	0.008045275	0.001114799	0.0033591795	0.008632287	0.0031153562	0.040715557	0.1457898	0.22306658	0.17899647	0.38262936
è	0.000344563	0.0015247932	0.0015211405	0.000685927	0.0007251282	0.0013756598	0.004913459	0.018057195	0.16844702	0.5686649	0.16714461	0.06659563
t	0.00052633055	0.0007109546	0.0007198732	0.00039579152	0.0005701942	0.00080885354	0.0013037606	0.0071548563	0.08456059	0.6346413	0.22945213	0.039155405
a	0.0005374143	0.002116695	0.0042869844	0.00048551866	0.0010783805	0.0017859394	0.0016752103	0.011286516	0.13278851	0.3474147	0.47709063	0.019453557
d	0.00044008717	0.0009853054	0.0010530005	0.00038252398	0.0007794623	0.0013959038	0.002469399	0.0114517985	0.09488991	0.45151135	0.2218494	0.21279188
i	0.0013620803	0.009533901	0.024582803	0.0033633232	0.0034363475	0.0051828497	0.0028755246	0.012853588	0.088921726	0.23282157	0.45963332	0.15543301
k	0.00044496602	0.0017986217	0.0014400162	0.0007655421	0.00069801783	0.0010647033	0.0038326124	0.011036835	0.096139245	0.41412297	0.24239622	0.22626027
ò	0.0023649964	0.015097205	0.053592727	0.006021109	0.0059213107	0.007454193	0.0036613783	0.010814255	0.069217235	0.21188372	0.47296524	0.14100668
m	0.00096186716	0.0015971719	0.0015635741	0.0014192853	0.00080171076	0.00085680303	0.0024712419	0.005018806	0.044143494	0.32156557	0.38011906	0.23948146
m	0.0012223289	0.004925161	0.014212805	0.002208658	0.0016737819	0.002753019	0.0013963849	0.0077085556	0.05719404	0.086443976	0.7510294	0.06923199
a	0.00065318815	0.0017969871	0.00020703264	0.00053507055	0.0011814993	0.0014000363	0.0014121605	0.009048227	0.007224327	0.0049750474	0.96378076	0.007785635
</S>	0.00010745195	0.0007961666	0.00079350977	0.00037649748	0.0005690367	0.0012132279	0.0027065934	0.0076622292	0.02782415	0.06312545	0.06686243	0.8279633
