 	la	sorella	mia	si	non	è	venuta	ancora	ancora	qui	</S>
e	0.99745744	0.0012787462	0.001187902	4.9692666e-05	1.8833545e-05	4.035821e-06	1.8545459e-06	8.04166e-07	7.458625e-08	5.2660667e-08	5.984204e-07
d	0.3847697	0.39800125	0.0444235	0.042265046	0.047265776	0.055126727	0.0014890861	0.018288447	0.0019839148	0.0017980608	0.004588399
e	0.1717276	0.7513529	0.04607268	0.010468944	0.0064440602	0.0041528484	0.0005324136	0.001000449	0.00019103684	3.0439442e-05	0.008026634
r	0.119741194	0.79697126	0.07137409	0.0048137736	0.0044917236	0.0015776171	0.00029172393	5.0740233e-05	7.869724e-06	2.5857473e-06	0.0006774785
f	0.062939785	0.6928991	0.061635714	0.059207708	0.02762404	0.016859734	0.002751246	0.005074596	0.0016354743	0.0008094358	0.06856316
ì	0.6089974	0.03654047	0.3270995	0.015648223	0.004706088	0.004657388	0.0009854732	0.00076296227	3.6915088e-05	2.8924117e-06	0.000562666
m	0.0839469	0.27694038	0.58926713	0.04056562	0.0067915455	0.0018859855	0.00030448945	8.990718e-05	1.8690273e-06	1.5705921e-06	0.00020453862
u	0.039986607	0.5306219	0.12095997	0.12734523	0.038285304	0.04786033	0.008327633	0.011012065	0.0016948648	0.0024785926	0.07142746
s	0.030453997	0.010470568	0.88081694	0.064842	0.01032385	0.00202848	0.0010241101	2.6168782e-05	5.182219e-07	1.9659171e-07	1.3195322e-05
i	0.019356703	0.18983027	0.3343322	0.21934825	0.07527609	0.06613985	0.032974105	0.016636675	0.0026039877	0.0004122243	0.043089703
e	0.018676227	0.0073273433	0.58287233	0.28111264	0.070100576	0.025648512	0.0139047485	0.00026177862	4.5780653e-06	1.960033e-06	8.927378e-05
n	0.005581917	0.01587357	0.35802987	0.1600186	0.18817505	0.1920736	0.07220497	0.006972484	0.00025464245	3.5410307e-05	0.00077982404
è	0.0072138463	0.030533187	0.119885445	0.15524535	0.25062272	0.23581667	0.16697374	0.012466773	0.00098133	0.00027781632	0.01998313
e	0.02964842	0.022220088	0.08710857	0.14426966	0.2645672	0.12489774	0.31601134	0.0056515103	0.00041033037	8.4310836e-05	0.0051308693
r	0.00094164594	0.0015288255	0.0061760447	0.010559933	0.053217843	0.28274202	0.59457666	0.044878237	0.002986865	0.00022254646	0.0021693732
t	0.0011962057	0.0028288616	0.008652317	0.018846583	0.046461936	0.13039461	0.7644431	0.012789937	0.0013405707	0.00035864123	0.012687265
o	0.011545161	0.0015464153	0.008405397	0.0063619493	0.007291027	0.02789983	0.87383926	0.008336293	0.0012180131	0.001642683	0.05191395
m	0.00209316	0.002252675	0.009035181	0.016191285	0.059177615	0.48281285	0.39770818	0.028335191	0.0006145147	1.6672982e-05	0.0017627183
