 	se	vuoi	restare	sempre	magro	non	magniare	la	sera	</S>
a	0.93937886	0.060044177	0.00018833866	0.00026953325	4.9915634e-05	2.0817994e-05	3.2242464e-05	3.5017274e-06	1.9810723e-06	1.060833e-05
t	0.041039623	0.93728554	0.012209699	0.0027355286	0.0010916292	0.0021958405	0.0012789639	0.00078761403	0.00044492044	0.00093058095
e	0.0017664223	0.99305046	0.0035294115	0.00012551836	7.300302e-05	9.530438e-05	3.24353e-05	1.8965644e-05	5.827676e-06	0.001302667
l	0.0015297629	0.99245983	0.005960062	1.9694951e-05	4.290614e-06	1.7030976e-05	1.990968e-06	1.6226408e-06	1.3258242e-06	4.3178125e-06
ì	0.0049729357	0.9511851	0.036017574	0.00028886308	0.00015213236	0.0008702067	9.022591e-05	4.20433e-05	2.6923883e-05	0.006354146
s	0.04773376	0.8046037	0.14457068	0.0007645899	0.00028800964	0.0008106528	0.0001511796	9.4769675e-05	5.08879e-05	0.00093191385
i	0.009578909	0.81176883	0.11047912	0.0011395353	0.0009757101	0.007938437	0.00036212115	0.00028636743	0.0012085789	0.056262434
n	0.001331145	0.04273327	0.9534936	0.0020558988	0.00018442803	0.00017843716	5.1320567e-06	3.1335635e-06	1.3384822e-06	1.3576265e-05
a	0.00572834	0.2730926	0.6906914	0.0035179968	0.002771697	0.009743933	0.0006384169	0.00055357104	0.00018220943	0.013079779
m	0.0056187543	0.018294394	0.927895	0.044582304	0.0026548735	0.0006833339	7.834312e-05	2.9450284e-05	4.061462e-05	0.00012302943
ì	0.0019876843	0.037973374	0.9347777	0.0026004643	0.0018358083	0.006093133	0.00029465306	0.00035149633	0.00014797179	0.013937806
n	0.0113729425	0.01266315	0.9494723	0.015425779	0.005317206	0.004200992	0.00035730624	0.00025747847	4.800182e-05	0.0008847797
i	0.0040950053	0.037220966	0.88323283	0.014980807	0.007915134	0.018258812	0.00047243116	0.0006705648	0.0016090203	0.03154438
p	0.0013854257	0.005565342	0.18442577	0.688311	0.11487462	0.004570377	0.00040022685	0.00016480901	5.312315e-05	0.0002492563
à	0.0028155032	0.035416074	0.36695758	0.3676501	0.17875096	0.025089053	0.0029089255	0.003440009	0.0008224406	0.016149374
n	0.010516188	0.017842177	0.1241685	0.24854515	0.51848507	0.05645156	0.0065777437	0.006013416	0.0007955921	0.010604617
t	0.02637819	0.029791284	0.13347416	0.14433223	0.33896202	0.1380722	0.0032570793	0.0059148218	0.03818144	0.1416366
a	0.022120306	0.00030312376	0.002205186	0.4467715	0.46517625	0.0057463567	0.03658713	0.004697605	0.00460961	0.011782845
l	0.00028036194	0.00066005404	0.009861839	0.09102259	0.765421	0.029198023	0.089572795	0.010942389	0.00068038056	0.002360523
e	0.018429054	0.03381342	0.03309379	0.031639133	0.46443158	0.047955755	0.020247925	0.016962491	0.05538601	0.27804086
t	0.004876399	0.0031928092	0.009286237	0.019283423	0.33814606	0.1453602	0.3853295	0.08663281	0.004758157	0.0031343636
t	0.004201331	0.017129477	0.05692096	0.013472418	0.34682	0.2328244	0.07425918	0.0428365	0.01803545	0.19350034
ò	0.011234258	0.00084915874	0.0019070428	0.013044819	0.39705613	0.015973184	0.40226325	0.049440853	0.021862227	0.086369045
m	0.0011357327	0.00027961505	0.0012239359	0.0029262076	0.03631706	0.15517868	0.58639497	0.19925605	0.006965452	0.0103223175
i	0.011750353	0.015706887	0.02267023	0.007095824	0.12972823	0.04317133	0.19543427	0.085660286	0.13660853	0.3521741
f	0.0014236551	0.0004334028	0.0015540197	0.0027143054	0.010676905	0.050605383	0.5700755	0.31406632	0.043269143	0.005181353
à	0.011155064	0.025278505	0.015081183	0.003802678	0.02230463	0.06658025	0.19316132	0.1964434	0.12176946	0.3444235
i	0.0032391443	0.0008151401	0.0014185032	0.0013932689	0.002318259	0.033820294	0.2958272	0.5613932	0.09342866	0.006346408
t	0.00035667437	0.002945304	0.005398648	0.00159504	0.0016419089	0.007457932	0.1184305	0.24826428	0.40254098	0.21136875
o	0.0011637179	0.0050564986	0.018111186	0.003344885	0.0036494597	0.018406715	0.12103898	0.31013563	0.36809042	0.15100251
v	0.0005914634	0.0018577185	0.0052073137	0.0038960865	0.0023933924	0.0017157394	0.10793093	0.15618083	0.5257232	0.19450332
r	0.0023050597	0.006691111	0.022873156	0.004541382	0.0021678247	0.0043399143	0.035006292	0.088455305	0.6349533	0.1986666
à	0.020322451	0.00673858	0.018195797	0.006500078	0.0056893243	0.0017814434	0.031808693	0.05955644	0.36059356	0.48881358
i	0.0010871311	0.00061649026	0.0016032013	0.0014064229	0.00080598914	0.001843597	0.033732947	0.04371725	0.72292656	0.19226035
</S>	0.00039916128	0.003319029	0.0070762946	0.0021951934	0.0010564438	0.0015148047	0.023949485	0.037594877	0.5637756	0.35911912
