 	qui	ancora	stanno	con	la	luce	accesa	e	stanno	svegli	</S>
e	0.9979032	0.0019568885	5.2555566e-05	7.353993e-05	1.2940893e-05	2.9781953e-07	1.9432045e-07	1.2473508e-07	9.1961695e-08	6.4154775e-09	1.2285301e-07
t	0.72316355	0.10798817	0.09087525	0.013147079	0.026548713	0.02604467	0.002409043	0.0033227247	0.0020991787	0.0003358742	0.0040657585
t	0.80190104	0.11752483	0.026801402	0.008791526	0.011964909	0.0017089273	0.0007924735	0.0005941333	0.0007588941	0.00033734334	0.028824475
ù	0.80098265	0.09049291	0.06370941	0.036706418	0.0077441637	0.00013622157	0.0001514901	3.53847e-05	1.4155289e-05	3.0634467e-07	2.6819169e-05
a	0.21622007	0.6753518	0.10406443	0.0016841386	0.0021927594	0.00025503847	6.4875014e-05	3.569942e-05	1.41884575e-05	3.6651517e-07	0.00011670834
n	0.01605364	0.88674635	0.086012654	0.0021381828	0.0032152322	0.0011930302	0.00018246981	0.0002510693	0.00024858175	8.2654784e-05	0.0038761953
k	0.027559638	0.78183573	0.10935477	0.006661136	0.0076005445	0.0025653662	0.0006346067	0.0008829184	0.0008765849	0.0010617416	0.060966965
ò	0.13933158	0.06188999	0.5497087	0.1778539	0.06783205	0.0012210442	0.001466323	0.0003452229	0.00015665701	6.7371716e-06	0.00018780268
r	0.069733575	0.505803	0.40372306	0.019125238	0.0014828696	4.2054322e-05	3.1829604e-05	1.5543548e-05	7.989779e-06	9.157933e-08	3.48195e-05
a	0.029128568	0.6622453	0.20272976	0.021049965	0.02292231	0.0056669908	0.0051581613	0.003985551	0.0019835343	0.0056830077	0.039446916
s	0.025891839	0.057895746	0.63258004	0.2720192	0.011235195	0.00022138162	0.00010288027	2.4594226e-05	1.5390602e-05	2.498875e-07	1.3546415e-05
t	0.0052825036	0.13323784	0.57096493	0.07812409	0.07412581	0.024367917	0.012236938	0.0057381107	0.0018922137	0.006608885	0.08742077
è	0.011589267	0.013660988	0.32939595	0.6124807	0.022738239	0.0020530974	0.002501966	0.0030112758	0.0018880877	1.1079728e-05	0.00066931284
o	0.0022708545	0.0034519618	0.48312575	0.44642004	0.05817189	0.005333855	0.0007466608	0.00019697874	7.628483e-05	2.0396749e-07	0.00020561303
n	0.0003600821	0.002687591	0.051357135	0.41351178	0.4517504	0.07141515	0.0057779667	0.0013373896	0.00039377683	0.00023167157	0.0011770157
m	0.0016021337	0.01863804	0.09610773	0.41602564	0.309205	0.08105367	0.016813267	0.004616469	0.0010712878	0.005439494	0.04942724
o	0.0069762743	0.0027314767	0.025462955	0.81208545	0.1088125	0.010204248	0.011529607	0.012960922	0.0054365564	4.964732e-05	0.0037503224
l	0.0008849483	0.0007690925	0.03057801	0.1174788	0.57993704	0.2530008	0.016109822	0.00063521217	0.00032854962	1.7035819e-06	0.00027605268
ì	0.0013315236	0.009453932	0.04137114	0.16901074	0.4558727	0.1663554	0.06448811	0.018948127	0.006780704	0.00421663	0.062170863
m	0.00085081527	0.0007809735	0.004267508	0.02452734	0.28338948	0.5805798	0.10369868	0.0013931894	0.0002944715	7.025729e-06	0.00021069731
o	0.0007237162	0.0032104654	0.011708516	0.044080254	0.42081454	0.3878245	0.06405528	0.01314653	0.004081184	0.0063781245	0.043976795
a	0.00020503857	0.0001196923	0.00359425	0.00676277	0.09955205	0.6980705	0.18483801	0.005260064	0.0013767942	4.2296583e-06	0.00021655334
n	7.574181e-05	0.00019789688	0.00054821785	0.0008589283	0.055021554	0.65974224	0.27110416	0.010330478	0.0014446082	0.00025310577	0.00042309516
a	0.00020648092	0.0012928351	0.0016508393	0.0018543866	0.03950253	0.57975847	0.35163793	0.010456363	0.0014574957	0.0052719363	0.0069107893
m	0.00054927106	0.0003800682	0.00160694	0.0011571296	0.011146409	0.4853057	0.4557278	0.035936844	0.0071136057	8.434478e-05	0.0009919581
m	0.00029039057	0.00104312	0.001632396	0.0015427985	0.028742667	0.5191392	0.39644703	0.024650242	0.0045595667	0.00883039	0.01312227
è	0.012302948	0.0055157184	0.006103795	0.005236862	0.012456634	0.098836325	0.44873255	0.12125645	0.042428922	0.0028231184	0.2443067
n	0.00041141087	0.0002918495	0.0020762966	0.0021634041	0.012516836	0.24074532	0.48788813	0.19476192	0.05237903	0.0002913203	0.0064744917
o	0.0007552992	0.003311628	0.004408416	0.005228817	0.020612048	0.21670808	0.5115028	0.10062889	0.016391268	0.048279278	0.07217347
c	0.0005242315	0.0005681627	0.0028450445	0.00219584	0.010754856	0.07491131	0.10788824	0.48857164	0.3088691	0.00017034318	0.002701184
e	0.0012014178	0.0046721506	0.0033648678	0.0019192304	0.013581668	0.14807868	0.5248108	0.119343504	0.020938057	0.10438597	0.05770362
e	0.0019544077	0.0014888846	0.0095543945	0.0069708587	0.029594395	0.091033354	0.102289975	0.4446131	0.3088843	0.00017851847	0.0034377945
s	0.00022372587	0.00067271135	0.0007444504	0.000564981	0.0069777356	0.037392538	0.07884868	0.49788392	0.27141392	0.08038535	0.024891987
t	0.00032804176	0.0015296667	0.0014105255	0.0011583667	0.012310134	0.058393724	0.08349102	0.4365019	0.21236046	0.16399649	0.02851969
è	0.0055039963	0.0035754729	0.0042224173	0.00164445	0.0021215486	0.0101376735	0.062258303	0.35062924	0.20777622	0.01974626	0.3323844
o	0.00029010142	0.00030801017	0.00081000687	0.00061884115	0.0016278974	0.013885391	0.019826537	0.22285506	0.6534664	0.047775418	0.03853634
n	9.084054e-05	0.00017767625	0.00023214449	0.00018884108	0.0017157892	0.0056233592	0.008468724	0.119592786	0.3668173	0.46088246	0.03621009
e	0.0006520698	0.0030367011	0.0027637614	0.001811363	0.009859727	0.019730892	0.026898332	0.12965713	0.20321992	0.53364325	0.068726875
a	0.0015683434	0.0016256815	0.003037661	0.001949992	0.0035033491	0.013294583	0.017157363	0.09558407	0.747759	0.06238172	0.05213823
s	0.00029278183	0.0002731313	0.00049107755	0.00040725892	0.0025781556	0.0022228798	0.0032038055	0.018010436	0.1906701	0.74420345	0.037646927
s	0.0003173638	0.0010596393	0.0009804975	0.00073273183	0.004453335	0.004848006	0.0045024944	0.023838397	0.09840464	0.84704685	0.013816145
